country,activeworkers,keystrokes ,mouseevents,dayoftheweek,hour
Jamaica,0.029078298,86.9692988559,38.7841012837,3,22
Jamaica,0.0261643119,74.7736668043,35.268444568,3,23
Jamaica,0.0201305012,83.4507203728,38.7912825652,4,0
Jamaica,0.0179476046,66.2899669617,31.6947367475,4,1
Jamaica,0.0155102041,44.3238462531,28.7253611448,4,2
Jamaica,0.0155102041,35.4827213991,27.0357045646,4,3
Jamaica,0.0161564626,54.2632300244,28.5604045822,4,4
Jamaica,0.0149937526,61.0206267807,27.3083794368,4,5
Jamaica,0.0134693878,59.6606616949,22.2241925006,4,6
Jamaica,0.0177917321,64.9101391458,26.4880384479,4,7
Jamaica,0.0323129252,62.4000402646,24.3843054306,4,8
Jamaica,0.0409471481,58.4392638974,28.5499718631,4,9
Jamaica,0.0468341183,52.8992343707,30.2869556855,4,10
Jamaica,0.0520669806,60.4605928596,35.2708082675,4,11
Jamaica,0.0520669806,63.817867121,35.9580117065,4,12
Jamaica,0.0482731554,69.0557155259,38.5983504957,4,13
Jamaica,0.0485347985,65.1867812802,37.3757615529,4,14
Jamaica,0.0467032967,70.988289779,36.1236814481,4,15
Jamaica,0.043956044,69.8588618072,37.2422183032,4,16
Jamaica,0.0354526426,56.1439627011,39.1128202826,4,17
Jamaica,0.0306122449,62.7781951231,40.2982764113,4,18
Jamaica,0.0247252747,76.9366768093,37.5808044594,4,19
Jamaica,0.0238762172,97.9758321093,39.4564275179,4,20
Jamaica,0.02094171,98.3931305379,35.7187885517,4,21
Jamaica,0.0158730159,112.6790007342,42.216723486,4,22
Jamaica,0.0128817484,107.9035123109,45.7801926014,4,23
Jamaica,0.0108145822,89.3417465116,38.6162007701,5,0
Jamaica,0.00861678,54.555612905,35.1758871596,5,1
Jamaica,0.0081632653,48.8039795101,30.4905665165,5,2
Jamaica,0.0074505993,41.0098525657,26.5699919362,5,3
Jamaica,0.0088435374,32.7014825495,26.8132653061,5,4
Jamaica,0.0102040816,34.7174918831,23.6888182419,5,5
Jamaica,0.0100151172,50.0130410882,23.0539025937,5,6
Jamaica,0.0142101285,60.5207267763,22.6627279682,5,7
Jamaica,0.016243232,71.8075625966,27.1338297186,5,8
Jamaica,0.0179092045,68.0924475032,32.9940134262,5,9
Jamaica,0.0187395713,61.436263722,29.8769649974,5,10
Jamaica,0.019124631,70.1505665199,32.2932509699,5,11
Jamaica,0.0232092837,59.5628400649,29.9242199644,5,12
Jamaica,0.0232092837,72.1815152185,32.7077177675,5,13
Jamaica,0.0238762172,75.7913789158,31.9111867865,5,14
Jamaica,0.0218754168,65.3879541961,35.0460130706,5,15
Jamaica,0.0223704867,57.1620626899,35.6866247144,5,16
Jamaica,0.0246438198,66.3408210966,32.3929447506,5,17
Jamaica,0.0265691182,64.5542159959,36.5466381395,5,18
Jamaica,0.0306122449,61.2345524975,35.4808372423,5,19
Jamaica,0.0327053898,61.5881477305,32.7912880895,5,20
Jamaica,0.0351909995,58.9921686696,31.6373862785,5,21
Jamaica,0.029696494,75.8365009823,40.612636418,5,22
Jamaica,0.025248561,64.7202860021,41.0177002452,5,23
Jamaica,0.0217420301,59.2637432502,36.6204766573,6,0
Jamaica,0.0177404295,39.0028705575,30.4877241173,6,1
Jamaica,0.0140219353,39.1007688645,27.5145236079,6,2
Jamaica,0.0140800506,49.4714226996,25.3562810415,6,3
Jamaica,0.0132275132,29.6411301829,27.2169028605,6,4
Jamaica,0.0132474042,28.7177522478,23.5799092199,6,5
Jamaica,0.0132565847,46.7139746753,25.7534902721,6,6
Jamaica,0.018707483,57.9286495523,24.9601180307,6,7
Jamaica,0.0279958137,53.5404777082,22.7750329726,6,8
Jamaica,0.0381998953,61.0256203382,28.4326862002,6,9
Jamaica,0.0474882261,56.3556315239,30.2755123752,6,10
Jamaica,0.0490580848,55.0014719062,33.9885963997,6,11
Jamaica,0.0481423339,53.9292446848,33.9576061716,6,12
Jamaica,0.050758765,52.0064607229,36.4197455726,6,13
Jamaica,0.05285191,56.015709086,37.0174748257,6,14
Jamaica,0.054029304,63.0533886745,38.2678647055,6,15
Jamaica,0.0536368394,62.298375299,38.1591374311,6,16
Jamaica,0.0490580848,60.8183216824,37.2250040383,6,17
Jamaica,0.0422553637,68.5494681017,34.786168707,6,18
Jamaica,0.0293040293,84.360613879,29.9566409645,6,19
Jamaica,0.0198639456,74.7488481883,30.493989489,6,20
Jamaica,0.0159212621,98.8324637251,37.0811401348,6,21
Jamaica,0.0154305625,85.2376186843,32.5533446506,6,22
Jamaica,0.0137755102,77.0006987517,36.3686931739,6,23
Japan,0.0165424045,127.2340775293,54.5423434079,0,0
Japan,0.0139257294,138.5850963851,39.7204810479,0,1
Japan,0.013362069,167.2045327222,29.7523386648,0,2
Japan,0.0106490872,239.6144098957,44.8372455091,0,3
Japan,0.0099469496,99.515625,46.271577381,0,4
Japan,0.0094827586,65.0003968254,57.2496031746,0,5
Japan,0.0086206897,58.5714285714,47.6675170068,0,6
Japan,0.0094417077,56.188495671,51.6188041126,0,7
Japan,0.0106490872,87.6016297251,23.2397876112,0,8
Japan,0.0148902821,127.6105217386,24.3317859564,0,9
Japan,0.0174624226,94.4479914097,26.4121280076,0,10
Japan,0.0172413793,122.8293961133,26.4512257032,0,11
Japan,0.0183908046,96.3575395843,23.8899444906,0,12
Japan,0.0164917541,114.4117957609,26.8196268688,0,13
Japan,0.0198476343,121.4701472143,34.2793313017,0,14
Japan,0.0199233716,145.8787457477,35.0476493768,0,15
Japan,0.0213557994,126.4492300943,36.7732832096,0,16
Japan,0.020320197,119.9222904914,33.4722246082,0,17
Japan,0.016091954,140.2191009955,38.2829308989,0,18
Japan,0.015979815,119.4023127773,25.5166065916,0,19
Japan,0.0155172414,93.4359711334,32.1998529394,0,20
Japan,0.0164203612,100.2622254468,51.2387139896,0,21
Japan,0.0163242847,88.2793608694,41.4411473602,0,22
Japan,0.018158474,148.8787302764,31.5042442705,0,23
Japan,0.0142241379,159.249230773,39.5859649489,1,0
Japan,0.012539185,170.0030069934,62.5468598865,1,1
Japan,0.0121878716,197.5075273585,56.8510297816,1,2
Japan,0.0127586207,177.5412497612,55.465964713,1,3
Japan,0.0117554859,161.8276046176,44.8107026307,1,4
Japan,0.0107758621,128.4019188373,43.7983016212,1,5
Japan,0.0112732095,92.5828521339,31.6858804303,1,6
Japan,0.0106896552,85.2827382935,33.9261728351,1,7
Japan,0.0141467728,78.4671039608,19.0140006286,1,8
Japan,0.0191570881,85.9759045432,23.0026370546,1,9
Japan,0.0219109195,100.5798626563,27.0402097184,1,10
Japan,0.0231681034,138.1210148319,30.5947730493,1,11
Japan,0.0232230823,144.4363154704,34.7690208697,1,12
Japan,0.0212878255,122.2271068027,34.8858407154,1,13
Japan,0.0229885057,109.9460285354,37.1398680762,1,14
Japan,0.023294204,112.2875771544,40.96406559,1,15
Japan,0.0225193526,108.9333233405,33.291216995,1,16
Japan,0.0208333333,132.5836217987,43.5924848639,1,17
Japan,0.0202945402,132.6460102936,39.7942028652,1,18
Japan,0.0185532234,97.6674993424,32.9718203493,1,19
Japan,0.0176423416,91.8688987356,41.99536318,1,20
Japan,0.0180433039,96.0314682532,42.3198596524,1,21
Japan,0.0175932442,131.2094914812,35.8824007385,1,22
Japan,0.0180433039,127.4435158065,37.8189858435,1,23
Japan,0.0157695542,114.1367838157,36.128400081,2,0
Japan,0.0148706897,105.6318770683,45.8265259417,2,1
Japan,0.0125815471,171.8710528515,50.0479072174,2,2
Japan,0.0116995074,178.6172353549,58.4232646143,2,3
Japan,0.0102785146,123.0622625182,35.7265106239,2,4
Japan,0.0103448276,158.5693886914,34.499179399,2,5
Japan,0.0106100796,79.8211786948,35.4483016179,2,6
Japan,0.0117816092,76.3106042901,30.5187923313,2,7
Japan,0.015199637,96.3473324843,24.3671965686,2,8
Japan,0.0170454545,88.5266467151,30.4739100174,2,9
Japan,0.0224137931,100.5459589814,26.4166762727,2,10
Japan,0.0251583392,130.4412978622,34.5784903686,2,11
Japan,0.0239268121,102.2775014809,28.0818946025,2,12
Japan,0.022808908,101.9565028922,31.1833377314,2,13
Japan,0.0237068966,148.7932519048,33.9872203147,2,14
Japan,0.0246048851,123.5465630907,38.0249607051,2,15
Japan,0.0228779841,148.2100802632,34.7027861333,2,16
Japan,0.0215517241,140.8304454656,28.9855448752,2,17
Japan,0.0217313218,115.7712134211,37.3502478198,2,18
Japan,0.0211412151,101.6422004866,39.4770467723,2,19
Japan,0.0206896552,105.2372438769,38.0781119574,2,20
Japan,0.0198803659,91.8343476373,38.1856125685,2,21
Japan,0.0191766362,138.1147022354,41.5586631411,2,22
Japan,0.0196776612,138.4541158904,46.6363259568,2,23
Japan,0.0181784108,123.5221479771,44.3803707769,3,0
Japan,0.0159151194,176.590438333,43.8568800242,3,1
Japan,0.0129310345,112.4560535496,45.5629502587,3,2
Japan,0.0109026369,159.9539741306,59.5490664739,3,3
Japan,0.0107758621,113.2431699562,32.2984063673,3,4
Japan,0.0101880878,146.8497866007,42.2515154761,3,5
Japan,0.0103448276,82.0628187532,36.5268478737,3,6
Japan,0.0121228448,77.0349892836,32.4070286903,3,7
Japan,0.0150309461,65.6582642547,24.8929931781,3,8
Japan,0.0189655172,91.4011432146,21.8721376492,3,9
Japan,0.0212878255,107.60885086,30.0904494225,3,10
Japan,0.0235749472,128.2639655176,36.6112036055,3,11
Japan,0.022695285,97.1167644103,32.8438582423,3,12
Japan,0.0201760822,118.2053233108,40.6520424607,3,13
Japan,0.0210344828,114.9124240948,38.1381047524,3,14
Japan,0.0207910751,106.8278747705,33.7351007303,3,15
Japan,0.020802099,149.6396085915,40.7518733303,3,16
Japan,0.0198650675,142.0587422284,39.0593364082,3,17
Japan,0.0193965517,125.9671986079,43.691563675,3,18
Japan,0.0180076628,86.8772233354,38.6685442258,3,19
Japan,0.0176245211,79.2015900012,49.8790113956,3,20
Japan,0.0193965517,113.7047468919,45.3509624035,3,21
Japan,0.0223771093,144.6818100996,39.1914258457,3,22
Japan,0.0193965517,147.5164704593,40.2395866446,3,23
Japan,0.0162617555,121.5226796743,38.3597487433,4,0
Japan,0.0129310345,106.1959694586,58.5437229861,4,1
Japan,0.0113636364,122.7733322166,63.1660429137,4,2
Japan,0.0108453838,139.44423878,47.1897824801,4,3
Japan,0.0098978289,184.5803515198,54.4433694078,4,4
Japan,0.0104166667,195.9727402016,43.990936458,4,5
Japan,0.0104947526,112.5541468434,33.1241872441,4,6
Japan,0.0108556833,52.0057779446,24.0435661152,4,7
Japan,0.0158802178,56.6754408321,17.9441163437,4,8
Japan,0.0191570881,83.4340445068,21.7113447546,4,9
Japan,0.0231034483,106.7157431153,28.6058752316,4,10
Japan,0.0255240027,142.9694635553,31.0503384368,4,11
Japan,0.0226504395,157.7030734145,40.2886963308,4,12
Japan,0.0232758621,138.4277714064,36.273425073,4,13
Japan,0.0238336714,137.607441206,39.5270081149,4,14
Japan,0.0251724138,117.0831636537,38.8950348363,4,15
Japan,0.0232758621,117.8079904567,37.6979392919,4,16
Japan,0.0174173118,114.7336674983,34.1900258104,4,17
Japan,0.0155993432,108.3425825421,40.3333343787,4,18
Japan,0.0153940887,53.1393078137,41.146015303,4,19
Japan,0.0145730706,69.7635720404,38.9826099588,4,20
Japan,0.0161169415,87.0946806998,54.5935262875,4,21
Japan,0.0174287856,126.8454796951,55.9488917295,4,22
Japan,0.0188087774,136.9166599475,49.2184537257,4,23
Japan,0.0150862069,132.8894703394,52.1767672087,5,0
Japan,0.0148099027,155.7097202296,45.5205175254,5,1
Japan,0.0126616379,107.4472712445,37.0512539823,5,2
Japan,0.0120689655,121.543541736,39.8671072296,5,3
Japan,0.0104166667,202.490509768,40.4538324176,5,4
Japan,0.0110837438,154.1265677224,40.7113945786,5,5
Japan,0.0101419878,122.7807485963,33.0548019689,5,6
Japan,0.0100574713,120.6467821339,27.89466971,5,7
Japan,0.0101419878,61.3012364321,29.5952271534,5,8
Japan,0.0131034483,55.6588085736,18.1424138992,5,9
Japan,0.0131845842,88.386401263,31.1223626045,5,10
Japan,0.0131704981,101.7758037189,36.4933331079,5,11
Japan,0.0136494253,100.4571897909,30.6362512754,5,12
Japan,0.0114942529,83.2837727443,39.8548580337,5,13
Japan,0.0125815471,93.5156937737,49.9177234242,5,14
Japan,0.0134566863,102.4914179388,46.3326396557,5,15
Japan,0.0144396552,120.9189461183,60.2229508251,5,16
Japan,0.0128259041,113.2635567677,51.2735102355,5,17
Japan,0.0126156434,139.3573264803,56.2351930058,5,18
Japan,0.0134099617,93.8707120471,47.9187416435,5,19
Japan,0.0149285114,93.2606504881,50.7824668947,5,20
Japan,0.0150309461,115.9073829775,66.632472039,5,21
Japan,0.0149285114,130.9067734246,63.1091924697,5,22
Japan,0.014292196,102.3233592668,55.4711064264,5,23
Japan,0.0129310345,97.9436061863,55.0624468272,6,0
Japan,0.0113300493,136.2182225711,67.3916727717,6,1
Japan,0.0124521073,111.1348047099,71.3827554942,6,2
Japan,0.0105363985,104.4549369748,98.0436391223,6,3
Japan,0.0092838196,77.8711640212,105.3822954823,6,4
Japan,0.0086206897,170.6244047619,76.0529761905,6,5
Japan,0.0086206897,129.8414502165,43.525974026,6,6
Japan,0.0092364532,78.4876190476,22.6757142857,6,7
Japan,0.0105363985,88.8226880607,27.8954336324,6,8
Japan,0.0110837438,128.3251168979,32.1287715481,6,9
Japan,0.0107105538,72.9168924562,39.4195938353,6,10
Japan,0.0113430127,88.837233458,38.9620395686,6,11
Japan,0.0136262514,69.0794208024,42.3238871496,6,12
Japan,0.0144523327,99.2560813052,41.6289074454,6,13
Japan,0.0142124884,85.0011276278,39.7346893498,6,14
Japan,0.0130541872,120.6349453084,53.1133910668,6,15
Japan,0.0146072797,122.5285627944,50.2650868459,6,16
Japan,0.0143678161,109.377096612,50.4448122297,6,17
Japan,0.0136494253,101.6576459074,45.3235876415,6,18
Japan,0.015270936,105.7686782297,28.3402204629,6,19
Japan,0.015694076,117.3039746441,38.0673098873,6,20
Japan,0.0154780564,128.7292274832,36.4313198909,6,21
Japan,0.0180824222,120.7676638545,52.1526536159,6,22
Japan,0.0172413793,149.1991588067,51.2924734148,6,23
Kenya,0.0186692869,113.1298126815,47.2129994487,0,0
Kenya,0.0126895003,123.5340378229,46.676780504,0,1
Kenya,0.0080572712,135.8877980602,44.8383600036,0,2
Kenya,0.0060145985,121.6542308087,45.8082066321,0,3
Kenya,0.0038832117,126.6210192843,37.4652165848,0,4
Kenya,0.0043211679,105.4747014813,33.5820125163,0,5
Kenya,0.0066695291,107.7018707326,37.5041891917,0,6
Kenya,0.0103312746,118.3790246227,35.1221347003,0,7
Kenya,0.0158899495,107.558700059,35.9458813417,0,8
Kenya,0.0215889949,115.4456259325,37.3997548406,0,9
Kenya,0.026445817,118.1587808806,38.7728989834,0,10
Kenya,0.0285233015,132.0029262624,42.0820496442,0,11
Kenya,0.0298147108,133.4896815583,41.4671550841,0,12
Kenya,0.0287198203,127.8980860294,40.0908028185,0,13
Kenya,0.0302358226,127.6703017105,41.0560803392,0,14
Kenya,0.0304884896,141.7633415342,42.3023180654,0,15
Kenya,0.0310218978,147.0693698509,345.4307668283,0,16
Kenya,0.0286075239,153.1518657716,43.3117817746,0,17
Kenya,0.027681078,139.2059222089,42.7238991907,0,18
Kenya,0.0274003369,135.9267937931,39.627209923,0,19
Kenya,0.0286917462,132.0567476912,40.0422056166,0,20
Kenya,0.0285233015,125.2430819874,42.1945824932,0,21
Kenya,0.0287478944,144.5980277859,45.50376548,0,22
Kenya,0.0257720382,137.9842602205,49.25367787,0,23
Kenya,0.0192588433,149.1365776687,52.8795598726,1,0
Kenya,0.0131667602,154.1912180888,48.1487980463,1,1
Kenya,0.0083099382,175.4237252732,42.6523053441,1,2
Kenya,0.0063260341,144.6006579128,33.284821796,1,3
Kenya,0.0055586749,155.0269134505,27.867969787,1,4
Kenya,0.0060920831,163.7416410246,28.6986924367,1,5
Kenya,0.0092083099,114.7471022163,24.6436429583,1,6
Kenya,0.0133352049,129.6250891648,28.4331001265,1,7
Kenya,0.0203537339,120.8246038734,30.5315660427,1,8
Kenya,0.0269230769,123.087994354,35.3052914466,1,9
Kenya,0.0329590118,124.8619189777,38.0815640805,1,10
Kenya,0.0359348681,129.1804896543,40.8949840803,1,11
Kenya,0.0370578327,134.4061579163,40.777490465,1,12
Kenya,0.0340258282,135.1595166281,39.3131346094,1,13
Kenya,0.0357383492,126.3415173347,36.9223258449,1,14
Kenya,0.037619315,135.2211924599,40.34337716,1,15
Kenya,0.0377877597,142.5290009281,41.4515519043,1,16
Kenya,0.0352330152,141.9230961907,42.2209174649,1,17
Kenya,0.0323694554,133.1550341719,41.2186969149,1,18
Kenya,0.0302358226,126.0262239428,38.8655552662,1,19
Kenya,0.0314991578,128.8948841651,38.3450172085,1,20
Kenya,0.0320044919,123.5826954044,41.7754406468,1,21
Kenya,0.0311341943,126.7813351408,47.5447115978,1,22
Kenya,0.0277372263,134.3508354924,50.3806257716,1,23
Kenya,0.0209713644,136.3129679394,53.9049965871,2,0
Kenya,0.0156092083,138.1619418541,49.0831896321,2,1
Kenya,0.0101628299,163.2700451249,45.7611854552,2,2
Kenya,0.0073273442,179.7026620888,35.8253259084,2,3
Kenya,0.006541269,143.0361595778,29.1619988558,2,4
Kenya,0.0067097136,143.0696032088,29.9712242013,2,5
Kenya,0.0090117911,114.9537801811,25.5516249263,2,6
Kenya,0.0138966873,119.6664896912,27.1913444211,2,7
Kenya,0.0214486244,117.8952891834,34.3973608306,2,8
Kenya,0.0292813026,107.1311003786,34.7325481677,2,9
Kenya,0.0347276811,126.5582731268,36.663215356,2,10
Kenya,0.0367770915,133.0351609324,39.5229256813,2,11
Kenya,0.0361875351,132.7106441162,40.7363893595,2,12
Kenya,0.0342504211,126.4867797326,40.16397039,2,13
Kenya,0.0348119034,126.6051212193,39.4775772653,2,14
Kenya,0.0357664234,132.8339767321,39.6134802742,2,15
Kenya,0.0350926446,140.8818520799,40.6028324702,2,16
Kenya,0.0334362718,139.3379161429,40.9165088699,2,17
Kenya,0.0322010107,136.6123007581,38.6189784502,2,18
Kenya,0.0316676025,131.4651428734,37.161454347,2,19
Kenya,0.0325659742,131.7098870734,38.1953186756,2,20
Kenya,0.0329028636,124.2436062775,39.7445480119,2,21
Kenya,0.0326782706,125.1973307805,42.7955889439,2,22
Kenya,0.0294497473,133.1263261568,47.7027761736,2,23
Kenya,0.0227119596,127.3596472177,49.8742002471,3,0
Kenya,0.0158618754,130.0782767372,43.6484820306,3,1
Kenya,0.011173498,152.6342301804,38.6576228515,3,2
Kenya,0.0083583798,159.5075000898,32.382942437,3,3
Kenya,0.0065085158,164.6748453873,29.4156881746,3,4
Kenya,0.0065131948,174.1184205318,26.2386978951,3,5
Kenya,0.0097697923,106.8318977483,26.6238741727,3,6
Kenya,0.0144581696,125.5330093447,30.0184222845,3,7
Kenya,0.0219820326,114.3128303591,32.5443015353,3,8
Kenya,0.0295901179,116.5760520403,35.1680277365,3,9
Kenya,0.0365524986,126.2461392566,38.700521387,3,10
Kenya,0.0392756878,138.3623256393,41.3045612345,3,11
Kenya,0.0403986524,136.4956213278,76.6968551622,3,12
Kenya,0.038349242,133.002552344,40.4863424374,3,13
Kenya,0.0402302077,129.1484226878,39.4879975398,3,14
Kenya,0.0399494666,128.0231855272,41.2071199254,3,15
Kenya,0.0383773161,133.5430588868,41.937314885,3,16
Kenya,0.0356541269,138.1125519334,43.0056868582,3,17
Kenya,0.0342504211,128.503490723,38.8750903812,3,18
Kenya,0.0339977541,124.2257755831,40.6130450812,3,19
Kenya,0.034952274,119.9069491267,37.6459429452,3,20
Kenya,0.0367490174,111.7604626515,38.9132368806,3,21
Kenya,0.0365805727,124.35734968,43.05772949,3,22
Kenya,0.0311061202,127.3166953211,47.1513053736,3,23
Kenya,0.0232453678,139.9748460879,51.2309332685,4,0
Kenya,0.0164233577,132.6920892236,49.3640752421,4,1
Kenya,0.0104154969,146.0301598163,40.9065734728,4,2
Kenya,0.008558752,167.4156581866,28.8500552451,4,3
Kenya,0.0070702734,163.8377259824,29.6870863473,4,4
Kenya,0.0077000143,152.7024628863,28.8828049961,4,5
Kenya,0.0106120157,121.3447664095,25.7458416634,4,6
Kenya,0.0160583942,108.5092160177,29.0944540011,4,7
Kenya,0.0226838855,109.7449604882,29.534451062,4,8
Kenya,0.0298989332,112.6080039547,34.5056644842,4,9
Kenya,0.0363559798,125.7029120592,37.4952768691,4,10
Kenya,0.0394441325,122.9860896871,39.4396534828,4,11
Kenya,0.0395845031,127.7402298257,39.0917188069,4,12
Kenya,0.0372824256,124.2373805933,38.9142831318,4,13
Kenya,0.0367490174,125.395969136,38.7821215388,4,14
Kenya,0.0370297586,138.1137150926,40.1955261293,4,15
Kenya,0.0356260528,135.0315601713,39.313922354,4,16
Kenya,0.0334643459,135.2000561979,39.3363948248,4,17
Kenya,0.0318921954,125.8621938124,38.4571941268,4,18
Kenya,0.0299831555,115.7838039033,39.3572998301,4,19
Kenya,0.030572712,114.7389812099,38.7929591093,4,20
Kenya,0.0297866367,111.7792400565,41.2385579838,4,21
Kenya,0.0303761931,117.4837515307,42.9426974991,4,22
Kenya,0.0274845592,128.2486082611,49.1405491255,4,23
Kenya,0.0201291409,138.2603081467,49.9562390304,5,0
Kenya,0.0144300955,148.4360879911,46.7442423422,5,1
Kenya,0.0097697923,152.8656650328,40.145902468,5,2
Kenya,0.0072431218,127.4698085774,34.1632425318,5,3
Kenya,0.0062401603,139.9364186067,27.612751374,5,4
Kenya,0.0063260341,131.5822155906,29.6829883615,5,5
Kenya,0.0082082358,100.6555160038,25.2347586116,5,6
Kenya,0.0109626773,115.7764914776,30.9844634698,5,7
Kenya,0.016444016,114.5004283471,31.1734428265,5,8
Kenya,0.0219804435,111.885571132,33.3664320106,5,9
Kenya,0.0260570169,112.3021327704,38.5295743561,5,10
Kenya,0.0291970803,121.2322318425,37.8028621998,5,11
Kenya,0.0306293899,125.471493548,38.1381894139,5,12
Kenya,0.0301886792,111.0596045956,36.1496398717,5,13
Kenya,0.0301886792,116.6032856891,38.0736830723,5,14
Kenya,0.029775513,122.8928339728,41.2704444478,5,15
Kenya,0.0293623468,121.6786789278,42.5871882225,5,16
Kenya,0.0278749484,121.0128576649,43.9547083692,5,17
Kenya,0.0274342377,129.5372314509,42.3505280008,5,18
Kenya,0.0272138824,114.7918647668,39.6206544269,5,19
Kenya,0.0280402148,111.4790042556,38.060343702,5,20
Kenya,0.0283432034,107.3369878159,35.1380141656,5,21
Kenya,0.0277096819,110.9600775791,39.8347725536,5,22
Kenya,0.0248450627,117.6626915947,44.131454782,5,23
Kenya,0.0185373915,123.433269081,46.0515462937,6,0
Kenya,0.0134967635,121.6017098349,39.5582451591,6,1
Kenya,0.0095579121,113.1541361777,34.2606794706,6,2
Kenya,0.0071064592,134.2380907198,25.9917294246,6,3
Kenya,0.0063649635,141.9808338346,25.6478921368,6,4
Kenya,0.0071275225,110.1075963708,28.6069394275,6,5
Kenya,0.0085626053,99.4441666425,26.7968602638,6,6
Kenya,0.012380685,126.8232531324,23.4436993537,6,7
Kenya,0.0159741718,123.0667756587,27.2032950282,6,8
Kenya,0.0189500281,116.5393485059,28.253280607,6,9
Kenya,0.0220101067,116.9858302071,30.5972286437,6,10
Kenya,0.0233295901,127.5937255583,32.6943578056,6,11
Kenya,0.0245929253,126.2350971617,33.7912991893,6,12
Kenya,0.0253228523,117.2872164043,32.4532828947,6,13
Kenya,0.0256035935,116.9769550651,36.2096063506,6,14
Kenya,0.0264177428,120.9013827322,35.822149062,6,15
Kenya,0.0265581134,117.7528466914,40.9475421008,6,16
Kenya,0.0271195957,120.2293380913,42.3324378697,6,17
Kenya,0.0267546322,111.5219387811,41.6251449956,6,18
Kenya,0.0278775969,102.8119450186,39.5064090451,6,19
Kenya,0.0293093768,108.423361419,41.1834836608,6,20
Kenya,0.0309657496,109.3172676118,37.3526724405,6,21
Kenya,0.0309096013,109.6482726348,41.4056366986,6,22
Kenya,0.0264738911,121.8772108888,46.0641390868,6,23
Lebanon,0.0292307692,97.4156073236,37.0659515637,0,0
Lebanon,0.0235042735,84.4503595333,34.6493504546,0,1
Lebanon,0.0260989011,52.7872294372,32.7874524465,0,2
Lebanon,0.0206043956,73.3825156325,30.9390812891,0,3
Lebanon,0.0212550607,42.1083982684,17.5204978355,0,4
Lebanon,0.02090301,77.9310044893,19.8043871252,0,5
Lebanon,0.0198717949,56.0375396825,20.2255396825,0,6
Lebanon,0.0240384615,48.8527850826,16.5210044041,0,7
Lebanon,0.0336538462,96.1132686625,28.1925860445,0,8
Lebanon,0.047008547,104.196567143,32.841727363,0,9
Lebanon,0.0572831424,101.5413800116,36.6549946679,0,10
Lebanon,0.0660535117,96.7572769486,39.3294134742,0,11
Lebanon,0.0669070513,105.4152620526,34.7302764412,0,12
Lebanon,0.0761381476,88.4589375145,37.673687022,0,13
Lebanon,0.0752864157,99.6854272641,39.9193834068,0,14
Lebanon,0.0719230769,80.9583144943,36.1847334924,0,15
Lebanon,0.0661538462,89.2204535601,40.0802462381,0,16
Lebanon,0.0626923077,98.4483081099,43.6988147942,0,17
Lebanon,0.0545525903,97.816920728,40.4249147142,0,18
Lebanon,0.0428685897,99.5190467642,42.2586058567,0,19
Lebanon,0.0443143813,76.0370692615,33.577541665,0,20
Lebanon,0.0396890344,100.4162020821,36.465355671,0,21
Lebanon,0.041025641,92.1148130828,38.1211739094,0,22
Lebanon,0.038003663,78.6225406806,34.6660575196,0,23
Lebanon,0.0345022624,96.5999708855,39.4283713796,1,0
Lebanon,0.03,92.1077543973,35.4385735766,1,1
Lebanon,0.0284615385,89.4302056277,22.5873845599,1,2
Lebanon,0.024408284,59.6034609399,26.4079116091,1,3
Lebanon,0.0264423077,51.2166202543,17.6922282558,1,4
Lebanon,0.0238461538,49.325030525,14.7023656899,1,5
Lebanon,0.0248138958,49.7532571429,14.2075279942,1,6
Lebanon,0.0272952854,43.3540227776,14.7342083328,1,7
Lebanon,0.04048583,48.8888652743,20.5206025168,1,8
Lebanon,0.0611439842,67.4918999739,31.5369645797,1,9
Lebanon,0.0645032051,85.7126269746,38.3172345648,1,10
Lebanon,0.0676923077,114.0068900567,38.7968539814,1,11
Lebanon,0.0782051282,103.0005479242,38.6188179787,1,12
Lebanon,0.07239819,109.1008819392,36.4597676415,1,13
Lebanon,0.0708898944,118.4158076319,41.6946740177,1,14
Lebanon,0.0738461538,87.3067506426,32.4647917855,1,15
Lebanon,0.0745682889,99.9345916502,38.0810300236,1,16
Lebanon,0.0674962293,114.547460642,39.2270255962,1,17
Lebanon,0.0576923077,91.8743232498,34.5523833523,1,18
Lebanon,0.045,96.8345868104,30.8522600871,1,19
Lebanon,0.0505852843,112.32625133,39.7972578837,1,20
Lebanon,0.0488461538,89.6533038433,38.2128673303,1,21
Lebanon,0.0433715221,119.3608596826,45.9902251446,1,22
Lebanon,0.0423076923,94.2007656799,41.4196336077,1,23
Lebanon,0.0301455301,95.6373986931,41.3299079224,2,0
Lebanon,0.0285145889,113.8793403662,39.3213353776,2,1
Lebanon,0.0216346154,59.149920596,29.1665416942,2,2
Lebanon,0.0240384615,76.2482049201,18.7248839702,2,3
Lebanon,0.0248397436,40.5795541954,12.7272389764,2,4
Lebanon,0.025147929,50.528978799,13.9480830401,2,5
Lebanon,0.0234375,87.3446640046,20.0470337613,2,6
Lebanon,0.0241758242,60.2260864533,13.8759769105,2,7
Lebanon,0.0356472795,63.0950049079,18.3057330657,2,8
Lebanon,0.055506993,81.7204448794,36.6039343218,2,9
Lebanon,0.0624018838,110.6371928832,40.2820039236,2,10
Lebanon,0.0693108974,122.1162099731,39.8885896698,2,11
Lebanon,0.0714285714,106.0568780609,37.5108243268,2,12
