country,activeworkers,keystrokes ,mouseevents,dayoftheweek,hour
Bulgaria,0.0415150728,141.0026674125,54.9569516947,0,10
Bulgaria,0.0474272349,156.2876081925,61.1234509233,0,11
Bulgaria,0.0508705821,154.1320437533,60.9377684004,0,12
Bulgaria,0.0548336798,157.4834867959,63.4966640905,0,13
Bulgaria,0.0586668399,149.01176465,62.6470519512,0,14
Bulgaria,0.061785343,162.9774194557,64.6487425657,0,15
Bulgaria,0.063539501,177.5804794791,64.8715181608,0,16
Bulgaria,0.0632796258,181.0656227691,64.3142857893,0,17
Bulgaria,0.0529495842,185.8513586639,63.6271667828,0,18
Bulgaria,0.0493113306,174.2102918295,58.2186736781,0,19
Bulgaria,0.049506237,169.3595220767,59.0051816581,0,20
Bulgaria,0.049506237,171.7043080145,68.2545576661,0,21
Bulgaria,0.0489215177,163.7048829993,68.3182829178,0,22
Bulgaria,0.0409953222,161.3232259715,70.8530985665,0,23
Bulgaria,0.0296907484,159.5647070755,72.4877324201,1,0
Bulgaria,0.021764553,149.3494507028,65.4108946622,1,1
Bulgaria,0.0139772125,157.3976828827,58.9427540206,1,2
Bulgaria,0.0088412881,151.5159230486,45.9508345914,1,3
Bulgaria,0.0062192875,215.7609480718,60.5145059961,1,4
Bulgaria,0.007294226,200.6024015309,32.3610274163,1,5
Bulgaria,0.0115540541,134.6584184362,25.0987053885,1,6
Bulgaria,0.0169568607,107.9610497773,29.5763313268,1,7
Bulgaria,0.0266372141,91.2260608881,45.9033553631,1,8
Bulgaria,0.0376819127,108.8663552175,48.9626158641,1,9
Bulgaria,0.0476221414,139.1322899796,58.2884390036,1,10
Bulgaria,0.0534043659,142.2488448224,61.4899522963,1,11
Bulgaria,0.0557432432,135.515368845,58.0980195247,1,12
Bulgaria,0.059706341,149.7888651659,62.4411805645,1,13
Bulgaria,0.0639293139,153.5886967948,64.7250016092,1,14
Bulgaria,0.0673726611,166.8972687277,66.3548338102,1,15
Bulgaria,0.0681522869,189.4251717147,67.0253797663,1,16
Bulgaria,0.0650987526,181.3682116748,69.3888407872,1,17
Bulgaria,0.0578222453,177.4254928166,69.4180035911,1,18
Bulgaria,0.0533393971,168.178005816,63.661778931,1,19
Bulgaria,0.0524298337,160.3305327323,63.3029182997,1,20
Bulgaria,0.0545738046,164.025612706,69.7350682063,1,21
Bulgaria,0.0529495842,147.3640273489,70.7284015803,1,22
Bulgaria,0.0445036383,150.2255891631,74.0569666588,1,23
Bulgaria,0.0318347193,150.5791854192,72.7186141392,2,0
Bulgaria,0.0226091476,155.7122452769,66.3582054333,2,1
Bulgaria,0.0152027027,177.1410407919,58.7174317192,2,2
Bulgaria,0.0119277441,183.0434405383,48.9172552117,2,3
Bulgaria,0.0083333333,198.7167643055,42.299588275,2,4
Bulgaria,0.0072204557,167.8904970218,33.4421860472,2,5
Bulgaria,0.011327504,112.1859932809,21.2575824022,2,6
Bulgaria,0.0164371102,69.455536936,26.4046873612,2,7
Bulgaria,0.0260524948,83.1924189202,38.9420756724,2,8
Bulgaria,0.0394360707,109.9584321158,48.4690157238,2,9
Bulgaria,0.0474272349,147.8665168596,57.7212148173,2,10
Bulgaria,0.0508056133,143.5449989594,60.1559387225,2,11
Bulgaria,0.0585369023,151.6121439701,60.6556225145,2,12
Bulgaria,0.0625649688,147.6059455881,63.0680715009,2,13
Bulgaria,0.0658783784,150.5280334562,65.7413953999,2,14
Bulgaria,0.0691268191,164.9664119925,65.6549997503,2,15
Bulgaria,0.0698414761,172.6888039982,66.9535469664,2,16
Bulgaria,0.0657484407,177.2343006785,65.4497582357,2,17
Bulgaria,0.0565878378,158.5949227267,66.643090869,2,18
Bulgaria,0.0539890852,164.3915527836,65.7120052643,2,19
Bulgaria,0.0545088358,160.9893893124,63.982302281,2,20
Bulgaria,0.055483368,156.1133985872,68.8728718778,2,21
Bulgaria,0.0517151767,157.0310286612,68.4255539157,2,22
Bulgaria,0.0450233888,148.883487863,72.0879439807,2,23
Bulgaria,0.033718815,159.6208458877,74.5958131335,3,0
Bulgaria,0.0248830561,154.5925873357,71.7524386448,3,1
Bulgaria,0.0166320166,155.4669705494,65.550776356,3,2
Bulgaria,0.0105488141,179.505004568,59.8010438424,3,3
Bulgaria,0.0071704357,189.350819841,54.2632518553,3,4
Bulgaria,0.0079318449,164.465596627,33.2814472331,3,5
Bulgaria,0.0116891892,125.4873293932,24.883276419,3,6
Bulgaria,0.017216736,91.0841324544,32.2181507534,3,7
Bulgaria,0.0283913721,96.6641461278,43.2504733793,3,8
Bulgaria,0.0397609148,121.9955663287,52.7468954984,3,9
Bulgaria,0.0504807692,145.7536854169,61.9231215321,3,10
Bulgaria,0.0548986486,139.7757588763,65.3309713306,3,11
Bulgaria,0.0600961538,142.7358298717,65.4793737216,3,12
Bulgaria,0.0636694387,146.5961970771,64.3175718561,3,13
Bulgaria,0.0657484407,157.7902261797,67.4437092128,3,14
Bulgaria,0.0698414761,176.4615631352,67.7991255479,3,15
Bulgaria,0.0687370062,183.3483222,71.2306312993,3,16
Bulgaria,0.0628898129,185.8145574833,71.7131140141,3,17
Bulgaria,0.0578872141,181.5087404453,70.0716909481,3,18
Bulgaria,0.0521049896,174.8200367311,67.5205968256,3,19
Bulgaria,0.0517151767,160.0821144118,65.5871437111,3,20
Bulgaria,0.0538591476,163.0349724493,69.47065799,3,21
Bulgaria,0.0513903326,163.1394103971,76.4485498125,3,22
Bulgaria,0.0410602911,143.1411186435,72.9910606581,3,23
Bulgaria,0.0321595634,138.5868638241,67.1217414042,4,0
Bulgaria,0.0243633056,133.3180942163,70.2276889639,4,1
Bulgaria,0.0173555909,128.75637559,69.7526879763,4,2
Bulgaria,0.0110314396,140.9685958091,58.928719373,4,3
Bulgaria,0.0075151682,112.6202488249,43.211352107,4,4
Bulgaria,0.0079927488,83.9291794437,34.7716404437,4,5
Bulgaria,0.0112837838,89.653369737,26.2046504276,4,6
Bulgaria,0.0163721414,85.6758788026,30.188038344,4,7
Bulgaria,0.0272869023,90.61945411,38.1776506239,4,8
Bulgaria,0.035797817,124.4064149791,47.7862604919,4,9
Bulgaria,0.0454781705,133.8798314557,56.3555352289,4,10
Bulgaria,0.050220894,136.7847591609,60.6305892486,4,11
Bulgaria,0.0551585239,146.6937078526,61.4383528428,4,12
Bulgaria,0.0581470894,139.9034063039,63.0648523048,4,13
Bulgaria,0.0604859667,154.5002464169,64.4316046208,4,14
Bulgaria,0.0636694387,158.7438588237,63.8447100054,4,15
Bulgaria,0.0622401247,171.9430545009,65.626428072,4,16
Bulgaria,0.0583419958,175.4140344477,63.8329173625,4,17
Bulgaria,0.051260395,173.9833179511,70.3441567817,4,18
Bulgaria,0.0433341996,151.8356799126,62.1721169615,4,19
Bulgaria,0.0417099792,141.5906907811,61.4300251263,4,20
Bulgaria,0.038981289,144.7894070133,67.7199972315,4,21
Bulgaria,0.0361226611,148.7267605456,70.4550811055,4,22
Bulgaria,0.0302754678,156.482940626,66.2778073894,4,23
Bulgaria,0.0238435551,147.425440927,68.2563091045,5,0
Bulgaria,0.0184511435,143.1522619069,65.933001943,5,1
Bulgaria,0.0129173291,158.5121271557,55.5233973411,5,2
Bulgaria,0.0099239865,116.4898216032,41.1795558152,5,3
Bulgaria,0.0077220077,143.4339184642,48.3870300897,5,4
Bulgaria,0.0068433818,100.7446699195,32.2793333874,5,5
Bulgaria,0.0065456081,66.8006245832,20.0377143033,5,6
Bulgaria,0.0099282956,90.7501264975,35.1730052808,5,7
Bulgaria,0.0135784823,82.714595527,45.5638298531,5,8
Bulgaria,0.0170831209,94.0355512267,51.0241577544,5,9
Bulgaria,0.0224375319,134.6673197123,57.4328081163,5,10
Bulgaria,0.0279194289,138.1729594689,62.9914784656,5,11
Bulgaria,0.0312978072,128.2830753223,69.3351983226,5,12
Bulgaria,0.0337837838,125.2156075089,66.9392294214,5,13
Bulgaria,0.0355048445,129.0517725492,67.2848866798,5,14
Bulgaria,0.0358873024,144.0953264828,72.9806783671,5,15
Bulgaria,0.0367159612,143.0342133301,69.4477307009,5,16
Bulgaria,0.0367159612,145.1698619263,71.6459501434,5,17
Bulgaria,0.0332738399,130.7564417809,73.330803587,5,18
Bulgaria,0.0310428353,121.6949418784,63.0130242623,5,19
Bulgaria,0.0293855176,116.209199931,68.5131895511,5,20
Bulgaria,0.0285568587,111.6112894876,70.9624792457,5,21
Bulgaria,0.0268995411,136.900540414,75.9114310429,5,22
Bulgaria,0.0229474758,139.1746831035,74.21605391,5,23
Bulgaria,0.0190358628,131.2488254334,71.8018232918,6,0
Bulgaria,0.0138383576,116.6846496538,69.7495227849,6,1
Bulgaria,0.0105988341,124.4468467873,57.4227124669,6,2
Bulgaria,0.0084084084,111.9580269885,54.5241685197,6,3
Bulgaria,0.0068433818,115.4430722421,46.4096141827,6,4
Bulgaria,0.0063236313,146.0571146393,40.9904803392,6,5
Bulgaria,0.0070863546,98.5815914333,34.1801434259,6,6
Bulgaria,0.0095475911,121.3583302307,32.4607847985,6,7
Bulgaria,0.010472973,121.5746960738,47.4633108955,6,8
Bulgaria,0.0151033386,105.441151749,60.6310487182,6,9
Bulgaria,0.0214397089,125.5572014119,60.4239811146,6,10
Bulgaria,0.0270919958,142.1844544656,70.3103174402,6,11
Bulgaria,0.0307952183,159.0940190147,71.3819378082,6,12
Bulgaria,0.0324194387,137.8688883183,68.2597333921,6,13
Bulgaria,0.0334589397,148.2068064912,74.0789301608,6,14
Bulgaria,0.0358627859,153.5660618393,71.4344846738,6,15
Bulgaria,0.0366424116,156.5237957122,70.0381313129,6,16
Bulgaria,0.0390462578,156.2642996388,70.5401394258,6,17
Bulgaria,0.0368373181,145.940042622,71.601419975,6,18
Bulgaria,0.0364475052,133.5661172977,67.4665766943,6,19
Bulgaria,0.0381366944,137.7876675455,67.4374311431,6,20
Bulgaria,0.0403456341,141.3813149902,72.7978310001,6,21
Bulgaria,0.0396959459,144.2533109442,74.4553498682,6,22
Bulgaria,0.035472973,143.1020867098,77.0652640196,6,23
Canada,0.0115252898,122.6061497014,48.2038359702,0,0
Canada,0.0110148841,121.4578442189,49.9113364849,0,1
Canada,0.0106691254,114.2627833461,52.0079647443,0,2
Canada,0.0106032666,113.8893130908,45.5742090232,0,3
Canada,0.0114429663,120.8219270872,41.5326237815,0,4
Canada,0.0133034773,116.1241407919,47.1150089432,0,5
Canada,0.0166622761,127.1528004987,46.4031211929,0,6
Canada,0.0239890674,133.050468916,43.5984085134,0,7
Canada,0.033933746,143.4641902582,41.0872409721,0,8
Canada,0.0419849842,153.1879579438,40.8487781338,0,9
Canada,0.0475006586,152.5030306639,42.6638852802,0,10
Canada,0.049558746,147.0449494781,45.3496626083,0,11
Canada,0.0504972339,146.7803949757,44.3058153305,0,12
Canada,0.0512381454,150.9009543626,44.3619208181,0,13
Canada,0.0491635933,149.9451159794,45.3858228259,0,14
Canada,0.0464633825,153.1711667822,46.0742764133,0,15
Canada,0.0413263962,149.8590947756,46.1377367553,0,16
Canada,0.0357777924,146.7192608017,46.0868029705,0,17
Canada,0.0309042413,156.6298341199,46.0848376846,0,18
Canada,0.0284674658,153.9062853161,45.5835826341,0,19
Canada,0.0269691781,166.8570564492,47.0772228974,0,20
Canada,0.0239890674,163.9729837517,47.7826633997,0,21
Canada,0.0205479452,152.4441656161,48.2904683524,0,22
Canada,0.0177160169,136.078192939,46.5251488548,0,23
Canada,0.0152792413,130.4503032985,51.0695165779,1,0
Canada,0.0136327713,121.2719892368,53.2400204619,1,1
Canada,0.0125954953,107.9667460872,48.8880894633,1,2
Canada,0.0129247893,108.2007211905,46.1490553146,1,3
Canada,0.013155295,113.6653905716,43.2292975237,1,4
Canada,0.0145218651,116.1224759159,45.0440221472,1,5
Canada,0.0191649104,109.4794930037,42.2838469952,1,6
Canada,0.0275454426,123.6549134362,41.2624841591,1,7
Canada,0.0375065859,140.5009407389,41.1234207209,1,8
Canada,0.0455248946,150.2463536423,43.1529384696,1,9
Canada,0.051205216,152.4084136242,44.8201782168,1,10
Canada,0.0543664384,150.5476803802,45.0553935262,1,11
Canada,0.055864726,148.4762524717,44.2004553413,1,12
Canada,0.0551896733,153.9510957834,45.6615740655,1,13
Canada,0.0525388567,147.9627497454,45.834819047,1,14
Canada,0.0493940991,147.1934721138,46.5266366549,1,15
Canada,0.044026607,151.4827189509,48.0070870352,1,16
Canada,0.0370455743,144.0302978898,48.6704295335,1,17
Canada,0.033061117,143.7691177586,45.0670527236,1,18
Canada,0.0291589831,140.2255781765,43.4776775457,1,19
Canada,0.0281546365,154.7585682386,45.8741307028,1,20
Canada,0.026096549,165.2842711698,49.8062207002,1,21
Canada,0.0226060327,163.3868598386,52.8752923546,1,22
Canada,0.0193624868,140.5075543848,46.4874130199,1,23
Canada,0.0163988409,140.9457219047,54.2854413897,2,0
Canada,0.0143901475,122.66145751,53.7491460306,2,1
Canada,0.0132046891,122.8829289868,47.973209792,2,2
Canada,0.0128918599,105.3930294616,43.2473672739,2,3
Canada,0.0133858008,111.1442068371,43.3952752391,2,4
Canada,0.0155756059,102.660965573,40.866263656,2,5
Canada,0.0201363277,112.3428454782,41.2024200525,2,6
Canada,0.0284345364,133.8795938085,40.4934742097,2,7
Canada,0.0381487092,143.0320017855,40.3424847034,2,8
Canada,0.0466444942,150.0445126886,41.6677750527,2,9
Canada,0.0521601686,159.3718070182,45.011347433,2,10
Canada,0.0553213909,157.6399557766,44.253923604,2,11
Canada,0.0555189673,155.9863705372,42.6820575476,2,12
Canada,0.0557988672,154.6961523778,43.4374663635,2,13
Canada,0.0536913857,153.4665409637,45.0946693734,2,14
Canada,0.0506948103,151.4236082581,46.6861473303,2,15
Canada,0.0451791359,157.966997326,46.8879284429,2,16
Canada,0.0371937566,146.8816390501,46.2252248341,2,17
Canada,0.0331269758,150.7271102012,44.3058722259,2,18
Canada,0.0306902002,165.0382124822,42.8773950908,2,19
Canada,0.0283522129,152.9240799486,43.780108349,2,20
Canada,0.0261624078,171.2585521624,47.2640152588,2,21
Canada,0.0237256322,169.3495321391,46.5683400895,2,22
Canada,0.0196423867,144.7108000013,50.2082870313,2,23
Canada,0.0163000527,135.6107353457,51.4423661535,3,0
Canada,0.0140773182,123.6354592043,52.757102448,3,1
Canada,0.0133528714,109.0669976173,47.0553123169,3,2
Canada,0.0131223656,105.7862481305,44.8983197426,3,3
Canada,0.013484589,113.6917512113,43.9187301969,3,4
Canada,0.0152627766,108.9194319104,43.2090656838,3,5
Canada,0.0193295574,117.6004135869,42.3096825724,3,6
Canada,0.0282040306,119.1870409592,37.5037958396,3,7
Canada,0.0373254742,134.8075769231,38.5171090479,3,8
Canada,0.0462328767,148.5819214399,40.3297445594,3,9
Canada,0.0512546101,150.821134635,43.370666678,3,10
Canada,0.0535432034,151.3316221852,43.4728699065,3,11
Canada,0.0549097734,146.2144523572,42.8789683628,3,12
Canada,0.0547780558,156.1525636914,43.2641425364,3,13
Canada,0.0526047155,151.0106167195,44.8797176157,3,14
Canada,0.048356823,145.9527602808,45.8450005041,3,15
Canada,0.0430881191,149.8366680403,45.494487668,3,16
Canada,0.0355637513,149.1598424152,45.8966294573,3,17
Canada,0.0310194942,140.761026548,42.6524234123,3,18
Canada,0.0284180717,133.3079656312,40.7335869098,3,19
Canada,0.0278747366,146.314107902,42.7787673469,3,20
Canada,0.0254214963,158.0369708982,43.5552713093,3,21
Canada,0.0215358272,139.6663631906,48.6632970918,3,22
Canada,0.0181605638,131.0264597346,50.0262709078,3,23
Canada,0.0150322708,127.4266213124,54.0911462706,4,0
Canada,0.0136327713,119.3711592034,48.4234000766,4,1
Canada,0.0133034773,115.5765431551,45.2074032039,4,2
Canada,0.0129577187,105.1426521757,40.1531999351,4,3
Canada,0.0132705479,110.225916122,40.7163693246,4,4
Canada,0.014637118,108.2915739882,42.1624302285,4,5
Canada,0.0190661222,105.1703792686,39.9033936003,4,6
Canada,0.0264587724,123.2889054175,38.8997751105,4,7
Canada,0.0355308219,134.2879692146,38.9646399843,4,8
Canada,0.0430222603,150.124352517,39.9699742321,4,9
Canada,0.0466115648,153.3308497361,42.6761643791,4,10
Canada,0.0487849052,147.8823498616,43.1431625161,4,11
Canada,0.0491306639,145.6003002582,43.3817857565,4,12
Canada,0.0483074289,148.874810025,43.4803225369,4,13
Canada,0.0464963119,140.6681058049,44.3590274474,4,14
Canada,0.0433186249,142.9479025315,44.4572192512,4,15
Canada,0.0369766089,149.5723557655,45.1539431132,4,16
Canada,0.0298365211,146.5453053427,45.8166578006,4,17
Canada,0.0249418454,143.0562592822,44.8945679511,4,18
Canada,0.0223733523,143.4316631201,44.1903053409,4,19
Canada,0.0204348669,143.0532546016,44.3780209995,4,20
Canada,0.0185933058,147.7031115787,48.092031187,4,21
Canada,0.0162186612,145.9955970307,47.8304232286,4,22
Canada,0.0137632463,134.8916047725,45.9003205768,4,23
Canada,0.0117278367,127.0360378282,47.9004363663,5,0
Canada,0.0097408891,128.0531240523,46.7303943555,5,1
Canada,0.00862626,126.5513956331,42.9041486286,5,2
Canada,0.0077539416,123.1927363662,40.9713222311,5,3
Canada,0.006833161,111.252840287,38.6400906898,5,4
Canada,0.0069300853,100.7535265316,37.1676632791,5,5
Canada,0.0083031791,109.6952676273,38.3088784483,5,6
Canada,0.0109039804,108.5509746016,36.1694220705,5,7
Canada,0.0145063324,104.3343569935,34.642739119,5,8
Canada,0.017591755,108.7474368072,37.3845279312,5,9
Canada,0.0199340915,130.8646009937,38.2198626054,5,10
Canada,0.0211133368,124.9071105991,38.3967579485,5,11
Canada,0.0222925821,124.3310089201,39.6976124912,5,12
Canada,0.021549496,129.6469278204,39.0690562246,5,13
Canada,0.0214364177,133.4673159364,41.8280071503,5,14
Canada,0.0209679504,136.976046893,42.6033757149,5,15
Canada,0.0193525459,131.782645697,43.7897678842,5,16
Canada,0.0180925304,134.4846165155,45.2664829763,5,17
Canada,0.0168002068,129.5169195003,43.8843960086,5,18
Canada,0.0168163608,148.0397598338,45.2975420541,5,19
Canada,0.0170903583,169.5403608939,48.5385856062,5,20
Canada,0.0153301887,175.7460081296,50.9732596553,5,21
Canada,0.0139126712,176.2999325389,51.037235145,5,22
Canada,0.0116309124,139.4009512499,49.368814363,5,23
Canada,0.0099117492,122.0808552045,48.0692112261,6,0
Canada,0.0081335616,111.3556258969,41.2764228897,6,1
Canada,0.0072773973,116.771272816,40.2865310121,6,2
Canada,0.0065694152,121.2600723212,41.9124488854,6,3
Canada,0.005812039,109.538068064,40.8594928258,6,4
Canada,0.0061248683,94.6678998036,38.642408254,6,5
Canada,0.0071786091,98.0087744877,36.812761605,6,6
Canada,0.009977608,99.6395594906,33.5503805529,6,7
Canada,0.0140443888,105.6631595412,35.015424461,6,8
Canada,0.0182099579,122.9179397932,37.9936493489,6,9
Canada,0.0208937039,127.6715434307,39.0457375584,6,10
Canada,0.0223919916,120.5819930785,37.874474107,6,11
Canada,0.0234786617,124.8489862965,38.0352474209,6,12
Canada,0.0240878556,141.5769275864,38.7507177495,6,13
Canada,0.0241043203,143.3567359324,41.6149325577,6,14
Canada,0.0240713909,143.9900247032,43.9438371973,6,15
Canada,0.0225731033,151.8528931396,44.4024391498,6,16
Canada,0.0215522919,150.1816952832,43.7970593302,6,17
Canada,0.0198070337,153.1750381868,43.2366733589,6,18
Canada,0.0179794521,158.8381345373,46.2593234683,6,19
Canada,0.0164976291,173.7634937165,49.0721195513,6,20
Canada,0.0148840885,185.0490369444,51.8675903032,6,21
Canada,0.0132705479,182.9637808362,51.2577996994,6,22
Canada,0.012282666,152.0833765288,44.8249263286,6,23
China,0.0196181516,169.6063935777,55.6199397059,0,0
China,0.0155783066,171.6163364784,45.8830055456,0,1
China,0.0123853858,165.7320756687,39.2208212184,0,2
China,0.0108201439,173.9845977322,33.940954895,0,3
China,0.0094388489,189.4248656291,32.6515477208,0,4
China,0.0089097952,172.5143391051,30.6234264026,0,5
China,0.009352518,148.5523834666,31.378819012,0,6
China,0.012257886,117.8074458837,29.94615493,0,7
China,0.0274488102,68.8600707711,32.4350061949,0,8
China,0.078223575,83.6240478033,44.9074462335,0,9
China,0.0944106253,123.4014261919,66.445227047,0,10
China,0.0977863863,126.9122071445,66.8617292585,0,11
China,0.0932761483,100.7309662234,49.9486206714,0,12
China,0.0950747095,111.2470235129,58.3732895418,0,13
China,0.1011621472,131.8165807354,70.6576367641,0,14
China,0.1051466519,139.4422767494,73.2640989594,0,15
China,0.1064748201,141.1103135009,75.7628100559,0,16
China,0.1033480908,143.2706232368,75.183040655,0,17
China,0.0866906475,124.9133747727,61.2835280832,0,18
China,0.0622855562,125.6487701248,53.4733350983,0,19
China,0.0600719424,132.3414300876,52.6042433264,0,20
China,0.0618151633,136.4614442255,58.109695411,0,21
China,0.0586884339,145.9775619788,60.3300031316,0,22
China,0.0494465966,146.4254134557,58.2884887686,0,23
China,0.0377144438,140.500207795,53.956588571,1,0
China,0.028057554,124.2382912923,45.870259921,1,1
China,0.022412839,128.7285708023,41.6194779252,1,2
China,0.0188433868,128.5027445243,36.977273636,1,3
China,0.0153569452,132.1441032424,33.6336550525,1,4
China,0.0138074156,118.9411515673,28.9267913229,1,5
China,0.0139180963,110.3615064591,27.2399958642,1,6
China,0.0188433868,101.258672179,30.7385720519,1,7
China,0.0394853348,94.2775186345,33.7929421543,1,8
China,0.092418373,97.1100734562,47.2568757524,1,9
China,0.1082457111,131.2841639831,67.026483539,1,10
China,0.11128943,132.9217669117,65.9429289253,1,11
China,0.1052019923,110.8098653287,48.8330054327,1,12
China,0.1078583287,115.9998592172,56.4610036094,1,13
China,0.1134753735,142.7213436663,70.7097985295,1,14
China,0.1185390149,145.1625502631,71.7828134036,1,15
China,0.1199225235,146.9430154564,73.7613794866,1,16
China,0.1158273381,144.7830006978,73.3222084564,1,17
China,0.0973436635,128.8497942597,59.9605271973,1,18
China,0.0719701162,137.8076549151,52.9190729275,1,19
China,0.0700332042,137.5020930881,55.0276308401,1,20
China,0.0734643055,128.4144286095,54.9279214169,1,21
China,0.0684560044,137.4916109377,57.6507997596,1,22
China,0.0563918096,144.7000626384,58.0577626082,1,23
China,0.0430824571,136.3168377689,53.5444550454,2,0
China,0.0318206973,140.0479787111,46.4510089102,2,1
China,0.0261483121,132.5547842434,39.9349087446,2,2
China,0.0212783619,133.2689670051,35.9739676283,2,3
China,0.0180132817,148.488706826,34.5842880871,2,4
China,0.0163530714,144.4713071366,33.8940838418,2,5
China,0.01613171,133.7533790616,33.0575043303,2,6
China,0.0205866076,112.797541379,32.1350828088,2,7
China,0.0434975097,93.7691953983,30.22087876,2,8
China,0.0950747095,96.9801139408,44.8978140132,2,9
China,0.1131986718,135.4684098193,65.7274046397,2,10
China,0.1144714997,132.7707800091,63.7751137727,2,11
China,0.1086054234,108.3449771439,47.0010732117,2,12
China,0.1109297178,118.4410774953,53.8023612216,2,13
China,0.1172938572,139.1925336674,67.0693822468,2,14
China,0.1224405091,142.9451590068,69.5964309155,2,15
China,0.1234919757,143.18181465,72.2437908103,2,16
China,0.1179302712,143.7552211618,71.8051794019,2,17
China,0.0997232983,130.4069194587,58.3379559206,2,18
China,0.072744881,134.5533800584,51.0471036117,2,19
China,0.0687880465,133.6499490478,51.9099654023,2,20
China,0.0706142778,135.5354540816,56.1253752864,2,21
China,0.0685666851,150.1018838048,60.0737001845,2,22
China,0.0578583287,153.5503369086,60.3040797747,2,23
China,0.0443276148,146.7787923662,51.5469195021,3,0
China,0.0336469286,151.0820316431,46.7188919866,3,1
China,0.0270337576,158.9381651135,44.4526620828,3,2
China,0.0223574986,152.9926571226,38.9547924028,3,3
China,0.0186496956,148.1795670597,33.4341119479,3,4
China,0.016934145,156.1514781013,29.8347352896,3,5
China,0.01613171,150.856950312,31.4704528848,3,6
China,0.0211676812,128.5571945694,34.0131039577,3,7
China,0.041449917,93.4700956433,34.681954621,3,8
China,0.096458218,94.8710026473,44.5718110445,3,9
China,0.1128389596,132.3477735315,64.3977853314,3,10
China,0.1157443276,133.4269018978,63.8971130517,3,11
China,0.1117044826,105.5519896468,46.7537765029,3,12
China,0.1136413946,114.7664414027,54.3315112141,3,13
China,0.1202545656,144.2085838962,68.5164394343,3,14
China,0.1235196458,145.9271721641,70.1540916394,3,15
China,0.12257886,149.1686541977,73.4053482466,3,16
China,0.1180409519,143.7042578575,71.8391662665,3,17
China,0.0958218041,127.5129858094,59.3186957503,3,18
China,0.0723021583,136.130406675,53.6860428154,3,19
China,0.0684836746,135.4426927498,53.6525165422,3,20
China,0.0695904815,140.7726854133,56.9510402618,3,21
China,0.067902601,140.9872471242,60.0470179586,3,22
China,0.0562257886,151.0344672856,61.1656516811,3,23
China,0.0436081904,143.9207622865,57.4577144295,4,0
China,0.0335362479,149.3822210269,52.4882945473,4,1
China,0.0261483121,147.9963725108,42.1125350336,4,2
China,0.021942446,141.6147063166,38.0515205755,4,3
China,0.0184283343,149.5188598868,33.6508541334,4,4
China,0.0173215274,160.3864735253,31.9870118704,4,5
China,0.0173491976,160.2708863176,30.4748446442,4,6
China,0.0226342003,129.9737073274,31.3790921283,4,7
China,0.0447149972,102.9289021186,34.24545913,4,8
China,0.095960155,101.6622802805,46.4077149324,4,9
China,0.1131433315,133.4432234143,64.993467773,4,10
China,0.1150525733,137.8304268485,64.0163940613,4,11
China,0.1073879358,108.0897561944,47.201884795,4,12
China,0.1084394023,113.2522782465,53.7189844714,4,13
China,0.1146375208,139.8697902993,67.9353902201,4,14
China,0.1176812396,142.3581523093,69.8863310034,4,15
China,0.1163254012,144.8847762418,70.4578462011,4,16
China,0.1094908688,144.7377335752,69.6426107006,4,17
China,0.0868566685,132.8353932256,59.2700021137,4,18
China,0.0615384615,139.0837331697,53.6088871851,4,19
China,0.0573602656,138.1728836763,50.4486652034,4,20
China,0.057581627,133.257206006,56.2853979776,4,21
China,0.0563918096,139.0959069026,58.8663308625,4,22
China,0.048865523,149.8739019529,59.05921096,4,23
China,0.0384338683,151.7147757733,58.4113280557,5,0
China,0.0303818484,155.5005451633,52.9966484073,5,1
China,0.0245434422,146.6740018354,45.6086942094,5,2
China,0.0200885445,159.897790681,41.304343207,5,3
China,0.0166851134,170.732512844,40.5901711678,5,4
China,0.0144161594,177.7171353254,41.5599790509,5,5
China,0.0141671278,159.1713103446,38.432354333,5,6
China,0.01773658,133.2013519963,31.9628358221,5,7
China,0.0263607982,107.0647537837,38.1193904151,5,8
China,0.0397176598,120.2835908632,45.447150772,5,9
China,0.0492737885,133.7283338275,54.7403983314,5,10
China,0.0512827474,147.5172524884,61.9782472031,5,11
China,0.0467490159,137.6317049339,54.9547781674,5,12
China,0.0433012081,130.1373272361,53.03460125,5,13
China,0.045608796,148.648889754,59.1578973703,5,14
China,0.047074793,142.3362842237,59.6182241387,5,15
China,0.0468304602,145.1000373378,60.5531665497,5,16
China,0.0458259807,136.9186825618,57.9386281591,5,17
China,0.0392289942,140.6012333052,53.8449452919,5,18
China,0.0378444414,139.2302793707,48.6300401768,5,19
China,0.0384416995,147.9672112452,52.7529395356,5,20
China,0.0389303651,149.9648407587,56.6543769992,5,21
China,0.0378715895,148.6875619166,56.6589995951,5,22
China,0.0329306366,154.0862330746,56.7569535536,5,23
China,0.0261436134,150.1964355973,52.6289811858,6,0
China,0.020171033,159.7383349492,46.9432399478,6,1
China,0.0157730419,166.7979236144,42.0541019854,6,2
China,0.0131396769,187.06100709,37.4989290357,6,3
China,0.010804941,192.380529188,28.8059702779,6,4
China,0.0095561287,214.4754875664,27.1424908991,6,5
China,0.009637573,198.9371199661,27.4770943003,6,6
China,0.0119451609,161.7709569738,30.2326006846,6,7
China,0.0187603763,114.0029178166,31.8955506725,6,8
China,0.0272827892,114.9021025871,41.4755694899,6,9
China,0.035168788,117.6430247039,51.4766607405,6,10
