country,local_dayoftheweek,local_hour,percent_activity,active_contractors,total_contractors
Afghanistan,0,0,0.5,1,2
Afghanistan,0,10,0.5,1,2
Afghanistan,0,11,0.5,1,2
Afghanistan,0,12,0.5,1,2
Afghanistan,0,13,0.5,1,2
Afghanistan,0,14,0.5,1,2
Afghanistan,0,15,0.5,1,2
Afghanistan,0,17,0.5,1,2
Afghanistan,0,18,0.5,1,2
Afghanistan,0,20,0.5,1,2
Afghanistan,0,21,0.5,1,2
Afghanistan,0,22,0.5,1,2
Afghanistan,0,23,0.5,1,2
Afghanistan,1,0,0.5,1,2
Afghanistan,1,10,0.5,1,2
Afghanistan,1,11,0.5,1,2
Afghanistan,1,15,0.5,1,2
Afghanistan,1,16,0.5,1,2
Afghanistan,1,17,0.5,1,2
Afghanistan,1,18,0.5,1,2
Afghanistan,1,19,0.5,1,2
Afghanistan,1,20,0.5,1,2
Afghanistan,1,21,0.5,1,2
Afghanistan,1,22,0.5,1,2
Afghanistan,1,23,0.5,1,2
Afghanistan,2,0,0.5,1,2
Afghanistan,2,1,0.5,1,2
Afghanistan,2,2,0.5,1,2
Afghanistan,2,3,0.5,1,2
Afghanistan,2,4,0.5,1,2
Afghanistan,2,6,0.5,1,2
Afghanistan,2,11,0.5,1,2
Afghanistan,2,12,0.5,1,2
Afghanistan,2,13,0.5,1,2
Afghanistan,2,14,0.5,1,2
Afghanistan,2,15,0.5,1,2
Afghanistan,2,16,0.5,1,2
Afghanistan,2,17,0.5,1,2
Afghanistan,2,18,0.5,1,2
Afghanistan,2,19,0.5,1,2
Afghanistan,2,20,0.5,1,2
Afghanistan,2,21,0.5,1,2
Afghanistan,2,22,0.5,1,2
Afghanistan,2,23,0.5,1,2
Afghanistan,3,3,0.5,1,2
Afghanistan,3,5,0.5,1,2
Afghanistan,3,10,0.5,1,2
Afghanistan,3,11,0.5,1,2
Afghanistan,3,12,0.5,1,2
Afghanistan,3,13,0.5,1,2
Afghanistan,3,14,0.5,1,2
Afghanistan,3,15,0.5,1,2
Afghanistan,3,16,0.5,1,2
Afghanistan,3,17,0.5,1,2
Afghanistan,3,18,0.5,1,2
Afghanistan,3,19,0.5,1,2
Afghanistan,3,20,0.5,1,2
Afghanistan,3,21,0.5,1,2
Afghanistan,3,22,0.5,1,2
Afghanistan,4,0,0.5,1,2
Afghanistan,4,1,0.5,1,2
Afghanistan,4,2,0.5,1,2
Afghanistan,4,5,0.5,1,2
Afghanistan,4,7,0.5,1,2
Afghanistan,4,10,0.5,1,2
Afghanistan,4,11,0.5,1,2
Afghanistan,4,13,0.5,1,2
Afghanistan,4,14,0.5,1,2
Afghanistan,4,15,0.5,1,2
Afghanistan,4,16,0.5,1,2
Afghanistan,4,17,0.5,1,2
Afghanistan,4,18,0.5,1,2
Afghanistan,4,19,0.5,1,2
Afghanistan,4,20,0.5,1,2
Afghanistan,4,21,0.5,1,2
Afghanistan,4,22,0.5,1,2
Afghanistan,4,23,0.5,1,2
Afghanistan,5,0,0.5,1,2
Afghanistan,5,1,0.5,1,2
Afghanistan,5,3,0.5,1,2
Afghanistan,5,4,0.5,1,2
Afghanistan,5,7,0.5,1,2
Afghanistan,5,9,0.5,1,2
Afghanistan,5,14,0.5,1,2
Afghanistan,5,15,0.5,1,2
Afghanistan,5,16,0.5,1,2
Afghanistan,5,17,0.5,1,2
Afghanistan,5,18,0.5,1,2
Afghanistan,5,19,0.5,1,2
Afghanistan,5,20,0.5,1,2
Afghanistan,5,21,0.5,1,2
Afghanistan,5,22,0.5,1,2
Afghanistan,6,2,0.5,1,2
Afghanistan,6,10,0.5,1,2
Afghanistan,6,11,0.5,1,2
Afghanistan,6,12,0.5,1,2
Afghanistan,6,13,0.5,1,2
Afghanistan,6,15,0.5,1,2
Afghanistan,6,16,0.5,1,2
Afghanistan,6,17,0.5,1,2
Afghanistan,6,18,0.5,1,2
Afghanistan,6,19,0.5,1,2
Afghanistan,6,20,0.5,1,2
Afghanistan,6,21,0.5,1,2
Afghanistan,6,22,0.5,1,2
Afghanistan,6,23,0.5,1,2
Albania,0,0,0.0625,1,16
Albania,0,1,0.0625,1,16
Albania,0,2,0.0625,1,16
Albania,0,3,0.0625,1,16
Albania,0,4,0.068452381,1.0952380952,16
Albania,0,5,0.0733695652,1.1739130435,16
Albania,0,6,0.0755208333,1.2083333333,16
Albania,0,7,0.0625,1,16
Albania,0,8,0.0625,1,16
Albania,0,9,0.0735294118,1.1764705882,16
Albania,0,10,0.0673076923,1.0769230769,16
Albania,0,11,0.072265625,1.15625,16
Albania,0,12,0.0785714286,1.2571428571,16
Albania,0,13,0.0805921053,1.2894736842,16
Albania,0,14,0.0822368421,1.3157894737,16
Albania,0,15,0.0857142857,1.3714285714,16
Albania,0,16,0.0838815789,1.3421052632,16
Albania,0,17,0.0777439024,1.243902439,16
Albania,0,18,0.08125,1.3,16
Albania,0,19,0.0803571429,1.2857142857,16
Albania,0,20,0.0788690476,1.2619047619,16
Albania,0,21,0.0769230769,1.2307692308,16
Albania,0,22,0.0734375,1.175,16
Albania,0,23,0.0660714286,1.0571428571,16
Albania,1,0,0.0625,1,16
Albania,1,1,0.0625,1,16
Albania,1,2,0.0625,1,16
Albania,1,3,0.0625,1,16
Albania,1,4,0.0666666667,1.0666666667,16
Albania,1,5,0.0725,1.16,16
Albania,1,6,0.076171875,1.21875,16
Albania,1,7,0.0736607143,1.1785714286,16
Albania,1,8,0.075,1.2,16
Albania,1,9,0.0762195122,1.2195121951,16
Albania,1,10,0.0793918919,1.2702702703,16
Albania,1,11,0.0817307692,1.3076923077,16
Albania,1,12,0.0810810811,1.2972972973,16
Albania,1,13,0.0801282051,1.2820512821,16
Albania,1,14,0.0871710526,1.3947368421,16
Albania,1,15,0.0871710526,1.3947368421,16
Albania,1,16,0.103125,1.65,16
Albania,1,17,0.1022727273,1.6363636364,16
Albania,1,18,0.1006097561,1.6097560976,16
Albania,1,19,0.0929487179,1.4871794872,16
Albania,1,20,0.0989583333,1.5833333333,16
Albania,1,21,0.0953947368,1.5263157895,16
Albania,1,22,0.0868902439,1.3902439024,16
Albania,1,23,0.0694444444,1.1111111111,16
Albania,2,0,0.0646551724,1.0344827586,16
Albania,2,1,0.0679347826,1.0869565217,16
Albania,2,2,0.06640625,1.0625,16
Albania,2,3,0.0677083333,1.0833333333,16
Albania,2,4,0.0669642857,1.0714285714,16
Albania,2,5,0.0673076923,1.0769230769,16
Albania,2,6,0.0703125,1.125,16
Albania,2,7,0.0711206897,1.1379310345,16
Albania,2,8,0.078525641,1.2564102564,16
Albania,2,9,0.078525641,1.2564102564,16
Albania,2,10,0.0799418605,1.2790697674,16
Albania,2,11,0.0796875,1.275,16
Albania,2,12,0.0777027027,1.2432432432,16
Albania,2,13,0.0821428571,1.3142857143,16
Albania,2,14,0.0827205882,1.3235294118,16
Albania,2,15,0.0828125,1.325,16
Albania,2,16,0.0916666667,1.4666666667,16
Albania,2,17,0.1051829268,1.6829268293,16
Albania,2,18,0.1041666667,1.6666666667,16
Albania,2,19,0.1036585366,1.6585365854,16
Albania,2,20,0.0991847826,1.5869565217,16
Albania,2,21,0.0944444444,1.5111111111,16
Albania,2,22,0.0818452381,1.3095238095,16
Albania,2,23,0.068359375,1.09375,16
Albania,3,0,0.0673076923,1.0769230769,16
Albania,3,1,0.0681818182,1.0909090909,16
Albania,3,2,0.0690789474,1.1052631579,16
Albania,3,3,0.0703125,1.125,16
Albania,3,4,0.07421875,1.1875,16
Albania,3,5,0.0648148148,1.037037037,16
Albania,3,6,0.0691964286,1.1071428571,16
Albania,3,7,0.0807291667,1.2916666667,16
Albania,3,8,0.0763888889,1.2222222222,16
Albania,3,9,0.0746527778,1.1944444444,16
Albania,3,10,0.078525641,1.2564102564,16
Albania,3,11,0.0805921053,1.2894736842,16
Albania,3,12,0.0838815789,1.3421052632,16
Albania,3,13,0.0763888889,1.2222222222,16
Albania,3,14,0.0793918919,1.2702702703,16
Albania,3,15,0.0868055556,1.3888888889,16
Albania,3,16,0.1140625,1.825,16
Albania,3,17,0.1114130435,1.7826086957,16
Albania,3,18,0.1090116279,1.7441860465,16
Albania,3,19,0.1036931818,1.6590909091,16
Albania,3,20,0.1,1.6,16
Albania,3,21,0.0967261905,1.5476190476,16
Albania,3,22,0.0868902439,1.3902439024,16
Albania,3,23,0.0642361111,1.0277777778,16
Albania,4,0,0.0625,1,16
Albania,4,1,0.065,1.04,16
Albania,4,2,0.0653409091,1.0454545455,16
Albania,4,3,0.0669642857,1.0714285714,16
Albania,4,4,0.0703125,1.125,16
Albania,4,5,0.0717592593,1.1481481481,16
Albania,4,6,0.06875,1.1,16
Albania,4,7,0.0685483871,1.0967741935,16
Albania,4,8,0.0772058824,1.2352941176,16
Albania,4,9,0.0815972222,1.3055555556,16
Albania,4,10,0.0817307692,1.3076923077,16
Albania,4,11,0.0818452381,1.3095238095,16
Albania,4,12,0.0807926829,1.2926829268,16
Albania,4,13,0.0855263158,1.3684210526,16
Albania,4,14,0.0859375,1.375,16
Albania,4,15,0.0855978261,1.3695652174,16
Albania,4,16,0.1013888889,1.6222222222,16
Albania,4,17,0.1114130435,1.7826086957,16
Albania,4,18,0.1065340909,1.7045454545,16
Albania,4,19,0.1078125,1.725,16
Albania,4,20,0.0888888889,1.4222222222,16
Albania,4,21,0.0853658537,1.3658536585,16
Albania,4,22,0.074127907,1.1860465116,16
Albania,4,23,0.0662878788,1.0606060606,16
Albania,5,0,0.0649038462,1.0384615385,16
Albania,5,1,0.065625,1.05,16
Albania,5,2,0.0653409091,1.0454545455,16
Albania,5,3,0.065625,1.05,16
Albania,5,4,0.07421875,1.1875,16
Albania,5,5,0.075,1.2,16
Albania,5,6,0.0689655172,1.1034482759,16
Albania,5,7,0.0671296296,1.0740740741,16
Albania,5,8,0.0729166667,1.1666666667,16
Albania,5,9,0.0777027027,1.2432432432,16
Albania,5,10,0.0763888889,1.2222222222,16
Albania,5,11,0.0810810811,1.2972972973,16
Albania,5,12,0.0803571429,1.2857142857,16
Albania,5,13,0.0827205882,1.3235294118,16
Albania,5,14,0.0793918919,1.2702702703,16
Albania,5,15,0.0878378378,1.4054054054,16
Albania,5,16,0.0953947368,1.5263157895,16
Albania,5,17,0.0890625,1.425,16
Albania,5,18,0.0944444444,1.5111111111,16
Albania,5,19,0.0930555556,1.4888888889,16
Albania,5,20,0.0957446809,1.5319148936,16
Albania,5,21,0.0881410256,1.4102564103,16
Albania,5,22,0.0789473684,1.2631578947,16
Albania,5,23,0.0705645161,1.1290322581,16
Albania,6,0,0.0625,1,16
Albania,6,1,0.0647321429,1.0357142857,16
Albania,6,2,0.0625,1,16
Albania,6,3,0.0625,1,16
Albania,6,4,0.0625,1,16
Albania,6,5,0.0714285714,1.1428571429,16
Albania,6,6,0.0725,1.16,16
Albania,6,7,0.07,1.12,16
Albania,6,8,0.0673076923,1.0769230769,16
Albania,6,9,0.0691964286,1.1071428571,16
Albania,6,10,0.0714285714,1.1428571429,16
Albania,6,11,0.0745192308,1.1923076923,16
Albania,6,12,0.078125,1.25,16
Albania,6,13,0.08,1.28,16
Albania,6,14,0.0760869565,1.2173913043,16
Albania,6,15,0.0740740741,1.1851851852,16
Albania,6,16,0.0760869565,1.2173913043,16
Albania,6,17,0.0714285714,1.1428571429,16
Albania,6,18,0.0745967742,1.1935483871,16
Albania,6,19,0.0797413793,1.275862069,16
Albania,6,20,0.0854166667,1.3666666667,16
Albania,6,21,0.09375,1.5,16
Albania,6,22,0.078125,1.25,16
Albania,6,23,0.0665322581,1.064516129,16
Algeria,0,0,0.0091497748,1.7567567568,192
Algeria,0,1,0.0076593137,1.4705882353,192
Algeria,0,2,0.0069444444,1.3333333333,192
Algeria,0,3,0.005952381,1.1428571429,192
Algeria,0,4,0.0056818182,1.0909090909,192
Algeria,0,5,0.0056818182,1.0909090909,192
Algeria,0,6,0.0063657407,1.2222222222,192
Algeria,0,7,0.0066964286,1.2857142857,192
Algeria,0,8,0.0074404762,1.4285714286,192
Algeria,0,9,0.0092329545,1.7727272727,192
Algeria,0,10,0.009460034,1.8163265306,192
Algeria,0,11,0.0107638889,2.0666666667,192
Algeria,0,12,0.009672619,1.8571428571,192
Algeria,0,13,0.0106646825,2.0476190476,192
Algeria,0,14,0.0114583333,2.2,192
Algeria,0,15,0.0113224638,2.1739130435,192
Algeria,0,16,0.0106534091,2.0454545455,192
Algeria,0,17,0.0104166667,2,192
Algeria,0,18,0.0096544715,1.8536585366,192
Algeria,0,19,0.0110518293,2.1219512195,192
Algeria,0,20,0.0111788618,2.1463414634,192
Algeria,0,21,0.0107142857,2.0571428571,192
Algeria,0,22,0.0116071429,2.2285714286,192
Algeria,0,23,0.009765625,1.875,192
Algeria,1,0,0.0094866071,1.8214285714,192
Algeria,1,1,0.0079495614,1.5263157895,192
Algeria,1,2,0.0052083333,1,192
Algeria,1,3,0.0066287879,1.2727272727,192
Algeria,1,4,0.0066287879,1.2727272727,192
Algeria,1,5,0.0065104167,1.25,192
Algeria,1,6,0.0063244048,1.2142857143,192
Algeria,1,7,0.0068655303,1.3181818182,192
Algeria,1,8,0.0082465278,1.5833333333,192
Algeria,1,9,0.0096899225,1.8604651163,192
Algeria,1,10,0.0100769928,1.9347826087,192
Algeria,1,11,0.0115427928,2.2162162162,192
Algeria,1,12,0.009693287,1.8611111111,192
Algeria,1,13,0.0104166667,2,192
Algeria,1,14,0.0101950355,1.9574468085,192
Algeria,1,15,0.0100532946,1.9302325581,192
Algeria,1,16,0.009375,1.8,192
Algeria,1,17,0.0096153846,1.8461538462,192
Algeria,1,18,0.0083051802,1.5945945946,192
Algeria,1,19,0.0082236842,1.5789473684,192
Algeria,1,20,0.0101425439,1.9473684211,192
Algeria,1,21,0.0119047619,2.2857142857,192
Algeria,1,22,0.0116738506,2.2413793103,192
Algeria,1,23,0.0094401042,1.8125,192
Algeria,2,0,0.0081380208,1.5625,192
Algeria,2,1,0.0065972222,1.2666666667,192
Algeria,2,2,0.0067934783,1.3043478261,192
Algeria,2,3,0.0058210784,1.1176470588,192
Algeria,2,4,0.0056423611,1.0833333333,192
Algeria,2,5,0.0052083333,1,192
Algeria,2,6,0.0055555556,1.0666666667,192
Algeria,2,7,0.0061141304,1.1739130435,192
Algeria,2,8,0.0078125,1.5,192
Algeria,2,9,0.0094246032,1.8095238095,192
Algeria,2,10,0.0092844203,1.7826086957,192
Algeria,2,11,0.0101686508,1.9523809524,192
Algeria,2,12,0.0085648148,1.6444444444,192
Algeria,2,13,0.0104166667,2,192
Algeria,2,14,0.0102040816,1.9591836735,192
Algeria,2,15,0.0104166667,2,192
Algeria,2,16,0.009837963,1.8888888889,192
Algeria,2,17,0.0084325397,1.619047619,192
Algeria,2,18,0.0087652439,1.6829268293,192
Algeria,2,19,0.0087797619,1.6857142857,192
Algeria,2,20,0.0083841463,1.6097560976,192
Algeria,2,21,0.009009009,1.7297297297,192
Algeria,2,22,0.0092905405,1.7837837838,192
Algeria,2,23,0.0102759009,1.972972973,192
Algeria,3,0,0.0096028646,1.84375,192
Algeria,3,1,0.0068884409,1.3225806452,192
Algeria,3,2,0.0075757576,1.4545454545,192
Algeria,3,3,0.0065104167,1.25,192
Algeria,3,4,0.0055555556,1.0666666667,192
Algeria,3,5,0.0055338542,1.0625,192
Algeria,3,6,0.0060307018,1.1578947368,192
Algeria,3,7,0.0075757576,1.4545454545,192
Algeria,3,8,0.0083333333,1.6,192
Algeria,3,9,0.0105298913,2.0217391304,192
Algeria,3,10,0.0107491135,2.0638297872,192
Algeria,3,11,0.0100532946,1.9302325581,192
Algeria,3,12,0.0105350379,2.0227272727,192
Algeria,3,13,0.0132025194,2.5348837209,192
Algeria,3,14,0.0125868056,2.4166666667,192
Algeria,3,15,0.0120018116,2.3043478261,192
Algeria,3,16,0.0094907407,1.8222222222,192
Algeria,3,17,0.0100694444,1.9333333333,192
Algeria,3,18,0.0098248106,1.8863636364,192
Algeria,3,19,0.0112179487,2.1538461538,192
Algeria,3,20,0.0099537037,1.9111111111,192
Algeria,3,21,0.0095486111,1.8333333333,192
Algeria,3,22,0.0104166667,2,192
Algeria,3,23,0.0104166667,2,192
Algeria,4,0,0.0095486111,1.8333333333,192
Algeria,4,1,0.0086263021,1.65625,192
Algeria,4,2,0.0084325397,1.619047619,192
Algeria,4,3,0.005859375,1.125,192
Algeria,4,4,0.0055555556,1.0666666667,192
Algeria,4,5,0.0056818182,1.0909090909,192
Algeria,4,6,0.0060096154,1.1538461538,192
Algeria,4,7,0.0072916667,1.4,192
Algeria,4,8,0.0085867117,1.6486486486,192
Algeria,4,9,0.0100977891,1.9387755102,192
Algeria,4,10,0.0116921769,2.2448979592,192
Algeria,4,11,0.0116921769,2.2448979592,192
Algeria,4,12,0.0093315972,1.7916666667,192
Algeria,4,13,0.0101686508,1.9523809524,192
Algeria,4,14,0.0121527778,2.3333333333,192
Algeria,4,15,0.0111923759,2.1489361702,192
Algeria,4,16,0.0109707447,2.1063829787,192
Algeria,4,17,0.0105274823,2.0212765957,192
Algeria,4,18,0.0094907407,1.8222222222,192
Algeria,4,19,0.0102955426,1.976744186,192
Algeria,4,20,0.0092147436,1.7692307692,192
Algeria,4,21,0.011328125,2.175,192
Algeria,4,22,0.0099943694,1.9189189189,192
Algeria,4,23,0.009009009,1.7297297297,192
Algeria,5,0,0.0083912037,1.6111111111,192
Algeria,5,1,0.0093118687,1.7878787879,192
Algeria,5,2,0.0078965054,1.5161290323,192
Algeria,5,3,0.00703125,1.35,192
Algeria,5,4,0.00625,1.2,192
Algeria,5,5,0.005787037,1.1111111111,192
Algeria,5,6,0.0069444444,1.3333333333,192
Algeria,5,7,0.0066550926,1.2777777778,192
Algeria,5,8,0.0085685484,1.6451612903,192
Algeria,5,9,0.0093513258,1.7954545455,192
Algeria,5,10,0.0102926587,1.9761904762,192
Algeria,5,11,0.0107355442,2.0612244898,192
Algeria,5,12,0.0099537037,1.9111111111,192
Algeria,5,13,0.0099826389,1.9166666667,192
Algeria,5,14,0.0125968992,2.4186046512,192
Algeria,5,15,0.0126329787,2.4255319149,192
Algeria,5,16,0.0118371212,2.2727272727,192
Algeria,5,17,0.011870155,2.2790697674,192
Algeria,5,18,0.0116898148,2.2444444444,192
Algeria,5,19,0.0111111111,2.1333333333,192
Algeria,5,20,0.0102864583,1.975,192
Algeria,5,21,0.0087652439,1.6829268293,192
Algeria,5,22,0.009672619,1.8571428571,192
Algeria,5,23,0.0102831197,1.9743589744,192
Algeria,6,0,0.0094313063,1.8108108108,192
Algeria,6,1,0.0089285714,1.7142857143,192
Algeria,6,2,0.0073635057,1.4137931034,192
Algeria,6,3,0.00625,1.2,192
Algeria,6,4,0.0055803571,1.0714285714,192
Algeria,6,5,0.0052083333,1,192
Algeria,6,6,0.0057291667,1.1,192
Algeria,6,7,0.0064102564,1.2307692308,192
Algeria,6,8,0.0079752604,1.53125,192
Algeria,6,9,0.0104166667,2,192
Algeria,6,10,0.0111923759,2.1489361702,192
Algeria,6,11,0.0115400327,2.2156862745,192
Algeria,6,12,0.0096153846,1.8461538462,192
Algeria,6,13,0.0111607143,2.1428571429,192
Algeria,6,14,0.0108251634,2.0784313725,192
Algeria,6,15,0.0122195513,2.3461538462,192
Algeria,6,16,0.0107421875,2.0625,192
Algeria,6,17,0.0109247967,2.0975609756,192
Algeria,6,18,0.0101851852,1.9555555556,192
Algeria,6,19,0.009057971,1.7391304348,192
Algeria,6,20,0.0090193089,1.7317073171,192
Algeria,6,21,0.0090811966,1.7435897436,192
Algeria,6,22,0.0089285714,1.7142857143,192
Algeria,6,23,0.0090460526,1.7368421053,192
Andorra,0,0,0.5,1,2
Andorra,0,1,0.5,1,2
Andorra,0,2,0.5,1,2
Andorra,0,3,0.5,1,2
Andorra,0,4,0.5,1,2
Andorra,0,5,0.5,1,2
Andorra,0,6,0.5,1,2
Andorra,0,7,0.5,1,2
Andorra,0,8,0.5,1,2
Andorra,0,9,0.5,1,2
Andorra,0,10,0.5,1,2
Andorra,0,11,0.5,1,2
Andorra,0,12,0.5,1,2
Andorra,0,13,0.5,1,2
Andorra,0,14,0.5,1,2
Andorra,0,15,0.5,1,2
Andorra,0,16,0.5,1,2
Andorra,0,17,0.5,1,2
Andorra,0,18,0.5,1,2
Andorra,0,19,0.5,1,2
Andorra,0,20,0.5,1,2
Andorra,0,21,0.5,1,2
Andorra,0,22,0.5,1,2
Andorra,0,23,0.5,1,2
Andorra,1,0,0.5,1,2
Andorra,1,1,0.5,1,2
Andorra,1,2,0.5,1,2
Andorra,1,3,0.5,1,2
Andorra,1,4,0.5,1,2
Andorra,1,5,0.5,1,2
Andorra,1,6,0.5,1,2
Andorra,1,7,0.5,1,2
Andorra,1,8,0.5,1,2
Andorra,1,9,0.5,1,2
Andorra,1,10,0.5,1,2
Andorra,1,11,0.5,1,2
Andorra,1,12,0.5,1,2
Andorra,1,13,0.5,1,2
Andorra,1,14,0.5,1,2
Andorra,1,15,0.5,1,2
Andorra,1,16,0.5,1,2
Andorra,1,17,0.5,1,2
Andorra,1,18,0.5,1,2
Andorra,1,19,0.5,1,2
Andorra,1,20,0.5,1,2
Andorra,1,21,0.5,1,2
Andorra,1,22,0.5,1,2
Andorra,1,23,0.5,1,2
Andorra,2,0,0.5,1,2
Andorra,2,1,0.5,1,2
Andorra,2,2,0.5,1,2
Andorra,2,3,0.5,1,2
Andorra,2,4,0.5,1,2
Andorra,2,5,0.5,1,2
Andorra,2,6,0.5,1,2
Andorra,2,7,0.5,1,2
Andorra,2,8,0.5,1,2
Andorra,2,9,0.5,1,2
Andorra,2,10,0.5,1,2
Andorra,2,11,0.5,1,2
Andorra,2,12,0.5,1,2
Andorra,2,13,0.5,1,2
Andorra,2,14,0.5,1,2
Andorra,2,15,0.5,1,2
Andorra,2,16,0.5,1,2
Andorra,2,17,0.5,1,2
Andorra,2,18,0.5,1,2
Andorra,2,19,0.5,1,2
Andorra,2,20,0.5,1,2
Andorra,2,21,0.5,1,2
Andorra,2,22,0.5,1,2
Andorra,2,23,0.5,1,2
Andorra,3,0,0.5,1,2
Andorra,3,1,0.5,1,2
Andorra,3,2,0.5,1,2
Andorra,3,3,0.5,1,2
Andorra,3,4,0.5,1,2
Andorra,3,5,0.5,1,2
Andorra,3,6,0.5,1,2
Andorra,3,7,0.5,1,2
Andorra,3,8,0.5,1,2
Andorra,3,9,0.5,1,2
Andorra,3,10,0.5,1,2
Andorra,3,11,0.5,1,2
Andorra,3,12,0.5,1,2
Andorra,3,13,0.5,1,2
Andorra,3,14,0.5,1,2
Andorra,3,15,0.5,1,2
Andorra,3,16,0.5,1,2
Andorra,3,17,0.5,1,2
Andorra,3,18,0.5,1,2
Andorra,3,19,0.5,1,2
Andorra,3,20,0.5,1,2
Andorra,3,21,0.5,1,2
Andorra,3,22,0.5,1,2
Andorra,3,23,0.5,1,2
Andorra,4,0,0.5,1,2
Andorra,4,1,0.5,1,2
Andorra,4,2,0.5,1,2
Andorra,4,3,0.5,1,2
Andorra,4,4,0.5,1,2
Andorra,4,5,0.5,1,2
Andorra,4,6,0.5,1,2
Andorra,4,7,0.5,1,2
Andorra,4,8,0.5,1,2
Andorra,4,9,0.5,1,2
Andorra,4,10,0.5,1,2
Andorra,4,11,0.5,1,2
Andorra,4,12,0.5,1,2
Andorra,4,13,0.5,1,2
Andorra,4,14,0.5,1,2
Andorra,4,15,0.5,1,2
Andorra,4,16,0.5,1,2
Andorra,4,17,0.5,1,2
Andorra,4,18,0.5,1,2
Andorra,4,19,0.5,1,2
Andorra,4,20,0.5,1,2
Andorra,4,21,0.5,1,2
Andorra,4,22,0.5,1,2
Andorra,4,23,0.5,1,2
Andorra,5,0,0.5,1,2
Andorra,5,1,0.5,1,2
Andorra,5,2,0.5,1,2
Andorra,5,3,0.5,1,2
Andorra,5,4,0.5,1,2
Andorra,5,5,0.5,1,2
Andorra,5,6,0.5,1,2
Andorra,5,7,0.5,1,2
Andorra,5,8,0.5,1,2
Andorra,5,9,0.5,1,2
Andorra,5,10,0.5,1,2
Andorra,5,11,0.5,1,2
Andorra,5,12,0.5,1,2
Andorra,5,13,0.5,1,2
Andorra,5,14,0.5,1,2
Andorra,5,15,0.5,1,2
Andorra,5,16,0.5,1,2
Andorra,5,17,0.5,1,2
Andorra,5,18,0.5,1,2
Andorra,5,19,0.5,1,2
Andorra,5,20,0.5,1,2
Andorra,5,21,0.5,1,2
Andorra,5,22,0.5,1,2
Andorra,5,23,0.5,1,2
Andorra,6,0,0.5,1,2
Andorra,6,1,0.5,1,2
Andorra,6,2,0.5,1,2
Andorra,6,3,0.5,1,2
Andorra,6,4,0.5,1,2
Andorra,6,5,0.5,1,2
Andorra,6,6,0.5,1,2
Andorra,6,7,0.5,1,2
Andorra,6,8,0.5,1,2
Andorra,6,9,0.5,1,2
Andorra,6,10,0.5,1,2
Andorra,6,11,0.5,1,2
Andorra,6,12,0.5,1,2
Andorra,6,13,0.5,1,2
Andorra,6,14,0.5,1,2
Andorra,6,15,0.5,1,2
Andorra,6,16,0.5,1,2
Andorra,6,17,0.5,1,2
Andorra,6,18,0.5,1,2
Andorra,6,19,0.5,1,2
Andorra,6,20,0.5,1,2
Andorra,6,21,0.5,1,2
Andorra,6,22,0.5,1,2
Andorra,6,23,0.5,1,2
Antigua and Barbuda,0,2,0.25,1,4
Antigua and Barbuda,0,3,0.25,1,4
Antigua and Barbuda,0,4,0.25,1,4
Antigua and Barbuda,0,5,0.25,1,4
Antigua and Barbuda,0,6,0.25,1,4
Antigua and Barbuda,0,7,0.25,1,4
Antigua and Barbuda,0,8,0.25,1,4
Antigua and Barbuda,0,9,0.25,1,4
Antigua and Barbuda,0,10,0.25,1,4
Antigua and Barbuda,0,11,0.25,1,4
Antigua and Barbuda,0,12,0.25,1,4
Antigua and Barbuda,0,13,0.25,1,4
Antigua and Barbuda,0,14,0.25,1,4
Antigua and Barbuda,0,15,0.25,1,4
Antigua and Barbuda,0,16,0.25,1,4
Antigua and Barbuda,0,17,0.25,1,4
Antigua and Barbuda,0,18,0.25,1,4
Antigua and Barbuda,0,19,0.25,1,4
Antigua and Barbuda,0,20,0.25,1,4
Antigua and Barbuda,0,21,0.25,1,4
Antigua and Barbuda,1,3,0.25,1,4
Antigua and Barbuda,1,7,0.25,1,4
Antigua and Barbuda,1,8,0.25,1,4
Antigua and Barbuda,1,9,0.25,1,4
Antigua and Barbuda,1,10,0.25,1,4
Antigua and Barbuda,1,11,0.25,1,4
Antigua and Barbuda,1,12,0.25,1,4
Antigua and Barbuda,1,13,0.25,1,4
Antigua and Barbuda,1,14,0.25,1,4
Antigua and Barbuda,1,15,0.25,1,4
Antigua and Barbuda,1,16,0.25,1,4
Antigua and Barbuda,1,17,0.25,1,4
Antigua and Barbuda,1,18,0.25,1,4
Antigua and Barbuda,1,19,0.25,1,4
Antigua and Barbuda,1,20,0.25,1,4
Antigua and Barbuda,1,21,0.25,1,4
Antigua and Barbuda,2,3,0.25,1,4
Antigua and Barbuda,2,4,0.25,1,4
Antigua and Barbuda,2,5,0.25,1,4
Antigua and Barbuda,2,6,0.25,1,4
Antigua and Barbuda,2,7,0.25,1,4
Antigua and Barbuda,2,8,0.25,1,4
Antigua and Barbuda,2,9,0.25,1,4
Antigua and Barbuda,2,10,0.25,1,4
Antigua and Barbuda,2,11,0.25,1,4
Antigua and Barbuda,2,12,0.25,1,4
Antigua and Barbuda,2,13,0.25,1,4
Antigua and Barbuda,2,14,0.25,1,4
Antigua and Barbuda,2,15,0.25,1,4
Antigua and Barbuda,2,16,0.25,1,4
Antigua and Barbuda,2,17,0.25,1,4
Antigua and Barbuda,2,18,0.25,1,4
Antigua and Barbuda,2,19,0.25,1,4
Antigua and Barbuda,2,20,0.25,1,4
