DOW,Hour,Country,Workers,Key,Mouse,Segments
Wed,6,Ecuador,6,9143,4838,159
Wed,7,Ecuador,9,29553,12643,300
Wed,8,Ecuador,11,82173,31291,821
Wed,9,Ecuador,12,162806,53432,1019
Wed,10,Ecuador,11,168641,56928,1119
Wed,11,Ecuador,13,206552,66159,1164
Wed,12,Ecuador,14,187866,60288,1069
Wed,13,Ecuador,14,110067,52582,902
Wed,14,Ecuador,15,128492,44319,825
Wed,15,Ecuador,15,181903,62873,1041
Wed,16,Ecuador,15,212806,70770,1085
Wed,17,Ecuador,15,188373,72190,1057
Wed,18,Ecuador,13,141976,51157,900
Wed,19,Ecuador,14,122207,35213,766
Wed,20,Ecuador,11,160326,31607,617
Wed,21,Ecuador,11,135363,26208,574
Wed,22,Ecuador,10,138583,19740,513
Wed,23,Ecuador,10,113473,17534,405
Thu,0,Ecuador,9,27469,7914,175
Thu,1,Ecuador,6,10850,4379,84
Thu,2,Ecuador,3,2257,587,32
Thu,3,Ecuador,3,1558,764,60
Thu,4,Ecuador,4,984,303,21
Thu,5,Ecuador,4,4968,1648,67
Thu,6,Ecuador,6,11271,5526,209
Thu,7,Ecuador,10,27730,15790,353
Thu,8,Ecuador,12,56871,31017,679
Thu,9,Ecuador,11,123453,50240,1015
Thu,10,Ecuador,12,169167,62169,1217
Thu,11,Ecuador,12,170343,63675,1199
Thu,12,Ecuador,13,158040,55565,1026
Thu,13,Ecuador,12,154232,61123,977
Thu,14,Ecuador,12,162182,46317,944
Thu,15,Ecuador,14,209964,63918,1059
Thu,16,Ecuador,13,202324,68694,1094
Thu,17,Ecuador,13,182442,71433,1085
Thu,18,Ecuador,14,149284,45112,871
Thu,19,Ecuador,14,133202,30908,668
Thu,20,Ecuador,11,164989,34595,740
Thu,21,Ecuador,12,126251,24147,564
Thu,22,Ecuador,9,125276,22111,497
Thu,23,Ecuador,9,130962,21923,436
Fri,0,Ecuador,9,43881,8916,246
Fri,1,Ecuador,7,10548,3234,86
Fri,2,Ecuador,4,5196,1704,27
Fri,3,Ecuador,2,3230,530,42
Fri,4,Ecuador,4,1697,532,33
Fri,5,Ecuador,3,2759,2408,61
Fri,6,Ecuador,5,12352,5323,153
Fri,7,Ecuador,10,32379,12394,284
Fri,8,Ecuador,10,66073,33495,766
Fri,9,Ecuador,12,145509,59954,1069
Fri,10,Ecuador,13,177836,65344,1240
Fri,11,Ecuador,13,176207,62457,1177
Fri,12,Ecuador,14,148589,51596,938
Fri,13,Ecuador,13,127916,44638,736
Fri,14,Ecuador,13,126541,40441,814
Fri,15,Ecuador,13,183083,59399,952
Fri,16,Ecuador,15,174955,64332,932
Fri,17,Ecuador,15,152492,64175,852
Fri,18,Ecuador,14,93156,37597,608
Fri,19,Ecuador,13,113781,26507,581
Fri,20,Ecuador,12,139547,24664,554
Fri,21,Ecuador,10,142437,20664,482
Fri,22,Ecuador,10,124129,16889,406
Fri,23,Ecuador,9,91195,10942,238
Sat,0,Ecuador,7,27879,4650,114
Sat,1,Ecuador,5,623,476,17
Sat,2,Ecuador,1,1190,579,6
Sat,3,Ecuador,1,816,397,9
Sat,6,Ecuador,6,754,771,50
Sat,7,Ecuador,6,15749,7853,143
Sat,8,Ecuador,7,15790,4274,142
Sat,9,Ecuador,9,17210,6461,170
Sat,10,Ecuador,11,38548,12246,247
Sat,11,Ecuador,10,51129,12328,249
Sat,12,Ecuador,10,44961,9452,238
Sat,13,Ecuador,9,51747,8427,235
Sat,14,Ecuador,9,51789,8266,208
Sat,15,Ecuador,7,51036,8322,206
Sat,16,Ecuador,8,50672,9346,217
Sat,17,Ecuador,9,49389,13226,276
Sat,18,Ecuador,9,69105,14343,328
Sat,19,Ecuador,9,54488,11656,258
Sat,20,Ecuador,8,66578,8825,215
Sat,21,Ecuador,6,67903,8874,199
Sat,22,Ecuador,7,56395,7651,174
Sat,23,Ecuador,7,46297,6182,126
Sun,0,Egypt,230,401795,256832,4634
Sun,1,Egypt,216,349218,202256,4341
Sun,2,Egypt,190,286834,176982,3526
Sun,3,Egypt,153,221905,150610,3031
Sun,4,Egypt,141,182239,134155,2619
Sun,5,Egypt,117,141665,104717,2161
Sun,6,Egypt,114,124800,85430,2018
Sun,7,Egypt,126,130340,84096,2121
Sun,8,Egypt,138,153078,96659,2404
Sun,9,Egypt,155,244824,131343,3107
Sun,10,Egypt,173,438446,214874,4887
Sun,11,Egypt,186,675703,319719,6087
Sun,12,Egypt,195,641790,342224,6576
Sun,13,Egypt,219,806228,418749,7430
Sun,14,Egypt,235,885818,470771,7866
Sun,15,Egypt,245,790779,443087,7776
Sun,16,Egypt,248,779793,453015,7989
Sun,17,Egypt,245,808578,446545,7804
Sun,18,Egypt,262,780845,404254,7597
Sun,19,Egypt,266,776949,391680,7450
Sun,20,Egypt,274,745683,390414,7252
Sun,21,Egypt,279,720363,375757,7051
Sun,22,Egypt,268,689027,350387,7022
Sun,23,Egypt,262,621259,337157,6134
Mon,0,Egypt,250,525377,288144,5129
Mon,1,Egypt,217,468676,244080,4307
Mon,2,Egypt,190,249127,129795,2559
Mon,3,Egypt,157,174602,89447,2216
Mon,4,Egypt,128,129526,75351,1910
Mon,5,Egypt,123,112803,55620,1657
Mon,6,Egypt,124,111273,50785,1560
Mon,7,Egypt,129,121182,62004,1784
Mon,8,Egypt,137,158996,73733,2007
Mon,9,Egypt,147,265350,113887,2815
Mon,10,Egypt,180,396671,198317,4549
Mon,11,Egypt,191,621556,318513,5829
Mon,12,Egypt,206,588164,332286,6024
Mon,13,Egypt,216,726186,403277,6944
Mon,14,Egypt,223,773325,431489,7469
Mon,15,Egypt,246,813371,428057,7818
Mon,16,Egypt,239,815311,440988,8000
Mon,17,Egypt,239,781144,411380,7506
Mon,18,Egypt,243,767475,363524,7132
Mon,19,Egypt,255,684017,341952,6844
Mon,20,Egypt,266,686753,331191,6659
Mon,21,Egypt,265,720107,340736,6534
Mon,22,Egypt,273,635454,318256,6222
Mon,23,Egypt,271,576557,290716,5546
Tue,0,Egypt,265,460290,251657,4701
Tue,1,Egypt,237,373290,201128,4115
Tue,2,Egypt,195,275449,153414,3357
Tue,3,Egypt,162,226025,131986,2918
Tue,4,Egypt,147,187997,117526,2424
Tue,5,Egypt,133,146401,83747,2060
Tue,6,Egypt,135,135346,74094,1921
Tue,7,Egypt,135,126042,68536,2091
Tue,8,Egypt,153,197020,89237,2479
Tue,9,Egypt,161,304585,138160,3379
Tue,10,Egypt,184,497741,233302,5113
Tue,11,Egypt,201,697464,332882,6546
Tue,12,Egypt,226,660768,350354,7098
Tue,13,Egypt,242,853003,449125,7992
Tue,14,Egypt,260,936327,503818,8477
Tue,15,Egypt,263,853835,441229,8572
Tue,16,Egypt,271,816791,456109,8538
Tue,17,Egypt,266,852089,457409,8364
Tue,18,Egypt,259,763607,390395,7772
Tue,19,Egypt,278,784297,378904,7788
Tue,20,Egypt,286,731878,380618,7554
Tue,21,Egypt,290,758322,383372,7373
Tue,22,Egypt,286,716829,377580,7085
Tue,23,Egypt,275,611217,331797,6255
Wed,0,Egypt,265,533717,297839,5313
Wed,1,Egypt,244,443928,245395,4632
Wed,2,Egypt,204,381855,193728,3995
Wed,3,Egypt,181,268366,152449,3277
Wed,4,Egypt,146,206804,120822,2749
Wed,5,Egypt,125,165060,97394,2327
Wed,6,Egypt,125,156648,75277,1960
Wed,7,Egypt,129,139001,73640,2097
Wed,8,Egypt,137,196549,87974,2404
Wed,9,Egypt,156,319729,141693,3294
Wed,10,Egypt,184,479637,225397,5091
Wed,11,Egypt,199,652060,332703,6382
Wed,12,Egypt,220,677681,357120,6867
Wed,13,Egypt,231,846892,462527,7911
Wed,14,Egypt,241,929429,507261,8378
Wed,15,Egypt,245,945919,471146,8328
Wed,16,Egypt,243,913220,459695,8525
Wed,17,Egypt,243,917670,466550,8579
Wed,18,Egypt,247,839520,413731,7994
Wed,19,Egypt,260,786238,406958,7869
Wed,20,Egypt,277,758371,392899,7386
Wed,21,Egypt,280,736529,373137,7070
Wed,22,Egypt,282,710390,368740,7010
Wed,23,Egypt,282,635431,345950,6472
Thu,0,Egypt,271,596392,300393,5621
Thu,1,Egypt,240,464333,260587,5038
Thu,2,Egypt,191,357229,196536,4003
Thu,3,Egypt,167,230096,144163,2966
Thu,4,Egypt,154,213100,122077,2597
Thu,5,Egypt,154,190584,99948,2239
Thu,6,Egypt,131,144876,80690,1907
Thu,7,Egypt,148,155872,72420,2147
Thu,8,Egypt,161,201391,106152,2438
Thu,9,Egypt,177,317161,136953,3417
Thu,10,Egypt,199,532689,238055,5438
Thu,11,Egypt,224,740603,357542,6648
Thu,12,Egypt,239,707888,364669,7080
Thu,13,Egypt,257,860590,449098,7781
Thu,14,Egypt,270,916570,488765,8267
Thu,15,Egypt,265,882342,488232,8540
Thu,16,Egypt,273,917997,472254,8434
Thu,17,Egypt,253,864065,448567,8056
Thu,18,Egypt,254,784761,391761,7655
Thu,19,Egypt,265,720484,364666,7282
Thu,20,Egypt,259,717578,351563,6913
Thu,21,Egypt,252,651316,327872,6411
Thu,22,Egypt,249,636582,306358,6233
Thu,23,Egypt,237,620914,299534,5650
Fri,0,Egypt,239,477859,261012,5005
Fri,1,Egypt,240,415717,220868,4320
Fri,2,Egypt,215,362072,192995,3489
Fri,3,Egypt,180,249970,148405,2813
Fri,4,Egypt,145,213151,117886,2264
Fri,5,Egypt,125,174186,94982,1929
Fri,6,Egypt,111,124796,77958,1670
Fri,7,Egypt,109,117725,69113,1612
Fri,8,Egypt,130,142374,79396,1965
Fri,9,Egypt,153,229679,108202,2886
Fri,10,Egypt,166,341715,157498,3572
Fri,11,Egypt,191,391372,185554,3936
Fri,12,Egypt,174,199921,108600,2770
Fri,13,Egypt,217,407857,200875,4561
Fri,14,Egypt,265,632641,326441,6020
Fri,15,Egypt,271,689101,350910,6335
Fri,16,Egypt,262,669296,360527,6523
Fri,17,Egypt,265,708217,370075,6817
Fri,18,Egypt,258,677944,345052,6338
Fri,19,Egypt,248,668618,303019,6266
Fri,20,Egypt,248,637312,334680,6397
Fri,21,Egypt,258,649021,326841,6100
Fri,22,Egypt,263,638269,315828,5963
Fri,23,Egypt,246,542380,275505,5130
Sat,0,Egypt,251,464527,253936,4606
Sat,1,Egypt,235,348891,206271,3981
Sat,2,Egypt,217,321608,175009,3428
Sat,3,Egypt,168,242305,151063,2786
Sat,4,Egypt,137,177884,111531,2278
Sat,5,Egypt,118,141353,82787,1864
Sat,6,Egypt,115,133080,71656,1612
Sat,7,Egypt,113,117266,69188,1558
Sat,8,Egypt,129,154183,82064,2000
Sat,9,Egypt,145,255553,127408,2793
Sat,10,Egypt,161,377198,186531,3927
Sat,11,Egypt,190,531927,282283,5298
Sat,12,Egypt,214,563575,314088,5689
Sat,13,Egypt,236,689455,370856,6346
Sat,14,Egypt,255,752178,404737,7112
Sat,15,Egypt,262,708325,402886,6977
Sat,16,Egypt,244,721059,382266,6942
Sat,17,Egypt,254,699762,383942,6698
Sat,18,Egypt,245,702097,361708,6421
Sat,19,Egypt,245,666629,340951,6443
Sat,20,Egypt,266,667908,335693,6322
Sat,21,Egypt,265,668695,341712,6235
Sat,22,Egypt,255,631003,321538,5954
Sat,23,Egypt,254,561683,319740,5600
Sun,0,El Salvador,11,23389,10923,250
Sun,1,El Salvador,10,10140,4822,163
Sun,2,El Salvador,8,5235,2656,99
Sun,3,El Salvador,5,1573,1125,85
Sun,4,El Salvador,5,1469,1258,93
Sun,5,El Salvador,7,4624,3033,115
Sun,6,El Salvador,9,13809,4883,212
Sun,7,El Salvador,11,28510,12927,367
Sun,8,El Salvador,11,31141,16026,417
Sun,9,El Salvador,16,35045,18320,479
Sun,10,El Salvador,18,38467,19863,580
Sun,11,El Salvador,18,54260,24797,624
Sun,12,El Salvador,16,56714,25437,646
Sun,13,El Salvador,16,52083,28005,664
Sun,14,El Salvador,18,56938,32221,779
Sun,15,El Salvador,19,56683,37724,726
Sun,16,El Salvador,19,45732,34635,706
Sun,17,El Salvador,16,46466,25624,532
Sun,18,El Salvador,16,21382,10709,250
Sun,19,El Salvador,14,40230,13536,348
Sun,20,El Salvador,14,52961,18805,416
Sun,21,El Salvador,19,47289,20732,415
Sun,22,El Salvador,19,31921,18351,306
Sun,23,El Salvador,14,21789,16829,249
Mon,0,El Salvador,13,13336,10605,183
Mon,1,El Salvador,11,12152,7656,145
Mon,2,El Salvador,11,7757,2552,95
Mon,3,El Salvador,4,6023,1490,68
Mon,4,El Salvador,5,29006,10412,273
Mon,5,El Salvador,8,33293,12655,279
Mon,6,El Salvador,8,87422,18819,493
Mon,7,El Salvador,14,115400,23906,623
Mon,8,El Salvador,19,115850,34636,744
Mon,9,El Salvador,19,144821,42018,971
Mon,10,El Salvador,20,158175,49351,1101
Mon,11,El Salvador,21,181965,60184,1196
Mon,12,El Salvador,22,133042,54069,1144
Mon,13,El Salvador,23,94432,50007,1126
Mon,14,El Salvador,22,107268,54903,1072
Mon,15,El Salvador,22,114283,58344,1081
Mon,16,El Salvador,20,100214,56065,905
Mon,17,El Salvador,22,82365,42142,774
Mon,18,El Salvador,21,65823,32975,707
Mon,19,El Salvador,21,58574,34892,664
Mon,20,El Salvador,20,85441,47302,890
Mon,21,El Salvador,23,130979,49872,959
Mon,22,El Salvador,23,119948,47302,838
Mon,23,El Salvador,22,87562,30961,491
Tue,0,El Salvador,20,39493,16985,304
Tue,1,El Salvador,14,15582,10095,176
Tue,2,El Salvador,10,12923,8352,145
Tue,3,El Salvador,8,6709,2637,92
Tue,4,El Salvador,8,3929,3323,106
Tue,5,El Salvador,8,6630,5684,159
Tue,6,El Salvador,9,77779,21782,560
Tue,7,El Salvador,17,120431,32235,694
Tue,8,El Salvador,21,139719,44955,935
Tue,9,El Salvador,21,172754,57231,1193
Tue,10,El Salvador,22,190220,65370,1333
Tue,11,El Salvador,21,176353,71062,1458
Tue,12,El Salvador,21,142536,51421,1301
Tue,13,El Salvador,21,102034,50436,1133
Tue,14,El Salvador,20,124889,55050,1166
Tue,15,El Salvador,20,115084,59662,1168
Tue,16,El Salvador,21,100576,56502,1055
Tue,17,El Salvador,23,74572,46147,920
Tue,18,El Salvador,21,74244,34389,725
Tue,19,El Salvador,20,93309,33334,714
Tue,20,El Salvador,21,112423,44357,869
Tue,21,El Salvador,23,121819,52736,852
Tue,22,El Salvador,24,102769,43766,731
Tue,23,El Salvador,19,79338,33255,573
Wed,0,El Salvador,17,39882,17397,328
Wed,1,El Salvador,12,21013,8677,180
Wed,2,El Salvador,11,10855,6843,144
Wed,3,El Salvador,10,9473,6419,118
Wed,4,El Salvador,9,9535,5054,105
Wed,5,El Salvador,9,14069,6089,154
Wed,6,El Salvador,11,70017,18461,581
Wed,7,El Salvador,14,114132,26025,692
Wed,8,El Salvador,17,142343,33334,839
Wed,9,El Salvador,16,155794,46219,1070
Wed,10,El Salvador,21,137672,50151,1114
Wed,11,El Salvador,20,158873,58447,1148
Wed,12,El Salvador,21,118909,41815,961
Wed,13,El Salvador,23,90486,37696,956
Wed,14,El Salvador,22,79418,41353,886
Wed,15,El Salvador,21,69200,41545,925
Wed,16,El Salvador,20,62880,43257,807
Wed,17,El Salvador,23,48225,35012,719
Wed,18,El Salvador,21,54375,31691,561
Wed,19,El Salvador,19,46198,20787,438
Wed,20,El Salvador,18,72870,23832,573
Wed,21,El Salvador,22,86420,30533,676
Wed,22,El Salvador,21,70710,28747,552
Wed,23,El Salvador,24,62319,32308,495
Thu,0,El Salvador,18,39706,16423,293
Thu,1,El Salvador,12,28829,9641,212
Thu,2,El Salvador,12,13926,7024,174
Thu,3,El Salvador,9,3739,3965,92
Thu,4,El Salvador,9,4604,5594,141
Thu,5,El Salvador,10,11513,8268,175
Thu,6,El Salvador,13,77131,16940,561
Thu,7,El Salvador,14,118742,24979,622
Thu,8,El Salvador,18,130015,31563,814
Thu,9,El Salvador,19,131380,44736,1051
Thu,10,El Salvador,22,155023,55124,1168
Thu,11,El Salvador,24,150275,68119,1221
Thu,12,El Salvador,24,130346,55449,1073
Thu,13,El Salvador,23,98635,50162,991
Thu,14,El Salvador,20,122945,52949,1152
Thu,15,El Salvador,21,121006,55399,1089
Thu,16,El Salvador,21,102752,52674,930
Thu,17,El Salvador,22,83562,40775,830
Thu,18,El Salvador,21,55903,33798,608
Thu,19,El Salvador,18,64880,33042,633
Thu,20,El Salvador,21,93015,43925,814
Thu,21,El Salvador,23,105176,42092,826
Thu,22,El Salvador,24,84687,36579,666
Thu,23,El Salvador,20,56853,29563,466
Fri,0,El Salvador,18,42001,23898,334
Fri,1,El Salvador,12,26920,11506,200
Fri,2,El Salvador,10,10758,3405,117
Fri,3,El Salvador,10,12170,3715,158
Fri,4,El Salvador,10,4168,1414,265
Fri,5,El Salvador,12,5532,2185,278
Fri,6,El Salvador,13,72444,19366,613
Fri,7,El Salvador,14,90078,28042,645
Fri,8,El Salvador,19,100090,30513,789
Fri,9,El Salvador,20,120108,39141,977
Fri,10,El Salvador,21,136556,49056,1135
Fri,11,El Salvador,22,134797,57937,1212
Fri,12,El Salvador,22,102185,48051,1013
Fri,13,El Salvador,20,67036,43854,917
Fri,14,El Salvador,22,95162,51387,1026
Fri,15,El Salvador,22,97727,57712,1064
Fri,16,El Salvador,23,81978,51751,894
Fri,17,El Salvador,22,66366,43030,830
Fri,18,El Salvador,20,50934,35707,695
Fri,19,El Salvador,20,47183,33770,581
Fri,20,El Salvador,21,61459,34911,644
Fri,21,El Salvador,19,62893,35852,648
Fri,22,El Salvador,21,53902,30584,566
Fri,23,El Salvador,20,43712,23179,409
Sat,0,El Salvador,16,23361,13805,322
Sat,1,El Salvador,14,12096,5610,215
Sat,2,El Salvador,12,10913,6855,180
Sat,3,El Salvador,8,12134,4475,114
Sat,4,El Salvador,6,12447,3466,104
Sat,5,El Salvador,5,10149,4220,145
Sat,6,El Salvador,9,22212,5340,188
Sat,7,El Salvador,12,20977,13292,381
Sat,8,El Salvador,15,39901,24129,528
Sat,9,El Salvador,20,52823,33560,672
Sat,10,El Salvador,23,64732,39181,804
Sat,11,El Salvador,22,74138,42534,845
Sat,12,El Salvador,21,76131,41310,866
Sat,13,El Salvador,21,57710,38624,787
Sat,14,El Salvador,17,60738,34572,778
Sat,15,El Salvador,19,66003,34134,832
Sat,16,El Salvador,17,72548,40376,798
Sat,17,El Salvador,17,61217,35420,687
Sat,18,El Salvador,16,33525,20781,496
Sat,19,El Salvador,17,20827,14234,401
Sat,20,El Salvador,15,22872,15218,430
Sat,21,El Salvador,18,48672,25068,458
Sat,22,El Salvador,17,39071,20010,372
Sat,23,El Salvador,11,31617,16260,270
Sun,0,Estonia,8,23746,9036,124
Sun,1,Estonia,8,20672,13177,93
Sun,2,Estonia,6,19893,9324,84
Sun,3,Estonia,6,10859,5083,57
Sun,4,Estonia,3,8049,2194,26
Sun,5,Estonia,4,3224,2793,42
Sun,6,Estonia,4,4273,8100,82
Sun,7,Estonia,3,6885,10243,66
Sun,8,Estonia,8,14505,12810,171
Sun,9,Estonia,7,14573,12079,135
Sun,10,Estonia,10,18227,14906,205
Sun,11,Estonia,9,31679,13451,216
Sun,12,Estonia,11,31333,10926,193
Sun,13,Estonia,14,26467,9860,207
Sun,14,Estonia,16,31579,9107,215
Sun,15,Estonia,13,46082,11200,208
Sun,16,Estonia,13,58268,14391,248
Sun,17,Estonia,13,54352,13634,280
Sun,18,Estonia,14,36397,10638,223
Sun,19,Estonia,14,32633,9308,228
Sun,20,Estonia,14,50817,12765,324
Sun,21,Estonia,13,31311,10427,307
Sun,22,Estonia,14,47621,11638,275
Sun,23,Estonia,14,31330,11198,236
Mon,0,Estonia,12,35709,9715,171
Mon,1,Estonia,9,15772,3901,84
Mon,2,Estonia,9,8400,2135,67
Mon,3,Estonia,5,8010,2693,40
Mon,4,Estonia,5,2116,1108,28
Mon,5,Estonia,4,2883,3006,59
Mon,6,Estonia,6,14368,9584,163
Mon,7,Estonia,7,45156,18010,290
Mon,8,Estonia,10,55501,21710,387
Mon,9,Estonia,11,113503,45443,762
Mon,10,Estonia,13,168250,68051,823
Mon,11,Estonia,18,197369,72568,945
Mon,12,Estonia,18,193232,75079,973
Mon,13,Estonia,17,167451,72205,997
Mon,14,Estonia,19,216317,80306,1049
Mon,15,Estonia,19,216103,75227,996
Mon,16,Estonia,18,176125,61355,853
Mon,17,Estonia,18,162569,52296,776
Mon,18,Estonia,16,91937,32381,537
Mon,19,Estonia,20,84655,30647,536
Mon,20,Estonia,15,79169,25865,498
Mon,21,Estonia,13,86252,26660,530
Mon,22,Estonia,13,90326,25748,549
Mon,23,Estonia,16,68599,23144,449
Tue,0,Estonia,16,40972,16547,277
Tue,1,Estonia,14,16145,10660,159
Tue,2,Estonia,11,8548,3633,81
Tue,3,Estonia,6,5208,1069,46
Tue,4,Estonia,5,7761,3655,72
Tue,5,Estonia,7,6767,9888,128
Tue,6,Estonia,6,10250,19571,206
Tue,7,Estonia,8,40096,29153,275
Tue,8,Estonia,12,60001,34578,431
Tue,9,Estonia,15,135149,55385,856
Tue,10,Estonia,18,204196,78248,980
Tue,11,Estonia,16,170918,70565,982
Tue,12,Estonia,17,166391,67836,948
Tue,13,Estonia,19,181502,69093,1000
Tue,14,Estonia,19,214803,69327,1045
Tue,15,Estonia,18,188758,64981,998
Tue,16,Estonia,18,195843,59895,897
Tue,17,Estonia,17,140039,49134,781
Tue,18,Estonia,17,105110,36814,619
Tue,19,Estonia,18,76596,24396,501
Tue,20,Estonia,18,90426,26969,550
Tue,21,Estonia,16,93816,26906,490
Tue,22,Estonia,16,90314,26769,491
Tue,23,Estonia,16,63527,23659,402
Wed,0,Estonia,13,41646,19872,274
Wed,1,Estonia,14,19718,11211,169
Wed,2,Estonia,12,10687,7603,108
Wed,3,Estonia,11,2954,1874,46
Wed,4,Estonia,4,4436,2308,46
Wed,5,Estonia,5,6345,7777,120
Wed,6,Estonia,7,9263,15244,170
Wed,7,Estonia,9,30760,23151,279
Wed,8,Estonia,12,46840,28610,422
Wed,9,Estonia,15,112053,49687,701
Wed,10,Estonia,15,155324,69961,828
Wed,11,Estonia,17,168572,69689,969
Wed,12,Estonia,20,153803,62482,909
Wed,13,Estonia,19,168899,68623,984
Wed,14,Estonia,19,214008,68896,978
Wed,15,Estonia,20,199664,66271,1021
Wed,16,Estonia,23,211977,70749,959
Wed,17,Estonia,19,152652,45501,824
Wed,18,Estonia,17,109697,34260,621
Wed,19,Estonia,16,74379,27652,502
Wed,20,Estonia,18,92637,30128,572
Wed,21,Estonia,18,75370,22037,497
Wed,22,Estonia,18,74960,27460,491
Wed,23,Estonia,14,65817,21525,351
Thu,0,Estonia,12,40467,15754,252
Thu,1,Estonia,10,14724,7956,128
Thu,2,Estonia,8,8921,5308,91
Thu,3,Estonia,7,6062,2377,61
Thu,4,Estonia,9,4097,2893,72
Thu,5,Estonia,9,10834,12596,152
Thu,6,Estonia,7,18586,21568,219
Thu,7,Estonia,9,39652,24534,315
Thu,8,Estonia,12,53054,33888,379
Thu,9,Estonia,14,115742,49047,744
Thu,10,Estonia,16,168513,68079,871
Thu,11,Estonia,14,165444,66454,844
Thu,12,Estonia,15,169727,73718,884
Thu,13,Estonia,14,185422,75780,943
Thu,14,Estonia,20,219376,81314,1050
Thu,15,Estonia,15,222161,70017,993
Thu,16,Estonia,16,197916,60263,869
Thu,17,Estonia,19,144583,42260,732
Thu,18,Estonia,15,96066,36217,583
Thu,19,Estonia,17,80780,27232,540
Thu,20,Estonia,14,56113,22851,448
Thu,21,Estonia,17,75790,25644,440
Thu,22,Estonia,16,94027,28556,492
Thu,23,Estonia,15,66727,20779,337
Fri,0,Estonia,13,49455,15106,250
Fri,1,Estonia,11,21636,6133,143
Fri,2,Estonia,8,9121,2814,67
Fri,3,Estonia,7,9466,3182,68
Fri,4,Estonia,8,3875,1692,55
Fri,5,Estonia,6,5334,7582,89
Fri,6,Estonia,7,11450,19743,188
Fri,7,Estonia,7,32447,28419,273
Fri,8,Estonia,11,46431,33091,449
Fri,9,Estonia,16,113404,54569,741
Fri,10,Estonia,19,173156,68522,882
Fri,11,Estonia,21,192935,72620,943
Fri,12,Estonia,21,167449,62500,884
Fri,13,Estonia,20,184632,69120,852
Fri,14,Estonia,20,217877,65495,969
Fri,15,Estonia,18,231399,69463,952
Fri,16,Estonia,18,185390,51449,848
Fri,17,Estonia,18,113904,32315,561
Fri,18,Estonia,17,92979,28344,403
Fri,19,Estonia,16,67125,21447,385
Fri,20,Estonia,15,69388,22824,410
Fri,21,Estonia,14,59465,16682,304
Fri,22,Estonia,15,56305,16700,339
Fri,23,Estonia,14,43842,16018,258
Sat,0,Estonia,11,26993,9642,169
Sat,1,Estonia,11,17150,6914,86
Sat,2,Estonia,7,7307,3366,50
Sat,3,Estonia,6,6660,2223,47
Sat,4,Estonia,4,3922,1876,28
Sat,5,Estonia,4,5054,3727,65
Sat,6,Estonia,5,4813,12546,110
Sat,7,Estonia,7,13004,17359,146
Sat,8,Estonia,10,19276,12561,188
Sat,9,Estonia,9,22048,7315,159
Sat,10,Estonia,12,23803,8435,169
Sat,11,Estonia,13,29129,12946,228
Sat,12,Estonia,13,26621,9229,213
Sat,13,Estonia,15,33570,9710,273
Sat,14,Estonia,16,43902,12809,280
Sat,15,Estonia,15,41753,11907,277
Sat,16,Estonia,14,40578,11700,271
Sat,17,Estonia,14,38635,7265,180
Sat,18,Estonia,14,35053,11456,231
Sat,19,Estonia,16,47034,16354,302
Sat,20,Estonia,15,46669,10791,224
Sat,21,Estonia,10,30552,9781,192
Sat,22,Estonia,11,28845,12365,176
Sat,23,Estonia,7,30688,10398,148
Sun,0,Ethiopia,1,0,80,4
Sun,3,Ethiopia,1,1,1,1
Sun,4,Ethiopia,1,2,65,5
Sun,5,Ethiopia,1,246,629,19
Sun,6,Ethiopia,1,111,676,8
Sun,7,Ethiopia,1,373,1055,6
Sun,8,Ethiopia,3,713,1010,16
Sun,9,Ethiopia,3,720,1087,14
Sun,10,Ethiopia,4,9077,1521,32
Sun,11,Ethiopia,6,8740,2282,43
Sun,12,Ethiopia,6,11388,3218,44
Sun,13,Ethiopia,6,8334,3823,53
Sun,14,Ethiopia,4,2298,1843,25
Sun,15,Ethiopia,3,1267,1242,19
Sun,16,Ethiopia,3,403,1051,13
Sun,17,Ethiopia,3,281,453,6
Sun,18,Ethiopia,1,81,25,11
Sun,19,Ethiopia,2,205,864,11
Sun,20,Ethiopia,3,213,258,11
Sun,21,Ethiopia,2,102,180,9
Sun,22,Ethiopia,3,168,714,9
Sun,23,Ethiopia,3,1776,1499,19
Mon,0,Ethiopia,4,1193,1179,15
Mon,1,Ethiopia,2,966,1670,23
Mon,2,Ethiopia,2,1377,1699,6
Mon,4,Ethiopia,1,,,3
Mon,5,Ethiopia,2,264,12,7
Mon,6,Ethiopia,2,2921,344,13
Mon,7,Ethiopia,1,411,1045,25
Mon,8,Ethiopia,1,368,820,11
Mon,9,Ethiopia,2,81,246,20
Mon,10,Ethiopia,2,1530,606,20
Mon,11,Ethiopia,4,1962,1926,32
Mon,12,Ethiopia,4,1961,2161,29
Mon,13,Ethiopia,4,2204,2292,44
Mon,14,Ethiopia,3,2177,1883,32
Mon,15,Ethiopia,3,401,238,12
Mon,16,Ethiopia,2,49,423,16
Mon,17,Ethiopia,1,43,304,2
Mon,18,Ethiopia,2,137,269,10
Mon,19,Ethiopia,2,469,382,11
Mon,20,Ethiopia,1,28,96,5
Mon,21,Ethiopia,1,1,67,3
Mon,22,Ethiopia,3,2559,386,10
Mon,23,Ethiopia,2,10902,1419,23
Tue,0,Ethiopia,1,8009,289,19
Tue,1,Ethiopia,2,5422,300,19
Tue,2,Ethiopia,3,170,314,14
Tue,3,Ethiopia,1,,,6
