active_contractors,total_contractors,percent_activity,utc_dayoftheweek,utc_hour,country
1.2916666667,18,0.0717592593,1,12,Cambodia
1.7608695652,18,0.097826087,1,13,Cambodia
2.5098039216,18,0.1394335512,1,14,Cambodia
2.5490196078,18,0.1416122004,1,15,Cambodia
2.1041666667,18,0.1168981481,1,16,Cambodia
1.4848484848,18,0.0824915825,1,17,Cambodia
1.2,18,0.0666666667,1,18,Cambodia
1,18,0.0555555556,1,19,Cambodia
1,18,0.0555555556,1,20,Cambodia
1,18,0.0555555556,1,21,Cambodia
1,18,0.0555555556,1,22,Cambodia
1,18,0.0555555556,1,23,Cambodia
1.2222222222,18,0.0679012346,2,0,Cambodia
1.6052631579,18,0.0891812865,2,1,Cambodia
1.8372093023,18,0.1020671835,2,2,Cambodia
1.9375,18,0.1076388889,2,3,Cambodia
1.8723404255,18,0.1040189125,2,4,Cambodia
1.6666666667,18,0.0925925926,2,5,Cambodia
1.6666666667,18,0.0925925926,2,6,Cambodia
1.8510638298,18,0.1028368794,2,7,Cambodia
2.1428571429,18,0.119047619,2,8,Cambodia
2.0816326531,18,0.1156462585,2,9,Cambodia
1.8043478261,18,0.1002415459,2,10,Cambodia
1.303030303,18,0.0723905724,2,11,Cambodia
1.4814814815,18,0.0823045267,2,12,Cambodia
2,18,0.1111111111,2,13,Cambodia
2.68,18,0.1488888889,2,14,Cambodia
2.5098039216,18,0.1394335512,2,15,Cambodia
2.25,18,0.125,2,16,Cambodia
1.4571428571,18,0.080952381,2,17,Cambodia
1,18,0.0555555556,2,18,Cambodia
1,18,0.0555555556,2,19,Cambodia
1,18,0.0555555556,2,20,Cambodia
1,18,0.0555555556,2,21,Cambodia
1,18,0.0555555556,2,22,Cambodia
1,18,0.0555555556,2,23,Cambodia
1.3333333333,18,0.0740740741,3,0,Cambodia
1.5666666667,18,0.087037037,3,1,Cambodia
1.756097561,18,0.0975609756,3,2,Cambodia
1.8260869565,18,0.1014492754,3,3,Cambodia
1.7872340426,18,0.0992907801,3,4,Cambodia
1.5945945946,18,0.0885885886,3,5,Cambodia
1.59375,18,0.0885416667,3,6,Cambodia
1.8913043478,18,0.1050724638,3,7,Cambodia
2.1632653061,18,0.1201814059,3,8,Cambodia
2.1666666667,18,0.1203703704,3,9,Cambodia
1.7708333333,18,0.0983796296,3,10,Cambodia
1.45,18,0.0805555556,3,11,Cambodia
1.4516129032,18,0.0806451613,3,12,Cambodia
1.8409090909,18,0.1022727273,3,13,Cambodia
2.62,18,0.1455555556,3,14,Cambodia
2.54,18,0.1411111111,3,15,Cambodia
2.1020408163,18,0.1167800454,3,16,Cambodia
1.7027027027,18,0.0945945946,3,17,Cambodia
1.1304347826,18,0.0628019324,3,18,Cambodia
1.1052631579,18,0.0614035088,3,19,Cambodia
1.0769230769,18,0.0598290598,3,20,Cambodia
1.0833333333,18,0.0601851852,3,21,Cambodia
1.0833333333,18,0.0601851852,3,22,Cambodia
1.0769230769,18,0.0598290598,3,23,Cambodia
1.347826087,18,0.0748792271,4,0,Cambodia
1.625,18,0.0902777778,4,1,Cambodia
1.8372093023,18,0.1020671835,4,2,Cambodia
1.8723404255,18,0.1040189125,4,3,Cambodia
1.8541666667,18,0.1030092593,4,4,Cambodia
1.825,18,0.1013888889,4,5,Cambodia
1.6363636364,18,0.0909090909,4,6,Cambodia
1.9583333333,18,0.1087962963,4,7,Cambodia
2.2857142857,18,0.126984127,4,8,Cambodia
2.3404255319,18,0.1300236407,4,9,Cambodia
1.9545454545,18,0.1085858586,4,10,Cambodia
1.3448275862,18,0.0747126437,4,11,Cambodia
1.4482758621,18,0.0804597701,4,12,Cambodia
2,18,0.1111111111,4,13,Cambodia
2.568627451,18,0.1427015251,4,14,Cambodia
2.568627451,18,0.1427015251,4,15,Cambodia
2.28,18,0.1266666667,4,16,Cambodia
1.5588235294,18,0.0866013072,4,17,Cambodia
1.3636363636,18,0.0757575758,4,18,Cambodia
1.375,18,0.0763888889,4,19,Cambodia
1,18,0.0555555556,4,20,Cambodia
1,18,0.0555555556,4,21,Cambodia
1,18,0.0555555556,4,22,Cambodia
1.0769230769,18,0.0598290598,4,23,Cambodia
1.380952381,18,0.0767195767,5,0,Cambodia
1.4210526316,18,0.0789473684,5,1,Cambodia
1.7727272727,18,0.0984848485,5,2,Cambodia
1.9166666667,18,0.1064814815,5,3,Cambodia
1.829787234,18,0.1016548463,5,4,Cambodia
1.5833333333,18,0.087962963,5,5,Cambodia
1.4411764706,18,0.0800653595,5,6,Cambodia
2.0487804878,18,0.1138211382,5,7,Cambodia
2.1666666667,18,0.1203703704,5,8,Cambodia
2.0612244898,18,0.1145124717,5,9,Cambodia
1.8444444444,18,0.1024691358,5,10,Cambodia
1.4210526316,18,0.0789473684,5,11,Cambodia
1.2777777778,18,0.0709876543,5,12,Cambodia
1.7173913043,18,0.095410628,5,13,Cambodia
2.5714285714,18,0.1428571429,5,14,Cambodia
2.42,18,0.1344444444,5,15,Cambodia
2.0222222222,18,0.112345679,5,16,Cambodia
1.2692307692,18,0.0705128205,5,17,Cambodia
1.0769230769,18,0.0598290598,5,18,Cambodia
1,18,0.0555555556,5,19,Cambodia
1,18,0.0555555556,5,20,Cambodia
1,18,0.0555555556,5,21,Cambodia
1,18,0.0555555556,5,22,Cambodia
1.1111111111,18,0.0617283951,5,23,Cambodia
1.2,18,0.0666666667,6,0,Cambodia
1.2962962963,18,0.0720164609,6,1,Cambodia
1.4358974359,18,0.0797720798,6,2,Cambodia
1.5365853659,18,0.0853658537,6,3,Cambodia
1.5238095238,18,0.0846560847,6,4,Cambodia
1.1904761905,18,0.0661375661,6,5,Cambodia
1.3,18,0.0722222222,6,6,Cambodia
1.4333333333,18,0.0796296296,6,7,Cambodia
1.5555555556,18,0.0864197531,6,8,Cambodia
1.6111111111,18,0.0895061728,6,9,Cambodia
1.6363636364,18,0.0909090909,6,10,Cambodia
1.2857142857,18,0.0714285714,6,11,Cambodia
1.3181818182,18,0.0732323232,6,12,Cambodia
1.3333333333,18,0.0740740741,6,13,Cambodia
1.5428571429,18,0.0857142857,6,14,Cambodia
1.4857142857,18,0.0825396825,6,15,Cambodia
1.275862069,18,0.0708812261,6,16,Cambodia
1,18,0.0555555556,6,17,Cambodia
1,18,0.0555555556,6,18,Cambodia
1,18,0.0555555556,6,19,Cambodia
1,18,0.0555555556,6,20,Cambodia
1,18,0.0555555556,6,21,Cambodia
1,18,0.0555555556,6,22,Cambodia
1,18,0.0555555556,6,23,Cambodia
1.1176470588,31,0.0360531309,0,0,Cameroon
1.1578947368,31,0.0373514431,0,1,Cameroon
1.25,31,0.0403225806,0,2,Cameroon
1.1818181818,31,0.0381231672,0,3,Cameroon
1.2222222222,31,0.0394265233,0,4,Cameroon
1.1176470588,31,0.0360531309,0,5,Cameroon
1,31,0.0322580645,0,6,Cameroon
1.1333333333,31,0.0365591398,0,7,Cameroon
1.25,31,0.0403225806,0,8,Cameroon
1.2727272727,31,0.0410557185,0,9,Cameroon
1.3684210526,31,0.0441426146,0,10,Cameroon
1.32,31,0.0425806452,0,11,Cameroon
1.1923076923,31,0.0384615385,0,12,Cameroon
1.1111111111,31,0.0358422939,0,13,Cameroon
1.3636363636,31,0.0439882698,0,14,Cameroon
1.4,31,0.0451612903,0,15,Cameroon
1.2777777778,31,0.041218638,0,16,Cameroon
1.1363636364,31,0.0366568915,0,17,Cameroon
1.2592592593,31,0.0406212664,0,18,Cameroon
1.32,31,0.0425806452,0,19,Cameroon
1.3333333333,31,0.0430107527,0,20,Cameroon
1.1428571429,31,0.0368663594,0,21,Cameroon
1.1290322581,31,0.0364203954,0,22,Cameroon
1.1515151515,31,0.03714565,0,23,Cameroon
1.3157894737,31,0.0424448217,1,0,Cameroon
1.1,31,0.035483871,1,1,Cameroon
1.1428571429,31,0.0368663594,1,2,Cameroon
1.25,31,0.0403225806,1,3,Cameroon
1.0714285714,31,0.034562212,1,4,Cameroon
1.5357142857,31,0.0495391705,1,5,Cameroon
2.511627907,31,0.0810202551,1,6,Cameroon
2.96,31,0.095483871,1,7,Cameroon
3.0980392157,31,0.0999367489,1,8,Cameroon
3.2352941176,31,0.1043643264,1,9,Cameroon
2.92,31,0.0941935484,1,10,Cameroon
2.62,31,0.084516129,1,11,Cameroon
2.6734693878,31,0.086240948,1,12,Cameroon
2.74,31,0.0883870968,1,13,Cameroon
2.98,31,0.0961290323,1,14,Cameroon
2.7450980392,31,0.0885515497,1,15,Cameroon
2.6274509804,31,0.0847564832,1,16,Cameroon
2.3469387755,31,0.0757077024,1,17,Cameroon
1.6046511628,31,0.0517629407,1,18,Cameroon
1.5,31,0.0483870968,1,19,Cameroon
1.4358974359,31,0.0463192721,1,20,Cameroon
1.6046511628,31,0.0517629407,1,21,Cameroon
1.5777777778,31,0.0508960573,1,22,Cameroon
1.4545454545,31,0.0469208211,1,23,Cameroon
1.2173913043,31,0.0392706872,2,0,Cameroon
1.1111111111,31,0.0358422939,2,1,Cameroon
1.1111111111,31,0.0358422939,2,2,Cameroon
1.4444444444,31,0.0465949821,2,3,Cameroon
1.2222222222,31,0.0394265233,2,4,Cameroon
1.5789473684,31,0.0509337861,2,5,Cameroon
3.0425531915,31,0.0981468771,2,6,Cameroon
3.6346153846,31,0.1172456576,2,7,Cameroon
3.8269230769,31,0.1234491315,2,8,Cameroon
3.5,31,0.1129032258,2,9,Cameroon
3.2692307692,31,0.1054590571,2,10,Cameroon
3.0196078431,31,0.0974067046,2,11,Cameroon
2.9,31,0.0935483871,2,12,Cameroon
2.98,31,0.0961290323,2,13,Cameroon
2.6326530612,31,0.0849242923,2,14,Cameroon
2.3333333333,31,0.0752688172,2,15,Cameroon
2.06,31,0.0664516129,2,16,Cameroon
2.0227272727,31,0.0652492669,2,17,Cameroon
1.8571428571,31,0.0599078341,2,18,Cameroon
1.6444444444,31,0.053046595,2,19,Cameroon
1.6041666667,31,0.0517473118,2,20,Cameroon
1.6458333333,31,0.0530913978,2,21,Cameroon
1.5869565217,31,0.0511921459,2,22,Cameroon
1.5,31,0.0483870968,2,23,Cameroon
1.347826087,31,0.0434782609,3,0,Cameroon
1.1428571429,31,0.0368663594,3,1,Cameroon
1.1333333333,31,0.0365591398,3,2,Cameroon
1.25,31,0.0403225806,3,3,Cameroon
1,31,0.0322580645,3,4,Cameroon
1.6129032258,31,0.0520291363,3,5,Cameroon
2.7446808511,31,0.088538092,3,6,Cameroon
3.2941176471,31,0.1062618596,3,7,Cameroon
3.3725490196,31,0.1087919039,3,8,Cameroon
3.2884615385,31,0.1060794045,3,9,Cameroon
2.9807692308,31,0.0961538462,3,10,Cameroon
2.8846153846,31,0.0930521092,3,11,Cameroon
3.0980392157,31,0.0999367489,3,12,Cameroon
3.2307692308,31,0.1042183623,3,13,Cameroon
3.0384615385,31,0.0980148883,3,14,Cameroon
2.9807692308,31,0.0961538462,3,15,Cameroon
2.7843137255,31,0.0898165718,3,16,Cameroon
2.5416666667,31,0.0819892473,3,17,Cameroon
1.7291666667,31,0.0557795699,3,18,Cameroon
1.6818181818,31,0.0542521994,3,19,Cameroon
1.5918367347,31,0.0513495721,3,20,Cameroon
1.72,31,0.055483871,3,21,Cameroon
1.8043478261,31,0.0582047686,3,22,Cameroon
1.375,31,0.0443548387,3,23,Cameroon
1.2692307692,31,0.040942928,4,0,Cameroon
1.1538461538,31,0.0372208437,4,1,Cameroon
1,31,0.0322580645,4,2,Cameroon
1.1111111111,31,0.0358422939,4,3,Cameroon
1.1176470588,31,0.0360531309,4,4,Cameroon
1.7941176471,31,0.0578747628,4,5,Cameroon
2.75,31,0.0887096774,4,6,Cameroon
3.3529411765,31,0.1081593928,4,7,Cameroon
3.568627451,31,0.1151170145,4,8,Cameroon
3.4901960784,31,0.1125869703,4,9,Cameroon
3.3269230769,31,0.1073200993,4,10,Cameroon
3.0784313725,31,0.0993042378,4,11,Cameroon
2.9607843137,31,0.0955091714,4,12,Cameroon
3.08,31,0.0993548387,4,13,Cameroon
3.0192307692,31,0.0973945409,4,14,Cameroon
2.98,31,0.0961290323,4,15,Cameroon
2.68,31,0.0864516129,4,16,Cameroon
2.2916666667,31,0.0739247312,4,17,Cameroon
1.7333333333,31,0.0559139785,4,18,Cameroon
1.5476190476,31,0.0499231951,4,19,Cameroon
1.5625,31,0.0504032258,4,20,Cameroon
1.5882352941,31,0.0512333966,4,21,Cameroon
1.5416666667,31,0.0497311828,4,22,Cameroon
1.3333333333,31,0.0430107527,4,23,Cameroon
1.0714285714,31,0.034562212,5,0,Cameroon
1,31,0.0322580645,5,1,Cameroon
1,31,0.0322580645,5,2,Cameroon
1,31,0.0322580645,5,3,Cameroon
1.1111111111,31,0.0358422939,5,4,Cameroon
1.5714285714,31,0.0506912442,5,5,Cameroon
2.9777777778,31,0.0960573477,5,6,Cameroon
3.3076923077,31,0.1066997519,5,7,Cameroon
3.6153846154,31,0.1166253102,5,8,Cameroon
3.3269230769,31,0.1073200993,5,9,Cameroon
3.25,31,0.1048387097,5,10,Cameroon
3.2352941176,31,0.1043643264,5,11,Cameroon
3.0392156863,31,0.0980392157,5,12,Cameroon
3.16,31,0.1019354839,5,13,Cameroon
3.2978723404,31,0.1063829787,5,14,Cameroon
2.75,31,0.0887096774,5,15,Cameroon
2.1875,31,0.0705645161,5,16,Cameroon
2.0212765957,31,0.0652024708,5,17,Cameroon
1.5319148936,31,0.0494166095,5,18,Cameroon
1.511627907,31,0.0487621905,5,19,Cameroon
1.4222222222,31,0.0458781362,5,20,Cameroon
1.5454545455,31,0.0498533724,5,21,Cameroon
1.4583333333,31,0.0470430108,5,22,Cameroon
1.3333333333,31,0.0430107527,5,23,Cameroon
1.2592592593,31,0.0406212664,6,0,Cameroon
1.1578947368,31,0.0373514431,6,1,Cameroon
1.0526315789,31,0.0339558574,6,2,Cameroon
1.4166666667,31,0.0456989247,6,3,Cameroon
1.1333333333,31,0.0365591398,6,4,Cameroon
1.2692307692,31,0.040942928,6,5,Cameroon
1.9565217391,31,0.0631136045,6,6,Cameroon
2.5098039216,31,0.0809614168,6,7,Cameroon
3.14,31,0.1012903226,6,8,Cameroon
2.9607843137,31,0.0955091714,6,9,Cameroon
2.8333333333,31,0.0913978495,6,10,Cameroon
2.347826087,31,0.0757363254,6,11,Cameroon
2,31,0.064516129,6,12,Cameroon
2.1794871795,31,0.070306038,6,13,Cameroon
1.8,31,0.0580645161,6,14,Cameroon
1.65625,31,0.0534274194,6,15,Cameroon
1.4054054054,31,0.0453356582,6,16,Cameroon
1.4848484848,31,0.0478983382,6,17,Cameroon
1.5588235294,31,0.05028463,6,18,Cameroon
1.4375,31,0.0463709677,6,19,Cameroon
1.25,31,0.0403225806,6,20,Cameroon
1.358974359,31,0.0438378825,6,21,Cameroon
1.3714285714,31,0.0442396313,6,22,Cameroon
1.2916666667,31,0.0416666667,6,23,Cameroon
20.0961538462,1180,0.0170306389,0,0,Canada
19.8461538462,1180,0.0168187744,0,1,Canada
18.8846153846,1180,0.0160039113,0,2,Canada
17.2307692308,1180,0.0146023468,0,3,Canada
15.1153846154,1180,0.012809648,0,4,Canada
12.7307692308,1180,0.0107887875,0,5,Canada
10.9423076923,1180,0.0092731421,0,6,Canada
9.9807692308,1180,0.008458279,0,7,Canada
8.7884615385,1180,0.0074478488,0,8,Canada
7.7692307692,1180,0.0065840939,0,9,Canada
7.8461538462,1180,0.0066492829,0,10,Canada
8.5384615385,1180,0.0072359844,0,11,Canada
11.1538461538,1180,0.009452412,0,12,Canada
15.2692307692,1180,0.0129400261,0,13,Canada
19.7115384615,1180,0.0167046936,0,14,Canada
23.4615384615,1180,0.0198826597,0,15,Canada
25.0192307692,1180,0.0212027379,0,16,Canada
26.1923076923,1180,0.0221968709,0,17,Canada
27.4038461538,1180,0.0232235984,0,18,Canada
27.4807692308,1180,0.0232887875,0,19,Canada
27.9230769231,1180,0.0236636245,0,20,Canada
28,1180,0.0237288136,0,21,Canada
26.8461538462,1180,0.0227509778,0,22,Canada
24.0961538462,1180,0.0204204694,0,23,Canada
21.1923076923,1180,0.0179595828,1,0,Canada
18.5576923077,1180,0.0157268579,1,1,Canada
17.8653846154,1180,0.0151401565,1,2,Canada
16.8846153846,1180,0.0143089961,1,3,Canada
15.1538461538,1180,0.0128422425,1,4,Canada
13.3653846154,1180,0.0113265971,1,5,Canada
13.25,1180,0.0112288136,1,6,Canada
13.1923076923,1180,0.0111799218,1,7,Canada
13.5576923077,1180,0.0114895698,1,8,Canada
14.1346153846,1180,0.0119784876,1,9,Canada
15.9038461538,1180,0.0134778357,1,10,Canada
18.8461538462,1180,0.0159713168,1,11,Canada
24.8653846154,1180,0.0210723598,1,12,Canada
34.7692307692,1180,0.0294654498,1,13,Canada
44.2692307692,1180,0.0375162973,1,14,Canada
51.3076923077,1180,0.0434810952,1,15,Canada
55.4038461538,1180,0.046952412,1,16,Canada
57.4230769231,1180,0.0486636245,1,17,Canada
59.1923076923,1180,0.0501629726,1,18,Canada
58.4807692308,1180,0.0495599739,1,19,Canada
55.8846153846,1180,0.0473598435,1,20,Canada
52.1730769231,1180,0.044214472,1,21,Canada
46.2115384615,1180,0.0391623207,1,22,Canada
39.6538461538,1180,0.0336049544,1,23,Canada
34.4423076923,1180,0.0291883963,2,0,Canada
31.7692307692,1180,0.0269230769,2,1,Canada
28.9615384615,1180,0.0245436767,2,2,Canada
26.4038461538,1180,0.0223761408,2,3,Canada
22.6730769231,1180,0.019214472,2,4,Canada
19.25,1180,0.0163135593,2,5,Canada
17.4807692308,1180,0.0148142112,2,6,Canada
16.5769230769,1180,0.0140482399,2,7,Canada
15.6923076923,1180,0.0132985658,2,8,Canada
15.9807692308,1180,0.0135430248,2,9,Canada
17.0961538462,1180,0.014488266,2,10,Canada
21.1730769231,1180,0.0179432855,2,11,Canada
27.2692307692,1180,0.0231095176,2,12,Canada
38.1538461538,1180,0.0323337679,2,13,Canada
48,1180,0.0406779661,2,14,Canada
55.0961538462,1180,0.0466916558,2,15,Canada
60.3846153846,1180,0.0511734029,2,16,Canada
63.1153846154,1180,0.0534876141,2,17,Canada
63.4423076923,1180,0.0537646675,2,18,Canada
61.2692307692,1180,0.0519230769,2,19,Canada
60.4038461538,1180,0.0511897001,2,20,Canada
55.4038461538,1180,0.046952412,2,21,Canada
48.7307692308,1180,0.0412972621,2,22,Canada
41.6730769231,1180,0.0353161669,2,23,Canada
36.0961538462,1180,0.0305899609,3,0,Canada
34.3846153846,1180,0.0291395046,3,1,Canada
31.9423076923,1180,0.0270697523,3,2,Canada
27.8653846154,1180,0.0236147327,3,3,Canada
24.8653846154,1180,0.0210723598,3,4,Canada
20.9423076923,1180,0.0177477184,3,5,Canada
18.4230769231,1180,0.0156127771,3,6,Canada
17,1180,0.0144067797,3,7,Canada
16.1730769231,1180,0.0137059974,3,8,Canada
16.6153846154,1180,0.0140808344,3,9,Canada
18.0769230769,1180,0.0153194263,3,10,Canada
21.0192307692,1180,0.0178129074,3,11,Canada
28.4230769231,1180,0.0240873533,3,12,Canada
38.9038461538,1180,0.0329693611,3,13,Canada
50.7692307692,1180,0.0430247718,3,14,Canada
56.7692307692,1180,0.0481095176,3,15,Canada
61.25,1180,0.0519067797,3,16,Canada
62.7692307692,1180,0.0531942634,3,17,Canada
64.6923076923,1180,0.0548239896,3,18,Canada
64.0384615385,1180,0.0542698827,3,19,Canada
61.4615384615,1180,0.0520860495,3,20,Canada
56.7115384615,1180,0.0480606258,3,21,Canada
48.1730769231,1180,0.0408246415,3,22,Canada
42.1538461538,1180,0.0357235984,3,23,Canada
38.6538461538,1180,0.0327574967,4,0,Canada
32.9807692308,1180,0.0279498044,4,1,Canada
31.3653846154,1180,0.0265808344,4,2,Canada
29.1346153846,1180,0.024690352,4,3,Canada
25.0961538462,1180,0.021267927,4,4,Canada
20.9807692308,1180,0.0177803129,4,5,Canada
19.1538461538,1180,0.016232073,4,6,Canada
16.8076923077,1180,0.014243807,4,7,Canada
16.1153846154,1180,0.0136571056,4,8,Canada
16.2307692308,1180,0.0137548892,4,9,Canada
17.5769230769,1180,0.0148956975,4,10,Canada
21.3846153846,1180,0.0181225554,4,11,Canada
28.5384615385,1180,0.0241851369,4,12,Canada
38.6346153846,1180,0.0327411995,4,13,Canada
49.0961538462,1180,0.04160691,4,14,Canada
55.1730769231,1180,0.0467568449,4,15,Canada
59.6346153846,1180,0.0505378096,4,16,Canada
62.0192307692,1180,0.0525586701,4,17,Canada
63.0576923077,1180,0.0534387223,4,18,Canada
62.3076923077,1180,0.0528031291,4,19,Canada
60.1923076923,1180,0.0510104302,4,20,Canada
54.5192307692,1180,0.0462027379,4,21,Canada
45.8846153846,1180,0.0388852673,4,22,Canada
39.1923076923,1180,0.0332138201,4,23,Canada
35.0961538462,1180,0.0297425033,5,0,Canada
33.2307692308,1180,0.0281616688,5,1,Canada
31.3653846154,1180,0.0265808344,5,2,Canada
26.8076923077,1180,0.0227183833,5,3,Canada
23.0384615385,1180,0.0195241199,5,4,Canada
19.8461538462,1180,0.0168187744,5,5,Canada
17.5961538462,1180,0.0149119948,5,6,Canada
16.75,1180,0.0141949153,5,7,Canada
15.5384615385,1180,0.0131681877,5,8,Canada
15.9230769231,1180,0.013494133,5,9,Canada
16.5576923077,1180,0.0140319426,5,10,Canada
20.2307692308,1180,0.0171447197,5,11,Canada
26.4230769231,1180,0.0223924381,5,12,Canada
37.1153846154,1180,0.0314537158,5,13,Canada
45.5961538462,1180,0.0386408083,5,14,Canada
51,1180,0.043220339,5,15,Canada
53.6346153846,1180,0.0454530639,5,16,Canada
55.9230769231,1180,0.0473924381,5,17,Canada
56.9038461538,1180,0.0482235984,5,18,Canada
55.75,1180,0.0472457627,5,19,Canada
52.5,1180,0.0444915254,5,20,Canada
46.3269230769,1180,0.0392601043,5,21,Canada
40.4230769231,1180,0.0342568449,5,22,Canada
33.25,1180,0.0281779661,5,23,Canada
28.641509434,1180,0.0242724656,6,0,Canada
26.1132075472,1180,0.0221298369,6,1,Canada
23.7547169811,1180,0.0201311161,6,2,Canada
20.0377358491,1180,0.0169811321,6,3,Canada
18.3962264151,1180,0.0155900224,6,4,Canada
14.8490566038,1180,0.0125839463,6,5,Canada
13.2264150943,1180,0.0112088264,6,6,Canada
11.320754717,1180,0.0095938599,6,7,Canada
10.358490566,1180,0.0087783818,6,8,Canada
8.679245283,1180,0.0073552926,6,9,Canada
8.6037735849,1180,0.0072913335,6,10,Canada
9.7547169811,1180,0.0082667093,6,11,Canada
12.641509434,1180,0.0107131436,6,12,Canada
15.641509434,1180,0.0132555165,6,13,Canada
19.6981132075,1180,0.0166933163,6,14,Canada
21.3773584906,1180,0.0181164055,6,15,Canada
22.7735849057,1180,0.0192996482,6,16,Canada
24.2264150943,1180,0.0205308602,6,17,Canada
23.8301886792,1180,0.0201950752,6,18,Canada
24.8490566038,1180,0.0210585225,6,19,Canada
24.7924528302,1180,0.0210105532,6,20,Canada
23.3773584906,1180,0.0198113208,6,21,Canada
21.6226415094,1180,0.0183242725,6,22,Canada
20.9245283019,1180,0.0177326511,6,23,Canada
1,3,0.3333333333,0,0,Cayman Islands
1,3,0.3333333333,0,1,Cayman Islands
1,3,0.3333333333,0,2,Cayman Islands
1,3,0.3333333333,0,3,Cayman Islands
1,3,0.3333333333,0,4,Cayman Islands
1,3,0.3333333333,0,6,Cayman Islands
1,3,0.3333333333,0,7,Cayman Islands
1,3,0.3333333333,0,8,Cayman Islands
1,3,0.3333333333,0,9,Cayman Islands
1,3,0.3333333333,0,10,Cayman Islands
1,3,0.3333333333,0,11,Cayman Islands
1,3,0.3333333333,0,12,Cayman Islands
1,3,0.3333333333,0,13,Cayman Islands
1,3,0.3333333333,0,14,Cayman Islands
1,3,0.3333333333,0,15,Cayman Islands
1,3,0.3333333333,0,16,Cayman Islands
1,3,0.3333333333,0,17,Cayman Islands
1,3,0.3333333333,0,18,Cayman Islands
1.0833333333,3,0.3611111111,0,19,Cayman Islands
1,3,0.3333333333,0,20,Cayman Islands
1,3,0.3333333333,0,21,Cayman Islands
1,3,0.3333333333,0,22,Cayman Islands
1.25,3,0.4166666667,0,23,Cayman Islands
1,3,0.3333333333,1,0,Cayman Islands
1,3,0.3333333333,1,1,Cayman Islands
1,3,0.3333333333,1,2,Cayman Islands
1,3,0.3333333333,1,3,Cayman Islands
1,3,0.3333333333,1,8,Cayman Islands
1,3,0.3333333333,1,9,Cayman Islands
1,3,0.3333333333,1,11,Cayman Islands
1,3,0.3333333333,1,12,Cayman Islands
1,3,0.3333333333,1,13,Cayman Islands
1,3,0.3333333333,1,15,Cayman Islands
1,3,0.3333333333,1,16,Cayman Islands
1,3,0.3333333333,1,17,Cayman Islands
1,3,0.3333333333,1,18,Cayman Islands
1,3,0.3333333333,1,19,Cayman Islands
1,3,0.3333333333,1,20,Cayman Islands
1,3,0.3333333333,2,0,Cayman Islands
1,3,0.3333333333,2,1,Cayman Islands
1,3,0.3333333333,2,2,Cayman Islands
1,3,0.3333333333,2,5,Cayman Islands
1,3,0.3333333333,2,7,Cayman Islands
1,3,0.3333333333,2,8,Cayman Islands
1,3,0.3333333333,2,9,Cayman Islands
1,3,0.3333333333,2,10,Cayman Islands
1,3,0.3333333333,2,11,Cayman Islands
1,3,0.3333333333,2,12,Cayman Islands
1,3,0.3333333333,2,13,Cayman Islands
1.3333333333,3,0.4444444444,2,14,Cayman Islands
1,3,0.3333333333,2,15,Cayman Islands
1,3,0.3333333333,2,16,Cayman Islands
1,3,0.3333333333,2,17,Cayman Islands
1,3,0.3333333333,2,18,Cayman Islands
1,3,0.3333333333,2,19,Cayman Islands
1,3,0.3333333333,2,20,Cayman Islands
1,3,0.3333333333,2,21,Cayman Islands
1,3,0.3333333333,2,22,Cayman Islands
1,3,0.3333333333,2,23,Cayman Islands
1,3,0.3333333333,3,0,Cayman Islands
1,3,0.3333333333,3,1,Cayman Islands
1,3,0.3333333333,3,2,Cayman Islands
1,3,0.3333333333,3,3,Cayman Islands
1,3,0.3333333333,3,6,Cayman Islands
1,3,0.3333333333,3,7,Cayman Islands
1,3,0.3333333333,3,8,Cayman Islands
1,3,0.3333333333,3,10,Cayman Islands
1,3,0.3333333333,3,11,Cayman Islands
1,3,0.3333333333,3,12,Cayman Islands
1,3,0.3333333333,3,13,Cayman Islands
1,3,0.3333333333,3,14,Cayman Islands
1,3,0.3333333333,3,15,Cayman Islands
1,3,0.3333333333,3,16,Cayman Islands
1.1666666667,3,0.3888888889,3,17,Cayman Islands
1,3,0.3333333333,3,18,Cayman Islands
1,3,0.3333333333,3,19,Cayman Islands
1,3,0.3333333333,3,20,Cayman Islands
1,3,0.3333333333,3,21,Cayman Islands
1,3,0.3333333333,3,22,Cayman Islands
1,3,0.3333333333,3,23,Cayman Islands
1,3,0.3333333333,4,0,Cayman Islands
1,3,0.3333333333,4,1,Cayman Islands
1,3,0.3333333333,4,2,Cayman Islands
1,3,0.3333333333,4,3,Cayman Islands
1,3,0.3333333333,4,4,Cayman Islands
1,3,0.3333333333,4,5,Cayman Islands
1.3333333333,3,0.4444444444,4,6,Cayman Islands
1.25,3,0.4166666667,4,7,Cayman Islands
1.3333333333,3,0.4444444444,4,8,Cayman Islands
1.3333333333,3,0.4444444444,4,9,Cayman Islands
1.5,3,0.5,4,10,Cayman Islands
1,3,0.3333333333,4,11,Cayman Islands
1,3,0.3333333333,4,12,Cayman Islands
1,3,0.3333333333,4,13,Cayman Islands
1,3,0.3333333333,4,14,Cayman Islands
1,3,0.3333333333,4,16,Cayman Islands
1,3,0.3333333333,4,17,Cayman Islands
1,3,0.3333333333,4,18,Cayman Islands
1,3,0.3333333333,4,19,Cayman Islands
1,3,0.3333333333,4,20,Cayman Islands
1,3,0.3333333333,4,21,Cayman Islands
1,3,0.3333333333,4,22,Cayman Islands
