active_contractors,total_contractors,percent_activity,utc_dayoftheweek,utc_hour,country
26.1153846154,629,0.0415188945,5,12,Indonesia
29.25,629,0.0465023847,5,13,Indonesia
31.6346153846,629,0.0502935062,5,14,Indonesia
30.7115384615,629,0.0488259753,5,15,Indonesia
27.9615384615,629,0.0444539562,5,16,Indonesia
23.6346153846,629,0.0375749052,5,17,Indonesia
20.0576923077,629,0.0318882231,5,18,Indonesia
16.8076923077,629,0.0267212914,5,19,Indonesia
14.5961538462,629,0.023205332,5,20,Indonesia
12.6538461538,629,0.0201174025,5,21,Indonesia
13.4038461538,629,0.0213097713,5,22,Indonesia
13.7307692308,629,0.0218295218,5,23,Indonesia
14.3962264151,629,0.0228874824,6,0,Indonesia
19.6981132075,629,0.0313165552,6,1,Indonesia
21.9245283019,629,0.0348561658,6,2,Indonesia
22.9056603774,629,0.0364159942,6,3,Indonesia
23.2264150943,629,0.0369259381,6,4,Indonesia
21.9811320755,629,0.0349461559,6,5,Indonesia
20.9622641509,629,0.0333263341,6,6,Indonesia
22.0377358491,629,0.035036146,6,7,Indonesia
21.2452830189,629,0.0337762846,6,8,Indonesia
20.7547169811,629,0.0329963704,6,9,Indonesia
17.6603773585,629,0.0280769115,6,10,Indonesia
17.4716981132,629,0.0277769445,6,11,Indonesia
18.5094339623,629,0.0294267631,6,12,Indonesia
19.7358490566,629,0.0313765486,6,13,Indonesia
20.3962264151,629,0.0324264331,6,14,Indonesia
21.3018867925,629,0.0338662747,6,15,Indonesia
20.1132075472,629,0.0319764826,6,16,Indonesia
17,629,0.027027027,6,17,Indonesia
14.5094339623,629,0.0230674626,6,18,Indonesia
11.8679245283,629,0.0188679245,6,19,Indonesia
9.7358490566,629,0.0154782974,6,20,Indonesia
8.9245283019,629,0.0141884393,6,21,Indonesia
9.1886792453,629,0.0146083931,6,22,Indonesia
9.9245283019,629,0.0157782644,6,23,Indonesia
1,1,1,0,10,Iraq
1,1,1,0,11,Iraq
1,1,1,6,22,Iraq
1.5416666667,122,0.012636612,0,0,Ireland
1.4210526316,122,0.0116479724,0,1,Ireland
1.375,122,0.0112704918,0,2,Ireland
1.1818181818,122,0.0096870343,0,3,Ireland
1.4545454545,122,0.0119225037,0,4,Ireland
1.1764705882,122,0.0096432015,0,5,Ireland
1.1052631579,122,0.0090595341,0,6,Ireland
1.5161290323,122,0.0124272871,0,7,Ireland
1.7368421053,122,0.0142364107,0,8,Ireland
1.9111111111,122,0.0156648452,0,9,Ireland
2.347826087,122,0.0192444761,0,10,Ireland
2.5,122,0.0204918033,0,11,Ireland
2.3333333333,122,0.0191256831,0,12,Ireland
2.1632653061,122,0.0177316828,0,13,Ireland
2.3541666667,122,0.0192964481,0,14,Ireland
2.3913043478,122,0.0196008553,0,15,Ireland
2.3404255319,122,0.0191838158,0,16,Ireland
2.7291666667,122,0.0223702186,0,17,Ireland
2.2553191489,122,0.0184862225,0,18,Ireland
2.0425531915,122,0.0167422393,0,19,Ireland
2.1363636364,122,0.0175111773,0,20,Ireland
1.9047619048,122,0.0156128025,0,21,Ireland
2,122,0.0163934426,0,22,Ireland
1.8076923077,122,0.0148171501,0,23,Ireland
1.6666666667,122,0.0136612022,1,0,Ireland
1.0833333333,122,0.0088797814,1,1,Ireland
1.1666666667,122,0.0095628415,1,2,Ireland
1.1111111111,122,0.0091074681,1,3,Ireland
1,122,0.0081967213,1,4,Ireland
1.1875,122,0.0097336066,1,5,Ireland
1.6333333333,122,0.0133879781,1,6,Ireland
2.1951219512,122,0.0179928029,1,7,Ireland
3.12,122,0.0255737705,1,8,Ireland
3.8269230769,122,0.0313682219,1,9,Ireland
3.7307692308,122,0.0305800757,1,10,Ireland
4.25,122,0.0348360656,1,11,Ireland
4.5490196078,122,0.037287046,1,12,Ireland
4.6862745098,122,0.0384120861,1,13,Ireland
4.8076923077,122,0.039407314,1,14,Ireland
5.4117647059,122,0.0443587271,1,15,Ireland
5.4615384615,122,0.0447667087,1,16,Ireland
4.6923076923,122,0.0384615385,1,17,Ireland
3.6153846154,122,0.0296343001,1,18,Ireland
3.3921568627,122,0.0278045644,1,19,Ireland
3.3265306122,122,0.0272666444,1,20,Ireland
3,122,0.0245901639,1,21,Ireland
2.6041666667,122,0.0213456284,1,22,Ireland
1.9756097561,122,0.0161935226,1,23,Ireland
1.5333333333,122,0.012568306,2,0,Ireland
1.25,122,0.0102459016,2,1,Ireland
1.3333333333,122,0.0109289617,2,2,Ireland
1.5,122,0.012295082,2,3,Ireland
1.2,122,0.0098360656,2,4,Ireland
1.1578947368,122,0.0094909405,2,5,Ireland
1.7352941176,122,0.0142237223,2,6,Ireland
2.6170212766,122,0.0214509941,2,7,Ireland
3.56,122,0.0291803279,2,8,Ireland
4.22,122,0.0345901639,2,9,Ireland
4.4901960784,122,0.0368048859,2,10,Ireland
4.4901960784,122,0.0368048859,2,11,Ireland
4.5882352941,122,0.037608486,2,12,Ireland
4.5576923077,122,0.0373581337,2,13,Ireland
5.0384615385,122,0.0412988651,2,14,Ireland
5.7115384615,122,0.046815889,2,15,Ireland
5.75,122,0.0471311475,2,16,Ireland
4.6153846154,122,0.0378310214,2,17,Ireland
3.4901960784,122,0.0286081646,2,18,Ireland
3.1923076923,122,0.0261664565,2,19,Ireland
3.1764705882,122,0.0260366442,2,20,Ireland
2.8823529412,122,0.0236258438,2,21,Ireland
2.347826087,122,0.0192444761,2,22,Ireland
1.9230769231,122,0.0157629256,2,23,Ireland
1.6428571429,122,0.0134660422,3,0,Ireland
1.3125,122,0.0107581967,3,1,Ireland
1.2222222222,122,0.0100182149,3,2,Ireland
1.4,122,0.0114754098,3,3,Ireland
1.1666666667,122,0.0095628415,3,4,Ireland
1.0555555556,122,0.0086520947,3,5,Ireland
1.4615384615,122,0.0119798235,3,6,Ireland
2.4468085106,122,0.0200558075,3,7,Ireland
3.4230769231,122,0.0280580076,3,8,Ireland
3.9615384615,122,0.0324716267,3,9,Ireland
4.0392156863,122,0.0331083253,3,10,Ireland
4.6346153846,122,0.0379886507,3,11,Ireland
4.75,122,0.0389344262,3,12,Ireland
4.7450980392,122,0.0388942462,3,13,Ireland
4.8461538462,122,0.0397225725,3,14,Ireland
5.4807692308,122,0.044924338,3,15,Ireland
5.7115384615,122,0.046815889,3,16,Ireland
4.8461538462,122,0.0397225725,3,17,Ireland
3.5192307692,122,0.0288461538,3,18,Ireland
3.1346153846,122,0.0256935687,3,19,Ireland
3.0980392157,122,0.0253937641,3,20,Ireland
2.7450980392,122,0.0225008036,3,21,Ireland
2.6595744681,122,0.0217997907,3,22,Ireland
2.2894736842,122,0.0187661777,3,23,Ireland
1.4857142857,122,0.0121779859,4,0,Ireland
1.5,122,0.012295082,4,1,Ireland
1.3181818182,122,0.010804769,4,2,Ireland
1.2777777778,122,0.0104735883,4,3,Ireland
1.1818181818,122,0.0096870343,4,4,Ireland
1.2608695652,122,0.0103349964,4,5,Ireland
1.935483871,122,0.0158646219,4,6,Ireland
2.5652173913,122,0.0210263721,4,7,Ireland
3.5490196078,122,0.0290903247,4,8,Ireland
4.0384615385,122,0.0331021438,4,9,Ireland
4.2307692308,122,0.0346784363,4,10,Ireland
4.5769230769,122,0.0375157629,4,11,Ireland
4.7115384615,122,0.0386191677,4,12,Ireland
4.862745098,122,0.0398585664,4,13,Ireland
4.9411764706,122,0.0405014465,4,14,Ireland
5.5384615385,122,0.0453972257,4,15,Ireland
5.6923076923,122,0.0466582598,4,16,Ireland
4.6730769231,122,0.0383039092,4,17,Ireland
3.7115384615,122,0.0304224464,4,18,Ireland
3.2941176471,122,0.0270009643,4,19,Ireland
3.68,122,0.0301639344,4,20,Ireland
3.2352941176,122,0.0265188042,4,21,Ireland
2.6078431373,122,0.0213757634,4,22,Ireland
2.2380952381,122,0.0183450429,4,23,Ireland
1.59375,122,0.0130635246,5,0,Ireland
1.1666666667,122,0.0095628415,5,1,Ireland
1.2142857143,122,0.0099531616,5,2,Ireland
1.1333333333,122,0.0092896175,5,3,Ireland
1.1428571429,122,0.0093676815,5,4,Ireland
1.1666666667,122,0.0095628415,5,5,Ireland
1.5806451613,122,0.0129561079,5,6,Ireland
2.0454545455,122,0.0167660209,5,7,Ireland
2.8979591837,122,0.0237537638,5,8,Ireland
3.48,122,0.0285245902,5,9,Ireland
3.6470588235,122,0.0298939248,5,10,Ireland
3.8461538462,122,0.0315258512,5,11,Ireland
4.0384615385,122,0.0331021438,5,12,Ireland
3.9411764706,122,0.0323047252,5,13,Ireland
4.0961538462,122,0.0335750315,5,14,Ireland
4.5961538462,122,0.0376733922,5,15,Ireland
4.4117647059,122,0.0361620058,5,16,Ireland
4.06,122,0.0332786885,5,17,Ireland
3.28,122,0.0268852459,5,18,Ireland
3.2156862745,122,0.0263580842,5,19,Ireland
2.64,122,0.0216393443,5,20,Ireland
2.3617021277,122,0.0193582142,5,21,Ireland
2.023255814,122,0.016584064,5,22,Ireland
1.6842105263,122,0.0138050043,5,23,Ireland
1.4482758621,122,0.0118711136,6,0,Ireland
1.2272727273,122,0.0100596125,6,1,Ireland
1.2142857143,122,0.0099531616,6,2,Ireland
1.1538461538,122,0.0094577554,6,3,Ireland
1.1666666667,122,0.0095628415,6,4,Ireland
1.2222222222,122,0.0100182149,6,5,Ireland
1.1923076923,122,0.0097730139,6,6,Ireland
1.4516129032,122,0.0118984664,6,7,Ireland
1.875,122,0.0153688525,6,8,Ireland
2.1590909091,122,0.0176974665,6,9,Ireland
2.4042553191,122,0.0197070108,6,10,Ireland
2.5652173913,122,0.0210263721,6,11,Ireland
2.6734693878,122,0.0219136835,6,12,Ireland
2.9361702128,122,0.024066969,6,13,Ireland
2.7346938776,122,0.0224155236,6,14,Ireland
3.1304347826,122,0.0256593015,6,15,Ireland
2.8913043478,122,0.023699216,6,16,Ireland
2.5319148936,122,0.0207534008,6,17,Ireland
2.4772727273,122,0.0203055142,6,18,Ireland
2.1904761905,122,0.0179547229,6,19,Ireland
1.825,122,0.0149590164,6,20,Ireland
1.6976744186,122,0.0139153641,6,21,Ireland
1.5384615385,122,0.0126103405,6,22,Ireland
1.55,122,0.012704918,6,23,Ireland
1.6216216216,153,0.0105988341,0,0,Israel
1.1785714286,153,0.0077030812,0,1,Israel
1.2173913043,153,0.0079568059,0,2,Israel
1.15,153,0.0075163399,0,3,Israel
1.4242424242,153,0.009308774,0,4,Israel
2,153,0.0130718954,0,5,Israel
3.0612244898,153,0.0200080032,0,6,Israel
3.9230769231,153,0.0256410256,0,7,Israel
4.5384615385,153,0.0296631473,0,8,Israel
4.75,153,0.0310457516,0,9,Israel
4.9807692308,153,0.0325540473,0,10,Israel
5.4230769231,153,0.0354449472,0,11,Israel
5.2692307692,153,0.0344394168,0,12,Israel
5.3461538462,153,0.034942182,0,13,Israel
4.9423076923,153,0.0323026647,0,14,Israel
4.3846153846,153,0.0286576169,0,15,Israel
4.4705882353,153,0.0292195309,0,16,Israel
4.2884615385,153,0.0280291604,0,17,Israel
4.1923076923,153,0.0274007039,0,18,Israel
4.18,153,0.0273202614,0,19,Israel
3.4509803922,153,0.0225554274,0,20,Israel
3.1538461538,153,0.0206133736,0,21,Israel
2.7346938776,153,0.0178738162,0,22,Israel
1.9791666667,153,0.0129357298,0,23,Israel
1.5897435897,153,0.010390481,1,0,Israel
1.3548387097,153,0.008855155,1,1,Israel
1.24,153,0.0081045752,1,2,Israel
1.1428571429,153,0.0074696545,1,3,Israel
1.2647058824,153,0.0082660515,1,4,Israel
2.1136363636,153,0.0138146168,1,5,Israel
2.98,153,0.0194771242,1,6,Israel
4.25,153,0.0277777778,1,7,Israel
4.9038461538,153,0.0320512821,1,8,Israel
5.3269230769,153,0.0348164907,1,9,Israel
5.5769230769,153,0.0364504776,1,10,Israel
6.0576923077,153,0.0395927602,1,11,Israel
6.8461538462,153,0.0447461036,1,12,Israel
6.7692307692,153,0.0442433384,1,13,Israel
6.6078431373,153,0.0431885172,1,14,Israel
6.5490196078,153,0.0428040497,1,15,Israel
6.1730769231,153,0.040346908,1,16,Israel
5.4423076923,153,0.0355706385,1,17,Israel
5.3846153846,153,0.0351935646,1,18,Israel
5.6470588235,153,0.0369088812,1,19,Israel
5.6346153846,153,0.0368275515,1,20,Israel
4.9607843137,153,0.0324234269,1,21,Israel
4,153,0.0261437908,1,22,Israel
2.78,153,0.0181699346,1,23,Israel
2.1621621622,153,0.0141317788,2,0,Israel
1.5625,153,0.0102124183,2,1,Israel
1.56,153,0.0101960784,2,2,Israel
1.3448275862,153,0.0087897228,2,3,Israel
1.5757575758,153,0.0102990691,2,4,Israel
2.0434782609,153,0.0133560671,2,5,Israel
3.0576923077,153,0.019984917,2,6,Israel
4.2884615385,153,0.0280291604,2,7,Israel
4.9019607843,153,0.0320389594,2,8,Israel
5,153,0.0326797386,2,9,Israel
5.5,153,0.0359477124,2,10,Israel
5.7692307692,153,0.0377073906,2,11,Israel
6.4117647059,153,0.0419069589,2,12,Israel
6.75,153,0.0441176471,2,13,Israel
6.6346153846,153,0.0433634992,2,14,Israel
6.7115384615,153,0.0438662645,2,15,Israel
6.2156862745,153,0.0406254005,2,16,Israel
6.0961538462,153,0.0398441428,2,17,Israel
6.5961538462,153,0.0431121166,2,18,Israel
6.8076923077,153,0.044494721,2,19,Israel
6.3076923077,153,0.0412267471,2,20,Israel
4.9615384615,153,0.032428356,2,21,Israel
3.9803921569,153,0.026015635,2,22,Israel
2.6326530612,153,0.0172068828,2,23,Israel
1.8043478261,153,0.011793123,3,0,Israel
1.4285714286,153,0.0093370682,3,1,Israel
1.3793103448,153,0.0090151003,3,2,Israel
1.3703703704,153,0.0089566691,3,3,Israel
1.4117647059,153,0.0092272203,3,4,Israel
2.2222222222,153,0.0145243282,3,5,Israel
3.3921568627,153,0.0221709599,3,6,Israel
4.3,153,0.0281045752,3,7,Israel
5.3269230769,153,0.0348164907,3,8,Israel
5.3846153846,153,0.0351935646,3,9,Israel
5.3846153846,153,0.0351935646,3,10,Israel
5.8461538462,153,0.0382101559,3,11,Israel
6.1346153846,153,0.0400955254,3,12,Israel
7,153,0.045751634,3,13,Israel
7.0576923077,153,0.0461287079,3,14,Israel
6.3846153846,153,0.0417295123,3,15,Israel
5.9019607843,153,0.0385749071,3,16,Israel
5.6470588235,153,0.0369088812,3,17,Israel
5.8461538462,153,0.0382101559,3,18,Israel
5.8846153846,153,0.0384615385,3,19,Israel
5.9183673469,153,0.0386821395,3,20,Israel
4.6,153,0.0300653595,3,21,Israel
3.9795918367,153,0.0260104042,3,22,Israel
2.8444444444,153,0.0185911402,3,23,Israel
2.3421052632,153,0.0153078775,4,0,Israel
1.6785714286,153,0.0109710551,4,1,Israel
1.4074074074,153,0.0091987412,4,2,Israel
1.1818181818,153,0.0077243018,4,3,Israel
1.4444444444,153,0.0094408134,4,4,Israel
2.2765957447,153,0.0148797107,4,5,Israel
3.3333333333,153,0.0217864924,4,6,Israel
4.38,153,0.028627451,4,7,Israel
4.88,153,0.0318954248,4,8,Israel
5.2941176471,153,0.0346020761,4,9,Israel
5.66,153,0.0369934641,4,10,Israel
5.92,153,0.0386928105,4,11,Israel
5.9038461538,153,0.0385872298,4,12,Israel
6.3653846154,153,0.041603821,4,13,Israel
6.0961538462,153,0.0398441428,4,14,Israel
5.5769230769,153,0.0364504776,4,15,Israel
5.431372549,153,0.035499167,4,16,Israel
5.3846153846,153,0.0351935646,4,17,Israel
5.1730769231,153,0.0338109603,4,18,Israel
5.0576923077,153,0.0330568125,4,19,Israel
4.7647058824,153,0.0311418685,4,20,Israel
4.5,153,0.0294117647,4,21,Israel
3.64,153,0.0237908497,4,22,Israel
2.5,153,0.0163398693,4,23,Israel
1.880952381,153,0.0122938064,5,0,Israel
1.4857142857,153,0.0097105509,5,1,Israel
1.2571428571,153,0.00821662,5,2,Israel
1.2068965517,153,0.0078882128,5,3,Israel
1.3714285714,153,0.0089635854,5,4,Israel
1.6428571429,153,0.0107376284,5,5,Israel
1.8913043478,153,0.0123614663,5,6,Israel
2.3555555556,153,0.0153957879,5,7,Israel
2.25,153,0.0147058824,5,8,Israel
2.32,153,0.0151633987,5,9,Israel
2.4791666667,153,0.0162037037,5,10,Israel
2.42,153,0.0158169935,5,11,Israel
2.7142857143,153,0.0177404295,5,12,Israel
2.8076923077,153,0.0183509301,5,13,Israel
3.0192307692,153,0.0197335344,5,14,Israel
3.3269230769,153,0.0217445953,5,15,Israel
2.7647058824,153,0.0180699731,5,16,Israel
2.6346153846,153,0.0172197084,5,17,Israel
2.7307692308,153,0.0178481649,5,18,Israel
2.68,153,0.0175163399,5,19,Israel
2.1632653061,153,0.0141389889,5,20,Israel
1.8510638298,153,0.0120984564,5,21,Israel
1.8913043478,153,0.0123614663,5,22,Israel
1.5952380952,153,0.0104263928,5,23,Israel
1.2727272727,153,0.0083184789,6,0,Israel
1.2307692308,153,0.0080442433,6,1,Israel
1.1363636364,153,0.0074272133,6,2,Israel
1.0714285714,153,0.0070028011,6,3,Israel
1.0555555556,153,0.0068990559,6,4,Israel
1.1,153,0.0071895425,6,5,Israel
1.347826087,153,0.0088093208,6,6,Israel
1.5,153,0.0098039216,6,7,Israel
1.5588235294,153,0.0101883891,6,8,Israel
1.9743589744,153,0.012904307,6,9,Israel
2.1578947368,153,0.0141038872,6,10,Israel
2.0227272727,153,0.0132204397,6,11,Israel
2.0833333333,153,0.0136165577,6,12,Israel
2.1041666667,153,0.0137527233,6,13,Israel
2.3,153,0.0150326797,6,14,Israel
2.4375,153,0.0159313725,6,15,Israel
2.4509803922,153,0.0160194797,6,16,Israel
2.4166666667,153,0.015795207,6,17,Israel
2.6530612245,153,0.0173402694,6,18,Israel
2.3076923077,153,0.0150829563,6,19,Israel
1.9795918367,153,0.0129385087,6,20,Israel
1.9591836735,153,0.012805122,6,21,Israel
2.1111111111,153,0.0137981118,6,22,Israel
1.8292682927,153,0.0119560019,6,23,Israel
1.9736842105,383,0.0051532225,0,0,Italy
1.9259259259,383,0.0050285272,0,1,Italy
1.5,383,0.0039164491,0,2,Italy
1.3076923077,383,0.0034143402,0,3,Italy
1.3448275862,383,0.0035112992,0,4,Italy
1.59375,383,0.0041612272,0,5,Italy
2.1395348837,383,0.005586253,0,6,Italy
3.1162790698,383,0.0081364989,0,7,Italy
3.18,383,0.0083028721,0,8,Italy
4.1538461538,383,0.0108455513,0,9,Italy
4.6862745098,383,0.0122357037,0,10,Italy
5.0196078431,383,0.0131060257,0,11,Italy
5.2115384615,383,0.01360715,0,12,Italy
5.7884615385,383,0.0151134766,0,13,Italy
6.3921568627,383,0.0166897046,0,14,Italy
6.5192307692,383,0.0170214903,0,15,Italy
6.2307692308,383,0.016268327,0,16,Italy
5.8076923077,383,0.0151636875,0,17,Italy
5.1538461538,383,0.0134565174,0,18,Italy
4.8846153846,383,0.012753565,0,19,Italy
5.0769230769,383,0.0132556738,0,20,Italy
4.9807692308,383,0.0130046194,0,21,Italy
4.0784313725,383,0.0106486459,0,22,Italy
3.2,383,0.0083550914,0,23,Italy
2.3829787234,383,0.0062218766,1,0,Italy
1.7142857143,383,0.0044759418,1,1,Italy
1.53125,383,0.0039980418,1,2,Italy
1.5172413793,383,0.0039614657,1,3,Italy
1.5,383,0.0039164491,1,4,Italy
1.85,383,0.0048302872,1,5,Italy
3.48,383,0.0090861619,1,6,Italy
6.75,383,0.0176240209,1,7,Italy
9.4615384615,383,0.0247037558,1,8,Italy
11.5576923077,383,0.0301767423,1,9,Italy
12.0961538462,383,0.0315826471,1,10,Italy
11.6730769231,383,0.0304780076,1,11,Italy
11.6346153846,383,0.0303775859,1,12,Italy
13.2692307692,383,0.0346455111,1,13,Italy
15.1730769231,383,0.0396163888,1,14,Italy
15.4615384615,383,0.0403695521,1,15,Italy
14.2692307692,383,0.0372564772,1,16,Italy
11.8846153846,383,0.0310303274,1,17,Italy
9.3076923077,383,0.0243020687,1,18,Italy
8.1346153846,383,0.0212392047,1,19,Italy
8.1538461538,383,0.0212894155,1,20,Italy
7.5961538462,383,0.0198332999,1,21,Italy
5.7307692308,383,0.0149628439,1,22,Italy
3.7450980392,383,0.0097783239,1,23,Italy
2.3125,383,0.006037859,2,0,Italy
1.5714285714,383,0.0041029467,2,1,Italy
1.625,383,0.0042428198,2,2,Italy
1.6896551724,383,0.0044116323,2,3,Italy
1.6875,383,0.0044060052,2,4,Italy
2.2380952381,383,0.0058435907,2,5,Italy
4,383,0.0104438642,2,6,Italy
7.6923076923,383,0.0200843543,2,7,Italy
10.6923076923,383,0.0279172525,2,8,Italy
12.75,383,0.0332898172,2,9,Italy
13.3846153846,383,0.0349467765,2,10,Italy
12.5961538462,383,0.0328881301,2,11,Italy
12.8846153846,383,0.0336412934,2,12,Italy
15.1538461538,383,0.0395661779,2,13,Italy
16.4423076923,383,0.0429303073,2,14,Italy
15.6153846154,383,0.0407712392,2,15,Italy
14.75,383,0.0385117493,2,16,Italy
12.3461538462,383,0.0322353886,2,17,Italy
8.9230769231,383,0.023297851,2,18,Italy
7.9423076923,383,0.0207370958,2,19,Italy
7.8653846154,383,0.0205362523,2,20,Italy
7.25,383,0.0189295039,2,21,Italy
5.8846153846,383,0.015364531,2,22,Italy
4.0192307692,383,0.0104940751,2,23,Italy
2.7291666667,383,0.0071257615,3,0,Italy
1.8684210526,383,0.0048783839,3,1,Italy
1.6060606061,383,0.0041933697,3,2,Italy
1.7407407407,383,0.004545015,3,3,Italy
1.875,383,0.0048955614,3,4,Italy
2.4545454545,383,0.0064087349,3,5,Italy
3.98,383,0.0103916449,3,6,Italy
7.64,383,0.0199477807,3,7,Italy
11.0576923077,383,0.0288712593,3,8,Italy
12.7307692308,383,0.0332396063,3,9,Italy
13.3846153846,383,0.0349467765,3,10,Italy
12.8269230769,383,0.0334906608,3,11,Italy
12.5576923077,383,0.0327877084,3,12,Italy
14.9807692308,383,0.03911428,3,13,Italy
16.1538461538,383,0.042177144,3,14,Italy
15.9038461538,383,0.0415244025,3,15,Italy
14.9230769231,383,0.0389636473,3,16,Italy
12.5769230769,383,0.0328379193,3,17,Italy
9.7884615385,383,0.0255573408,3,18,Italy
8.5,383,0.0221932115,3,19,Italy
8.9230769231,383,0.023297851,3,20,Italy
8.6153846154,383,0.0224944768,3,21,Italy
6.8076923077,383,0.0177746535,3,22,Italy
4.5192307692,383,0.0117995581,3,23,Italy
2.7346938776,383,0.0071401929,4,0,Italy
2.125,383,0.0055483029,4,1,Italy
1.7105263158,383,0.0044661262,4,2,Italy
1.7272727273,383,0.0045098505,4,3,Italy
2.0555555556,383,0.0053669858,4,4,Italy
2.6458333333,383,0.006908181,4,5,Italy
4.3333333333,383,0.0113141862,4,6,Italy
7.5961538462,383,0.0198332999,4,7,Italy
11.0576923077,383,0.0288712593,4,8,Italy
13.0961538462,383,0.0341936132,4,9,Italy
13.75,383,0.0359007833,4,10,Italy
12.6923076923,383,0.0331391846,4,11,Italy
12.4807692308,383,0.0325868648,4,12,Italy
14.6923076923,383,0.0383611167,4,13,Italy
16.2884615385,383,0.0425286202,4,14,Italy
15.9615384615,383,0.0416750351,4,15,Italy
14.1730769231,383,0.0370054228,4,16,Italy
11.3461538462,383,0.0296244226,4,17,Italy
9.2307692308,383,0.0241012251,4,18,Italy
8.5,383,0.0221932115,4,19,Italy
8.1538461538,383,0.0212894155,4,20,Italy
8.2115384615,383,0.0214400482,4,21,Italy
6.4038461538,383,0.0167202249,4,22,Italy
4.0784313725,383,0.0106486459,4,23,Italy
2.5918367347,383,0.0067671977,5,0,Italy
2.2682926829,383,0.0059224352,5,1,Italy
1.625,383,0.0042428198,5,2,Italy
1.6842105263,383,0.0043974165,5,3,Italy
1.7837837838,383,0.0046573989,5,4,Italy
2.3863636364,383,0.0062307145,5,5,Italy
4.2692307692,383,0.0111468166,5,6,Italy
8.0384615385,383,0.0209881502,5,7,Italy
11.0384615385,383,0.0288210484,5,8,Italy
12.7307692308,383,0.0332396063,5,9,Italy
13.3461538462,383,0.0348463547,5,10,Italy
12.6923076923,383,0.0331391846,5,11,Italy
12.3846153846,383,0.0323358104,5,12,Italy
13.9615384615,383,0.036453103,5,13,Italy
15.3461538462,383,0.0400682868,5,14,Italy
14.2692307692,383,0.0372564772,5,15,Italy
13.1538461538,383,0.0343442458,5,16,Italy
10.6153846154,383,0.0277164089,5,17,Italy
8.2884615385,383,0.0216408917,5,18,Italy
7.4423076923,383,0.0194316128,5,19,Italy
7.2884615385,383,0.0190299257,5,20,Italy
6.25,383,0.0163185379,5,21,Italy
4.75,383,0.0124020888,5,22,Italy
3.568627451,383,0.0093175651,5,23,Italy
2.4081632653,383,0.0062876325,6,0,Italy
1.9761904762,383,0.0051597663,6,1,Italy
1.4516129032,383,0.003790112,6,2,Italy
1.4444444444,383,0.0037713954,6,3,Italy
1.6774193548,383,0.004379685,6,4,Italy
1.8461538462,383,0.004820245,6,5,Italy
2.5,383,0.0065274151,6,6,Italy
3.387755102,383,0.0088453136,6,7,Italy
4.4615384615,383,0.0116489255,6,8,Italy
5.8653846154,383,0.0153143201,6,9,Italy
6.6730769231,383,0.0174231773,6,10,Italy
6.7115384615,383,0.0175235991,6,11,Italy
6.7115384615,383,0.0175235991,6,12,Italy
7.2075471698,383,0.018818661,6,13,Italy
6.9056603774,383,0.0180304448,6,14,Italy
6.7169811321,383,0.0175378097,6,15,Italy
6.0566037736,383,0.0158135869,6,16,Italy
5.1509433962,383,0.0134489384,6,17,Italy
4.5576923077,383,0.0118999799,6,18,Italy
3.6037735849,383,0.0094093305,6,19,Italy
3.5192307692,383,0.0091885921,6,20,Italy
3.5490196078,383,0.0092663697,6,21,Italy
3.1764705882,383,0.0082936569,6,22,Italy
2.6222222222,383,0.0068465332,6,23,Italy
4.3846153846,146,0.0300316122,0,0,Jamaica
4.7307692308,146,0.032402529,0,1,Jamaica
5.3461538462,146,0.0366174921,0,2,Jamaica
4.9615384615,146,0.0339831401,0,3,Jamaica
4.1730769231,146,0.0285827187,0,4,Jamaica
3.3137254902,146,0.0226967499,0,5,Jamaica
2.68,146,0.0183561644,0,6,Jamaica
1.9411764706,146,0.0132957293,0,7,Jamaica
1.8048780488,146,0.0123621784,0,8,Jamaica
1.8333333333,146,0.0125570776,0,9,Jamaica
1.7428571429,146,0.0119373777,0,10,Jamaica
2.05,146,0.0140410959,0,11,Jamaica
2.5319148936,146,0.0173418828,0,12,Jamaica
3.5769230769,146,0.0244994731,0,13,Jamaica
4.7115384615,146,0.0322708114,0,14,Jamaica
6.1346153846,146,0.0420179136,0,15,Jamaica
7.2884615385,146,0.0499209694,0,16,Jamaica
7.3653846154,146,0.0504478398,0,17,Jamaica
7.5,146,0.051369863,0,18,Jamaica
7.7884615385,146,0.053345627,0,19,Jamaica
7.8269230769,146,0.0536090622,0,20,Jamaica
8.0192307692,146,0.0549262381,0,21,Jamaica
7.5384615385,146,0.0516332982,0,22,Jamaica
7.1346153846,146,0.0488672287,0,23,Jamaica
4.7884615385,146,0.0327976818,1,0,Jamaica
3.0392156863,146,0.0208165458,1,1,Jamaica
2.4489795918,146,0.0167738328,1,2,Jamaica
2.1956521739,146,0.0150387135,1,3,Jamaica
2.275,146,0.0155821918,1,4,Jamaica
1.8974358974,146,0.0129961363,1,5,Jamaica
1.6764705882,146,0.0114826753,1,6,Jamaica
1.5384615385,146,0.0105374078,1,7,Jamaica
1.34375,146,0.0092037671,1,8,Jamaica
1.4857142857,146,0.0101761252,1,9,Jamaica
1.625,146,0.011130137,1,10,Jamaica
1.9347826087,146,0.0132519357,1,11,Jamaica
2.42,146,0.0165753425,1,12,Jamaica
3.75,146,0.0256849315,1,13,Jamaica
5.0961538462,146,0.0349051633,1,14,Jamaica
6.2692307692,146,0.0429399368,1,15,Jamaica
7.1730769231,146,0.0491306639,1,16,Jamaica
