Country,Day,Hour,Workers
Colombia,0,13,41.2115384615
Colombia,0,14,41.3269230769
Colombia,0,15,44.1538461538
Colombia,0,16,45.75
Colombia,0,17,45.75
Colombia,0,18,43.7307692308
Colombia,0,19,27.5576923077
Colombia,0,20,25.3846153846
Colombia,0,21,25.1730769231
Colombia,0,22,22.0961538462
Colombia,0,23,19.8269230769
Colombia,1,0,15.0192307692
Colombia,1,1,9.4423076923
Colombia,1,2,6.4423076923
Colombia,1,3,4.1538461538
Colombia,1,4,4.5769230769
Colombia,1,5,7.0384615385
Colombia,1,6,17.4423076923
Colombia,1,7,32.6923076923
Colombia,1,8,53.9423076923
Colombia,1,9,90.1538461538
Colombia,1,10,105.8653846154
Colombia,1,11,110.3076923077
Colombia,1,12,94.25
Colombia,1,13,74.75
Colombia,1,14,89.8269230769
Colombia,1,15,104.0961538462
Colombia,1,16,99.2307692308
Colombia,1,17,85.0384615385
Colombia,1,18,70.0961538462
Colombia,1,19,58.1153846154
Colombia,1,20,50.2884615385
Colombia,1,21,54.5192307692
Colombia,1,22,53.3076923077
Colombia,1,23,44.5769230769
Colombia,2,0,29.5192307692
Colombia,2,1,17.5769230769
Colombia,2,2,9.0192307692
Colombia,2,3,6.1730769231
Colombia,2,4,6.5192307692
Colombia,2,5,9.1346153846
Colombia,2,6,21.8461538462
Colombia,2,7,42.6538461538
Colombia,2,8,69.25
Colombia,2,9,101
Colombia,2,10,115.3269230769
Colombia,2,11,123.1923076923
Colombia,2,12,103.4038461538
Colombia,2,13,83.8076923077
Colombia,2,14,103.4230769231
Colombia,2,15,113.0384615385
Colombia,2,16,109.3461538462
Colombia,2,17,89.6346153846
Colombia,2,18,71.1538461538
Colombia,2,19,57.9038461538
Colombia,2,20,54.9230769231
Colombia,2,21,58.8076923077
Colombia,2,22,56.1346153846
Colombia,2,23,44.8076923077
Colombia,3,0,27.4230769231
Colombia,3,1,15.3076923077
Colombia,3,2,8.1538461538
Colombia,3,3,4.8076923077
Colombia,3,4,5.4807692308
Colombia,3,5,7.9807692308
Colombia,3,6,19.7692307692
Colombia,3,7,42.6730769231
Colombia,3,8,69.6346153846
Colombia,3,9,96.0769230769
Colombia,3,10,114.6730769231
Colombia,3,11,122.3846153846
Colombia,3,12,103.3653846154
Colombia,3,13,75.4038461538
Colombia,3,14,97.4230769231
Colombia,3,15,110.4230769231
Colombia,3,16,108.7115384615
Colombia,3,17,93.7884615385
Colombia,3,18,72.5192307692
Colombia,3,19,58.8076923077
Colombia,3,20,49.75
Colombia,3,21,54.9230769231
Colombia,3,22,57.3846153846
Colombia,3,23,47.5576923077
Colombia,4,0,29.1730769231
Colombia,4,1,16.8653846154
Colombia,4,2,10.5
Colombia,4,3,6.0961538462
Colombia,4,4,4.7115384615
Colombia,4,5,7.25
Colombia,4,6,18.8461538462
Colombia,4,7,41.0576923077
Colombia,4,8,68.3653846154
Colombia,4,9,98.0384615385
Colombia,4,10,114.7307692308
Colombia,4,11,123.3076923077
Colombia,4,12,103.1153846154
Colombia,4,13,80.5384615385
Colombia,4,14,101.1730769231
Colombia,4,15,109.8076923077
Colombia,4,16,104.25
Colombia,4,17,88.4615384615
Colombia,4,18,72.1346153846
Colombia,4,19,57.1538461538
Colombia,4,20,53.5384615385
Colombia,4,21,54.6346153846
Colombia,4,22,51.6730769231
Colombia,4,23,43.2692307692
Colombia,5,0,27.4230769231
Colombia,5,1,15.4423076923
Colombia,5,2,8.8076923077
Colombia,5,3,4.6730769231
Colombia,5,4,4.4038461538
Colombia,5,5,7.0192307692
Colombia,5,6,16.7307692308
Colombia,5,7,36.0961538462
Colombia,5,8,61.6538461538
Colombia,5,9,90.1538461538
Colombia,5,10,105.6923076923
Colombia,5,11,113.8269230769
Colombia,5,12,93.9423076923
Colombia,5,13,72.5769230769
Colombia,5,14,91.7307692308
Colombia,5,15,99.6538461538
Colombia,5,16,91.3653846154
Colombia,5,17,75.4230769231
Colombia,5,18,59.6538461538
Colombia,5,19,40.7692307692
Colombia,5,20,33.9807692308
Colombia,5,21,27.9423076923
Colombia,5,22,26.0961538462
Colombia,5,23,24.0384615385
Colombia,6,0,18.7307692308
Colombia,6,1,12.5384615385
Colombia,6,2,7.7884615385
Colombia,6,3,4.7692307692
Colombia,6,4,2.5961538462
Colombia,6,5,3.5384615385
Colombia,6,6,6.8076923077
Colombia,6,7,12.4615384615
Colombia,6,8,24.1346153846
Colombia,6,9,36.8846153846
Colombia,6,10,46.8846153846
Colombia,6,11,52.3461538462
Colombia,6,12,45.2692307692
Colombia,6,13,39.2307692308
Colombia,6,14,44.1923076923
Colombia,6,15,46.7884615385
Colombia,6,16,45.9423076923
Colombia,6,17,41.8846153846
Colombia,6,18,34.6153846154
Colombia,6,19,27.8461538462
Colombia,6,20,25.3269230769
Colombia,6,21,23.75
Colombia,6,22,21.7884615385
Colombia,6,23,17.9038461538
Croatia,0,0,11.9615384615
Croatia,0,1,8.1923076923
Croatia,0,2,7.1730769231
Croatia,0,3,5.9038461538
Croatia,0,4,5.3269230769
Croatia,0,5,5.1923076923
Croatia,0,6,4.8653846154
Croatia,0,7,5.6346153846
Croatia,0,8,6.8461538462
Croatia,0,9,8.9807692308
Croatia,0,10,11.0576923077
Croatia,0,11,13.8653846154
Croatia,0,12,14.0192307692
Croatia,0,13,16.0961538462
Croatia,0,14,15.5192307692
Croatia,0,15,16.3269230769
Croatia,0,16,19.2307692308
Croatia,0,17,19.75
Croatia,0,18,18.6153846154
Croatia,0,19,16.8076923077
Croatia,0,20,16.9807692308
Croatia,0,21,19.3653846154
Croatia,0,22,17.9423076923
Croatia,0,23,15.4230769231
Croatia,1,0,11.6538461538
Croatia,1,1,9.1923076923
Croatia,1,2,6.1538461538
Croatia,1,3,5.4230769231
Croatia,1,4,4.8461538462
Croatia,1,5,5.5
Croatia,1,6,6.0192307692
Croatia,1,7,9.1923076923
Croatia,1,8,16.3846153846
Croatia,1,9,28.2307692308
Croatia,1,10,34.8461538462
Croatia,1,11,36.7307692308
Croatia,1,12,37.6538461538
Croatia,1,13,39.3461538462
Croatia,1,14,39.6538461538
Croatia,1,15,36.25
Croatia,1,16,35.9038461538
Croatia,1,17,37.6538461538
Croatia,1,18,35.0192307692
Croatia,1,19,31.8653846154
Croatia,1,20,30.1153846154
Croatia,1,21,27.0192307692
Croatia,1,22,22.5576923077
Croatia,1,23,18.6730769231
Croatia,2,0,15.2692307692
Croatia,2,1,11.8653846154
Croatia,2,2,9.0384615385
Croatia,2,3,8.0769230769
Croatia,2,4,7.2307692308
Croatia,2,5,6.5961538462
Croatia,2,6,6.7115384615
Croatia,2,7,9.7884615385
Croatia,2,8,16.4230769231
Croatia,2,9,28.4230769231
Croatia,2,10,34.9230769231
Croatia,2,11,36.8076923077
Croatia,2,12,38.0961538462
Croatia,2,13,39.3269230769
Croatia,2,14,42.5769230769
Croatia,2,15,39.7884615385
Croatia,2,16,42.0384615385
Croatia,2,17,40.6730769231
Croatia,2,18,36.9230769231
Croatia,2,19,33.4615384615
Croatia,2,20,32.3653846154
Croatia,2,21,28.4423076923
Croatia,2,22,23.3653846154
Croatia,2,23,19.4038461538
Croatia,3,0,16.7884615385
Croatia,3,1,12.7307692308
Croatia,3,2,8.9423076923
Croatia,3,3,7.9615384615
Croatia,3,4,7.1730769231
Croatia,3,5,6.7884615385
Croatia,3,6,7.3653846154
Croatia,3,7,10.6923076923
Croatia,3,8,17.9615384615
Croatia,3,9,29.8653846154
Croatia,3,10,35.7692307692
Croatia,3,11,35.2884615385
Croatia,3,12,34.9230769231
Croatia,3,13,37.7307692308
Croatia,3,14,41.6153846154
Croatia,3,15,39.2692307692
Croatia,3,16,40.2884615385
Croatia,3,17,41.8653846154
Croatia,3,18,39.3846153846
Croatia,3,19,35.6346153846
Croatia,3,20,33.3076923077
Croatia,3,21,31.3461538462
Croatia,3,22,27
Croatia,3,23,21.5
Croatia,4,0,16.1538461538
Croatia,4,1,12.1730769231
Croatia,4,2,8
Croatia,4,3,6.1923076923
Croatia,4,4,6.6153846154
Croatia,4,5,7.1346153846
Croatia,4,6,7.0384615385
Croatia,4,7,11.7307692308
Croatia,4,8,18.75
Croatia,4,9,32.3653846154
Croatia,4,10,37.7115384615
Croatia,4,11,37
Croatia,4,12,39.9615384615
Croatia,4,13,42
Croatia,4,14,42.3846153846
Croatia,4,15,40.5192307692
Croatia,4,16,41.0576923077
Croatia,4,17,42.0192307692
Croatia,4,18,39.8653846154
Croatia,4,19,35.5576923077
Croatia,4,20,32.3653846154
Croatia,4,21,28.3076923077
Croatia,4,22,24.6730769231
Croatia,4,23,21.9038461538
Croatia,5,0,16.6538461538
Croatia,5,1,12.8846153846
Croatia,5,2,8.8461538462
Croatia,5,3,5.9038461538
Croatia,5,4,5.3461538462
Croatia,5,5,5.7115384615
Croatia,5,6,6.4807692308
Croatia,5,7,10.1730769231
Croatia,5,8,19.5384615385
Croatia,5,9,30.2115384615
Croatia,5,10,36.25
Croatia,5,11,34.0192307692
Croatia,5,12,37.0384615385
Croatia,5,13,35.6346153846
Croatia,5,14,36.0961538462
Croatia,5,15,35.8076923077
Croatia,5,16,35.3846153846
Croatia,5,17,35.1346153846
Croatia,5,18,32.3461538462
Croatia,5,19,29.0192307692
Croatia,5,20,24.0576923077
Croatia,5,21,21.6538461538
Croatia,5,22,19.8461538462
Croatia,5,23,17.1346153846
Croatia,6,0,14.1153846154
Croatia,6,1,11.2884615385
Croatia,6,2,9.2307692308
Croatia,6,3,8.0769230769
Croatia,6,4,6.9807692308
Croatia,6,5,5.9615384615
Croatia,6,6,6.4230769231
Croatia,6,7,7.1153846154
Croatia,6,8,8.2115384615
Croatia,6,9,10.8653846154
Croatia,6,10,13.7692307692
Croatia,6,11,18.5576923077
Croatia,6,12,19.2884615385
Croatia,6,13,18.7884615385
Croatia,6,14,21.6538461538
Croatia,6,15,21.7307692308
Croatia,6,16,20.8846153846
Croatia,6,17,20.4230769231
Croatia,6,18,18.9807692308
Croatia,6,19,16.9038461538
Croatia,6,20,15.3846153846
Croatia,6,21,15.5769230769
Croatia,6,22,15.3846153846
Croatia,6,23,13.9038461538
Czech Republic,0,0,5.0576923077
Czech Republic,0,1,3.0192307692
Czech Republic,0,2,1.75
Czech Republic,0,3,1.4807692308
Czech Republic,0,4,1.6538461538
Czech Republic,0,5,1.8269230769
Czech Republic,0,6,1.9038461538
Czech Republic,0,7,2.8076923077
Czech Republic,0,8,4.0384615385
Czech Republic,0,9,5.4423076923
Czech Republic,0,10,8.0961538462
Czech Republic,0,11,10.5769230769
Czech Republic,0,12,12.1346153846
Czech Republic,0,13,11.0961538462
Czech Republic,0,14,11.7307692308
Czech Republic,0,15,11.4038461538
Czech Republic,0,16,11.5769230769
Czech Republic,0,17,10.7884615385
Czech Republic,0,18,11.1346153846
Czech Republic,0,19,10.1923076923
Czech Republic,0,20,10.9615384615
Czech Republic,0,21,11.6346153846
Czech Republic,0,22,9.1538461538
Czech Republic,0,23,7.3846153846
Czech Republic,1,0,5.4615384615
Czech Republic,1,1,2.8461538462
Czech Republic,1,2,1.9423076923
Czech Republic,1,3,2.1730769231
Czech Republic,1,4,2.1346153846
Czech Republic,1,5,2.7884615385
Czech Republic,1,6,3.7692307692
Czech Republic,1,7,5.7692307692
Czech Republic,1,8,8.7307692308
Czech Republic,1,9,13.0192307692
Czech Republic,1,10,14.6923076923
Czech Republic,1,11,14.5961538462
Czech Republic,1,12,14.8076923077
Czech Republic,1,13,15.6730769231
Czech Republic,1,14,17.3846153846
Czech Republic,1,15,18.9230769231
Czech Republic,1,16,20.1538461538
Czech Republic,1,17,22.5384615385
Czech Republic,1,18,22.3653846154
Czech Republic,1,19,22.4807692308
Czech Republic,1,20,23.8461538462
Czech Republic,1,21,24.0961538462
Czech Republic,1,22,20.9615384615
Czech Republic,1,23,13.3846153846
Czech Republic,2,0,8.1923076923
Czech Republic,2,1,3.6730769231
Czech Republic,2,2,2.7115384615
Czech Republic,2,3,2.1153846154
Czech Republic,2,4,1.9230769231
Czech Republic,2,5,3.0384615385
Czech Republic,2,6,4.6730769231
Czech Republic,2,7,6.0576923077
Czech Republic,2,8,9.1346153846
Czech Republic,2,9,14.1730769231
Czech Republic,2,10,15.2307692308
Czech Republic,2,11,15.25
Czech Republic,2,12,17.8076923077
Czech Republic,2,13,17.4038461538
Czech Republic,2,14,20.4807692308
Czech Republic,2,15,22.2115384615
Czech Republic,2,16,23.75
Czech Republic,2,17,24.25
Czech Republic,2,18,24.3461538462
Czech Republic,2,19,25.3846153846
Czech Republic,2,20,26.9423076923
Czech Republic,2,21,26.2115384615
Czech Republic,2,22,23.7884615385
Czech Republic,2,23,14.7884615385
Czech Republic,3,0,8.2884615385
Czech Republic,3,1,4.5961538462
Czech Republic,3,2,2.7307692308
Czech Republic,3,3,2.3461538462
Czech Republic,3,4,2.5576923077
Czech Republic,3,5,2.75
Czech Republic,3,6,4.4615384615
Czech Republic,3,7,6.3269230769
Czech Republic,3,8,9.25
Czech Republic,3,9,12.75
Czech Republic,3,10,17.4423076923
Czech Republic,3,11,17.4038461538
Czech Republic,3,12,17.0961538462
Czech Republic,3,13,16.7692307692
Czech Republic,3,14,19.0576923077
Czech Republic,3,15,21.25
Czech Republic,3,16,23.7884615385
Czech Republic,3,17,23.3076923077
Czech Republic,3,18,23.6538461538
Czech Republic,3,19,24.2692307692
Czech Republic,3,20,23.8846153846
Czech Republic,3,21,24.2307692308
Czech Republic,3,22,21.3653846154
Czech Republic,3,23,13.5961538462
Czech Republic,4,0,6.25
Czech Republic,4,1,3.1346153846
Czech Republic,4,2,1.8653846154
Czech Republic,4,3,1.6538461538
Czech Republic,4,4,2.3461538462
Czech Republic,4,5,2.9038461538
Czech Republic,4,6,3.5961538462
Czech Republic,4,7,6.8076923077
Czech Republic,4,8,10.4423076923
Czech Republic,4,9,14.6923076923
Czech Republic,4,10,15.4615384615
Czech Republic,4,11,17.9615384615
Czech Republic,4,12,18.5961538462
Czech Republic,4,13,17.5961538462
Czech Republic,4,14,20.0769230769
Czech Republic,4,15,22.8653846154
Czech Republic,4,16,21.5192307692
Czech Republic,4,17,22.2307692308
Czech Republic,4,18,23.5192307692
Czech Republic,4,19,24.1153846154
Czech Republic,4,20,25.2115384615
Czech Republic,4,21,26.0961538462
Czech Republic,4,22,22.7115384615
Czech Republic,4,23,15.2307692308
Czech Republic,5,0,7.1923076923
Czech Republic,5,1,2.7307692308
Czech Republic,5,2,1.9038461538
Czech Republic,5,3,1.3461538462
Czech Republic,5,4,1.25
Czech Republic,5,5,2.3653846154
Czech Republic,5,6,2.8653846154
Czech Republic,5,7,5.9615384615
Czech Republic,5,8,9
Czech Republic,5,9,13.9423076923
Czech Republic,5,10,17.4615384615
Czech Republic,5,11,16.3076923077
Czech Republic,5,12,18.7692307692
Czech Republic,5,13,18.0576923077
Czech Republic,5,14,20.6538461538
Czech Republic,5,15,21.1538461538
Czech Republic,5,16,21.3653846154
Czech Republic,5,17,21.4807692308
Czech Republic,5,18,21.25
Czech Republic,5,19,20.7115384615
Czech Republic,5,20,17.7115384615
Czech Republic,5,21,17.1538461538
Czech Republic,5,22,13.8076923077
Czech Republic,5,23,11.1346153846
Czech Republic,6,0,6.8269230769
Czech Republic,6,1,2.75
Czech Republic,6,2,1.5
Czech Republic,6,3,1.8653846154
Czech Republic,6,4,1.7884615385
Czech Republic,6,5,1.7884615385
Czech Republic,6,6,2.75
Czech Republic,6,7,3.8653846154
Czech Republic,6,8,4.8269230769
Czech Republic,6,9,6.8846153846
Czech Republic,6,10,8
Czech Republic,6,11,9.0769230769
Czech Republic,6,12,9.3076923077
Czech Republic,6,13,9.7115384615
Czech Republic,6,14,10.4423076923
Czech Republic,6,15,10.4615384615
Czech Republic,6,16,9.6346153846
Czech Republic,6,17,9.5
Czech Republic,6,18,9.2884615385
Czech Republic,6,19,7.9230769231
Czech Republic,6,20,8.0961538462
Czech Republic,6,21,8.9230769231
Czech Republic,6,22,7.5961538462
Czech Republic,6,23,6.4230769231
Dominican Republic,0,0,2.25
Dominican Republic,0,1,2.4615384615
Dominican Republic,0,2,1.3846153846
Dominican Republic,0,3,0.9423076923
Dominican Republic,0,4,1.0769230769
Dominican Republic,0,5,1.1730769231
Dominican Republic,0,6,3.0384615385
Dominican Republic,0,7,3.8461538462
Dominican Republic,0,8,6.5769230769
Dominican Republic,0,9,9.2115384615
Dominican Republic,0,10,11.3461538462
Dominican Republic,0,11,10.6153846154
Dominican Republic,0,12,10.2115384615
Dominican Republic,0,13,9.0192307692
Dominican Republic,0,14,9.7115384615
Dominican Republic,0,15,9.0192307692
Dominican Republic,0,16,9.6730769231
Dominican Republic,0,17,8.4807692308
Dominican Republic,0,18,7.6730769231
Dominican Republic,0,19,14.4423076923
Dominican Republic,0,20,12.4230769231
Dominican Republic,0,21,10
Dominican Republic,0,22,5.4038461538
Dominican Republic,0,23,1.2884615385
Dominican Republic,1,0,1.5576923077
Dominican Republic,1,1,1.2307692308
Dominican Republic,1,2,1.0192307692
Dominican Republic,1,3,1.0192307692
Dominican Republic,1,4,1.5576923077
Dominican Republic,1,5,3.5192307692
Dominican Republic,1,6,10.3653846154
Dominican Republic,1,7,12.7115384615
Dominican Republic,1,8,14.5961538462
Dominican Republic,1,9,21.1538461538
Dominican Republic,1,10,24.1153846154
Dominican Republic,1,11,24.3653846154
Dominican Republic,1,12,22.4038461538
Dominican Republic,1,13,22.0192307692
Dominican Republic,1,14,21.2115384615
Dominican Republic,1,15,22.1346153846
Dominican Republic,1,16,23.8846153846
Dominican Republic,1,17,21.7115384615
Dominican Republic,1,18,19.8846153846
Dominican Republic,1,19,18.1346153846
Dominican Republic,1,20,16.1153846154
Dominican Republic,1,21,10.4038461538
Dominican Republic,1,22,6.7115384615
Dominican Republic,1,23,4.0576923077
Dominican Republic,2,0,2.8076923077
Dominican Republic,2,1,1.4230769231
Dominican Republic,2,2,1.4807692308
Dominican Republic,2,3,1.2307692308
Dominican Republic,2,4,1.6346153846
Dominican Republic,2,5,3.9230769231
Dominican Republic,2,6,10.9230769231
Dominican Republic,2,7,13.5769230769
Dominican Republic,2,8,15.9615384615
Dominican Republic,2,9,22.4423076923
Dominican Republic,2,10,24.7884615385
Dominican Republic,2,11,24.9423076923
Dominican Republic,2,12,23.5769230769
Dominican Republic,2,13,21.3653846154
Dominican Republic,2,14,20.4807692308
Dominican Republic,2,15,22.5
Dominican Republic,2,16,23.4230769231
Dominican Republic,2,17,23.3076923077
Dominican Republic,2,18,21.3076923077
Dominican Republic,2,19,17.9038461538
Dominican Republic,2,20,14.8846153846
Dominican Republic,2,21,11.6923076923
Dominican Republic,2,22,7.5576923077
Dominican Republic,2,23,5.0961538462
Dominican Republic,3,0,3.3076923077
Dominican Republic,3,1,1.75
Dominican Republic,3,2,1.0384615385
Dominican Republic,3,3,1.2307692308
Dominican Republic,3,4,1.4423076923
Dominican Republic,3,5,4.1730769231
Dominican Republic,3,6,10.4038461538
Dominican Republic,3,7,13.0384615385
Dominican Republic,3,8,15.9038461538
Dominican Republic,3,9,21.2692307692
Dominican Republic,3,10,23.7307692308
Dominican Republic,3,11,25.1346153846
Dominican Republic,3,12,22.8653846154
Dominican Republic,3,13,23.4230769231
Dominican Republic,3,14,20.9615384615
Dominican Republic,3,15,23.6346153846
Dominican Republic,3,16,23.4038461538
Dominican Republic,3,17,22.5
Dominican Republic,3,18,20.8461538462
Dominican Republic,3,19,18.9038461538
Dominican Republic,3,20,15.5769230769
Dominican Republic,3,21,12.0961538462
Dominican Republic,3,22,8.3076923077
Dominican Republic,3,23,6
Dominican Republic,4,0,4.1923076923
Dominican Republic,4,1,3
Dominican Republic,4,2,1.2884615385
Dominican Republic,4,3,1.9615384615
Dominican Republic,4,4,2.4615384615
Dominican Republic,4,5,4.0192307692
Dominican Republic,4,6,10.3269230769
Dominican Republic,4,7,13.1153846154
Dominican Republic,4,8,16.1923076923
Dominican Republic,4,9,23.0769230769
Dominican Republic,4,10,23.3653846154
Dominican Republic,4,11,25.6538461538
Dominican Republic,4,12,23
Dominican Republic,4,13,22.2307692308
Dominican Republic,4,14,20.4038461538
Dominican Republic,4,15,21.5192307692
Dominican Republic,4,16,21.4807692308
Dominican Republic,4,17,22.8076923077
Dominican Republic,4,18,20.0769230769
Dominican Republic,4,19,18.5
Dominican Republic,4,20,15.8269230769
Dominican Republic,4,21,11.3076923077
Dominican Republic,4,22,7.6153846154
Dominican Republic,4,23,5.6346153846
Dominican Republic,5,0,3.9423076923
Dominican Republic,5,1,2.5192307692
Dominican Republic,5,2,2.0576923077
Dominican Republic,5,3,2.1538461538
Dominican Republic,5,4,2.2307692308
Dominican Republic,5,5,5
Dominican Republic,5,6,9.6346153846
Dominican Republic,5,7,11.9615384615
Dominican Republic,5,8,13.9423076923
Dominican Republic,5,9,20.25
Dominican Republic,5,10,20.7692307692
Dominican Republic,5,11,21.5384615385
Dominican Republic,5,12,21.8076923077
Dominican Republic,5,13,19.3461538462
Dominican Republic,5,14,18.1730769231
Dominican Republic,5,15,19.6730769231
Dominican Republic,5,16,19.5384615385
Dominican Republic,5,17,19.1730769231
Dominican Republic,5,18,17.4615384615
Dominican Republic,5,19,14.5384615385
Dominican Republic,5,20,9.8461538462
Dominican Republic,5,21,8.25
Dominican Republic,5,22,5.6346153846
Dominican Republic,5,23,3.7884615385
Dominican Republic,6,0,2.7115384615
Dominican Republic,6,1,1.4038461538
Dominican Republic,6,2,1.4230769231
Dominican Republic,6,3,0.8653846154
Dominican Republic,6,4,1.5769230769
Dominican Republic,6,5,2.1538461538
Dominican Republic,6,6,3.0961538462
Dominican Republic,6,7,6.1730769231
Dominican Republic,6,8,7.1153846154
Dominican Republic,6,9,8.1923076923
Dominican Republic,6,10,9.5961538462
Dominican Republic,6,11,10.1730769231
Dominican Republic,6,12,11.1153846154
Dominican Republic,6,13,12.0576923077
Dominican Republic,6,14,11.5
Dominican Republic,6,15,11.6923076923
Dominican Republic,6,16,14.1538461538
Dominican Republic,6,17,13.5769230769
Dominican Republic,6,18,12.6730769231
Dominican Republic,6,19,10.6538461538
Dominican Republic,6,20,8.8846153846
Dominican Republic,6,21,6.6153846154
Dominican Republic,6,22,5.4230769231
Dominican Republic,6,23,3.3269230769
Egypt,0,0,79.0769230769
Egypt,0,1,72.5384615385
Egypt,0,2,59.0961538462
Egypt,0,3,50.6346153846
Egypt,0,4,43.9423076923
Egypt,0,5,36.5576923077
Egypt,0,6,34.1730769231
Egypt,0,7,35.6153846154
Egypt,0,8,40.1346153846
Egypt,0,9,52.1730769231
Egypt,0,10,81
Egypt,0,11,103.6538461538
Egypt,0,12,110.9038461538
Egypt,0,13,127.5769230769
Egypt,0,14,135.3269230769
Egypt,0,15,133.1153846154
Egypt,0,16,135.5384615385
Egypt,0,17,133.6923076923
Egypt,0,18,128.2692307692
Egypt,0,19,125.5769230769
Egypt,0,20,123.4230769231
Egypt,0,21,119.2884615385
Egypt,0,22,118.6346153846
Egypt,0,23,104.5961538462
Egypt,1,0,87.75
Egypt,1,1,74.4230769231
Egypt,1,2,44.3846153846
Egypt,1,3,36.2115384615
Egypt,1,4,31.3461538462
Egypt,1,5,27
Egypt,1,6,25.4807692308
Egypt,1,7,29.5961538462
Egypt,1,8,33.3076923077
Egypt,1,9,47.2884615385
Egypt,1,10,76.0961538462
Egypt,1,11,99.0961538462
Egypt,1,12,103.1346153846
Egypt,1,13,119.3461538462
Egypt,1,14,128.4615384615
Egypt,1,15,133.6923076923
Egypt,1,16,135.8846153846
Egypt,1,17,127.8269230769
Egypt,1,18,121.8653846154
Egypt,1,19,116.3653846154
Egypt,1,20,114.1730769231
Egypt,1,21,111.6730769231
Egypt,1,22,105.3653846154
Egypt,1,23,93.8076923077
Egypt,2,0,80.4423076923
Egypt,2,1,69.5576923077
Egypt,2,2,56.8076923077
Egypt,2,3,49.1153846154
Egypt,2,4,41.2884615385
Egypt,2,5,35.1538461538
Egypt,2,6,32.8076923077
Egypt,2,7,35.3461538462
Egypt,2,8,41.75
Egypt,2,9,56.6923076923
Egypt,2,10,86.5192307692
Egypt,2,11,112.4230769231
Egypt,2,12,121.8461538462
Egypt,2,13,136.4038461538
Egypt,2,14,146.0192307692
Egypt,2,15,147
Egypt,2,16,145.6153846154
Egypt,2,17,143
Egypt,2,18,131.8461538462
Egypt,2,19,130.7884615385
Egypt,2,20,128.4807692308
Egypt,2,21,125.2884615385
Egypt,2,22,120.6346153846
Egypt,2,23,106.3076923077
Egypt,3,0,90.9230769231
Egypt,3,1,77.6730769231
Egypt,3,2,66.9423076923
Egypt,3,3,54.6346153846
Egypt,3,4,45.8461538462
Egypt,3,5,38.7692307692
Egypt,3,6,33.3846153846
Egypt,3,7,35.3076923077
Egypt,3,8,39.7307692308
Egypt,3,9,55.3461538462
Egypt,3,10,85.6538461538
Egypt,3,11,109.2692307692
Egypt,3,12,117.7307692308
Egypt,3,13,134.9230769231
Egypt,3,14,143.9230769231
Egypt,3,15,143.9038461538
Egypt,3,16,145.6923076923
Egypt,3,17,147.3653846154
Egypt,3,18,136.2115384615
Egypt,3,19,133.5192307692
Egypt,3,20,126.5384615385
Egypt,3,21,121.1730769231
Egypt,3,22,119.7884615385
Egypt,3,23,109.3461538462
Egypt,4,0,95.5769230769
Egypt,4,1,84.7692307692
Egypt,4,2,67.4423076923
Egypt,4,3,50.4230769231
Egypt,4,4,43.7307692308
Egypt,4,5,38.1346153846
Egypt,4,6,32.3269230769
Egypt,4,7,35.8653846154
Egypt,4,8,41.2115384615
Egypt,4,9,56.8846153846
Egypt,4,10,91.4807692308
Egypt,4,11,113.1538461538
Egypt,4,12,120.4230769231
Egypt,4,13,133.5769230769
Egypt,4,14,143.0769230769
Egypt,4,15,146.5
Egypt,4,16,144.6346153846
Egypt,4,17,137.5576923077
Egypt,4,18,130.5
Egypt,4,19,124.3846153846
Egypt,4,20,117.1346153846
Egypt,4,21,109.4038461538
Egypt,4,22,105.6730769231
Egypt,4,23,96.2307692308
Egypt,5,0,85.5384615385
Egypt,5,1,73.6346153846
Egypt,5,2,59.8653846154
Egypt,5,3,48.2115384615
Egypt,5,4,39.2692307692
Egypt,5,5,33.7307692308
Egypt,5,6,29.4423076923
Egypt,5,7,27.9615384615
Egypt,5,8,33.6538461538
Egypt,5,9,48.6538461538
Egypt,5,10,61.2307692308
Egypt,5,11,67.3461538462
Egypt,5,12,47.5576923077
Egypt,5,13,75.3653846154
Egypt,5,14,101.5769230769
Egypt,5,15,107.5192307692
Egypt,5,16,111.0769230769
Egypt,5,17,115.9038461538
Egypt,5,18,108.6923076923
Egypt,5,19,106.8269230769
Egypt,5,20,107.9807692308
Egypt,5,21,103.4230769231
Egypt,5,22,101.4038461538
Egypt,5,23,87.25
Egypt,6,0,79.3653846154
Egypt,6,1,68.1923076923
Egypt,6,2,59.0961538462
Egypt,6,3,48.1153846154
Egypt,6,4,39.0769230769
Egypt,6,5,32.1538461538
Egypt,6,6,27.9423076923
Egypt,6,7,26.8269230769
Egypt,6,8,33.4230769231
Egypt,6,9,46.9038461538
Egypt,6,10,65.8461538462
Egypt,6,11,89.4615384615
Egypt,6,12,97.0384615385
Egypt,6,13,108.4423076923
Egypt,6,14,121.4807692308
Egypt,6,15,118
Egypt,6,16,117.7884615385
Egypt,6,17,113.1153846154
Egypt,6,18,109.1538461538
Egypt,6,19,108.8461538462
Egypt,6,20,108.1153846154
Egypt,6,21,106.5384615385
Egypt,6,22,100.6730769231
Egypt,6,23,95.4230769231
France,0,0,13.3653846154
France,0,1,9.75
France,0,2,7.8269230769
France,0,3,7.2307692308
France,0,4,7.9230769231
France,0,5,9.75
France,0,6,11.2307692308
France,0,7,13.7307692308
France,0,8,21.1538461538
France,0,9,26.5
