Country,Day,Hour,Workers
Malaysia,5,23,56.3461538462
Malaysia,6,0,51.4230769231
Malaysia,6,1,48.0192307692
Malaysia,6,2,41.5961538462
Malaysia,6,3,34.8461538462
Malaysia,6,4,26.4038461538
Malaysia,6,5,21.8269230769
Malaysia,6,6,18.5384615385
Malaysia,6,7,18.5576923077
Malaysia,6,8,19.5961538462
Malaysia,6,9,25.5961538462
Malaysia,6,10,32.5192307692
Malaysia,6,11,35.8461538462
Malaysia,6,12,32.5
Malaysia,6,13,34.0576923077
Malaysia,6,14,39.4038461538
Malaysia,6,15,43.1538461538
Malaysia,6,16,44.3076923077
Malaysia,6,17,42
Malaysia,6,18,35.2307692308
Malaysia,6,19,31.5961538462
Malaysia,6,20,35.3076923077
Malaysia,6,21,40.7884615385
Malaysia,6,22,42.5192307692
Malaysia,6,23,42.1346153846
Mexico,0,0,16.3269230769
Mexico,0,1,13.8653846154
Mexico,0,2,9.8846153846
Mexico,0,3,8.2115384615
Mexico,0,4,7.7884615385
Mexico,0,5,7.25
Mexico,0,6,7.75
Mexico,0,7,13.9423076923
Mexico,0,8,20.5
Mexico,0,9,28.2115384615
Mexico,0,10,34.8846153846
Mexico,0,11,40.1153846154
Mexico,0,12,47.5961538462
Mexico,0,13,45.9038461538
Mexico,0,14,44.3076923077
Mexico,0,15,44.5
Mexico,0,16,38.9230769231
Mexico,0,17,33.8076923077
Mexico,0,18,24.7884615385
Mexico,0,19,25.4423076923
Mexico,0,20,25.4615384615
Mexico,0,21,27.5576923077
Mexico,0,22,27.1346153846
Mexico,0,23,23.5192307692
Mexico,1,0,22.1538461538
Mexico,1,1,20.3461538462
Mexico,1,2,16.75
Mexico,1,3,14.8076923077
Mexico,1,4,16.0576923077
Mexico,1,5,18
Mexico,1,6,22.2884615385
Mexico,1,7,30.3076923077
Mexico,1,8,47.4230769231
Mexico,1,9,59.6153846154
Mexico,1,10,68.3653846154
Mexico,1,11,76.4807692308
Mexico,1,12,78.4230769231
Mexico,1,13,73.6538461538
Mexico,1,14,68.1923076923
Mexico,1,15,68.6923076923
Mexico,1,16,67.1153846154
Mexico,1,17,69.1538461538
Mexico,1,18,65.4807692308
Mexico,1,19,57.5576923077
Mexico,1,20,55.0769230769
Mexico,1,21,54.3076923077
Mexico,1,22,48.25
Mexico,1,23,40.2884615385
Mexico,2,0,31.3846153846
Mexico,2,1,25.4038461538
Mexico,2,2,20.1538461538
Mexico,2,3,15.4807692308
Mexico,2,4,14.6730769231
Mexico,2,5,16.25
Mexico,2,6,20.4230769231
Mexico,2,7,32.5576923077
Mexico,2,8,52.7884615385
Mexico,2,9,67
Mexico,2,10,79.8076923077
Mexico,2,11,81.7115384615
Mexico,2,12,80.6346153846
Mexico,2,13,73.0961538462
Mexico,2,14,65.9423076923
Mexico,2,15,68.3269230769
Mexico,2,16,71.3653846154
Mexico,2,17,71.8653846154
Mexico,2,18,61.0384615385
Mexico,2,19,53.8076923077
Mexico,2,20,53.0961538462
Mexico,2,21,50.2884615385
Mexico,2,22,47.2115384615
Mexico,2,23,39.2307692308
Mexico,3,0,29.1923076923
Mexico,3,1,23.7307692308
Mexico,3,2,18.3269230769
Mexico,3,3,14.6730769231
Mexico,3,4,13.5961538462
Mexico,3,5,14.6346153846
Mexico,3,6,19.8461538462
Mexico,3,7,31.7307692308
Mexico,3,8,49.5
Mexico,3,9,65.5961538462
Mexico,3,10,78.7307692308
Mexico,3,11,83.1730769231
Mexico,3,12,82.3461538462
Mexico,3,13,78.9038461538
Mexico,3,14,72.2884615385
Mexico,3,15,73.7692307692
Mexico,3,16,72.9423076923
Mexico,3,17,67.8076923077
Mexico,3,18,64.9615384615
Mexico,3,19,55.4807692308
Mexico,3,20,53.9423076923
Mexico,3,21,54.2307692308
Mexico,3,22,46.6346153846
Mexico,3,23,37.1730769231
Mexico,4,0,31.5192307692
Mexico,4,1,25.7307692308
Mexico,4,2,19.6730769231
Mexico,4,3,16.25
Mexico,4,4,15.3076923077
Mexico,4,5,16.9615384615
Mexico,4,6,19
Mexico,4,7,28.7307692308
Mexico,4,8,46.4615384615
Mexico,4,9,59.8461538462
Mexico,4,10,74.75
Mexico,4,11,84.1346153846
Mexico,4,12,79.6346153846
Mexico,4,13,72.4230769231
Mexico,4,14,70.3461538462
Mexico,4,15,69.1730769231
Mexico,4,16,71.5961538462
Mexico,4,17,72.0384615385
Mexico,4,18,66.4615384615
Mexico,4,19,55.6346153846
Mexico,4,20,50.5576923077
Mexico,4,21,50.6346153846
Mexico,4,22,45.0384615385
Mexico,4,23,37.6923076923
Mexico,5,0,30.5192307692
Mexico,5,1,22.8461538462
Mexico,5,2,18.8846153846
Mexico,5,3,14.9038461538
Mexico,5,4,15.7115384615
Mexico,5,5,14.5769230769
Mexico,5,6,17.5769230769
Mexico,5,7,29.0384615385
Mexico,5,8,44.25
Mexico,5,9,59.6923076923
Mexico,5,10,72.5769230769
Mexico,5,11,79
Mexico,5,12,76.8269230769
Mexico,5,13,72.8269230769
Mexico,5,14,65
Mexico,5,15,66.8269230769
Mexico,5,16,64.5384615385
Mexico,5,17,61.25
Mexico,5,18,54.4807692308
Mexico,5,19,49.2115384615
Mexico,5,20,43.4038461538
Mexico,5,21,38.3076923077
Mexico,5,22,31.0192307692
Mexico,5,23,24.7307692308
Mexico,6,0,15.8076923077
Mexico,6,1,11.8076923077
Mexico,6,2,8.7884615385
Mexico,6,3,6.9423076923
Mexico,6,4,6.5576923077
Mexico,6,5,5.9230769231
Mexico,6,6,7.4423076923
Mexico,6,7,13.8653846154
Mexico,6,8,22.5576923077
Mexico,6,9,28.5576923077
Mexico,6,10,36.9807692308
Mexico,6,11,43
Mexico,6,12,46.9423076923
Mexico,6,13,44.3269230769
Mexico,6,14,40.1538461538
Mexico,6,15,34.8846153846
Mexico,6,16,33.3461538462
Mexico,6,17,34.1346153846
Mexico,6,18,30.9038461538
Mexico,6,19,28.5576923077
Mexico,6,20,27.2692307692
Mexico,6,21,26.8076923077
Mexico,6,22,26.6346153846
Mexico,6,23,21.1153846154
Moldova,0,0,20.5
Moldova,0,1,15.5769230769
Moldova,0,2,10.4230769231
Moldova,0,3,8.4230769231
Moldova,0,4,7.1346153846
Moldova,0,5,6.6538461538
Moldova,0,6,7.0769230769
Moldova,0,7,9.1538461538
Moldova,0,8,11.8269230769
Moldova,0,9,18.5769230769
Moldova,0,10,27.5769230769
Moldova,0,11,35.1153846154
Moldova,0,12,40.5
Moldova,0,13,46.2884615385
Moldova,0,14,49.9230769231
Moldova,0,15,49.5961538462
Moldova,0,16,50.9230769231
Moldova,0,17,52.7884615385
Moldova,0,18,50.3846153846
Moldova,0,19,50.5
Moldova,0,20,53.3269230769
Moldova,0,21,51.7115384615
Moldova,0,22,48.3269230769
Moldova,0,23,37.0384615385
Moldova,1,0,24.6923076923
Moldova,1,1,17.0961538462
Moldova,1,2,10.1153846154
Moldova,1,3,6.9615384615
Moldova,1,4,6.6538461538
Moldova,1,5,6.5769230769
Moldova,1,6,11.1923076923
Moldova,1,7,22.6923076923
Moldova,1,8,69.9615384615
Moldova,1,9,125.1923076923
Moldova,1,10,153.5
Moldova,1,11,161.6923076923
Moldova,1,12,155.75
Moldova,1,13,162.0384615385
Moldova,1,14,163.7307692308
Moldova,1,15,161.0384615385
Moldova,1,16,147.7884615385
Moldova,1,17,109.3461538462
Moldova,1,18,84.6923076923
Moldova,1,19,75.9230769231
Moldova,1,20,85.6346153846
Moldova,1,21,87.2884615385
Moldova,1,22,76.6538461538
Moldova,1,23,53.1153846154
Moldova,2,0,31.9230769231
Moldova,2,1,21.4807692308
Moldova,2,2,13.2692307692
Moldova,2,3,10.1730769231
Moldova,2,4,9.0384615385
Moldova,2,5,8.8076923077
Moldova,2,6,13.9615384615
Moldova,2,7,26.9038461538
Moldova,2,8,82.4230769231
Moldova,2,9,136.0192307692
Moldova,2,10,163.2307692308
Moldova,2,11,167.4423076923
Moldova,2,12,166.4423076923
Moldova,2,13,170.3653846154
Moldova,2,14,175.5576923077
Moldova,2,15,173.8269230769
Moldova,2,16,156.5192307692
Moldova,2,17,113.7884615385
Moldova,2,18,80.4038461538
Moldova,2,19,75.8653846154
Moldova,2,20,86.2307692308
Moldova,2,21,93.3461538462
Moldova,2,22,79.9230769231
Moldova,2,23,59.2115384615
Moldova,3,0,37.8653846154
Moldova,3,1,22.0576923077
Moldova,3,2,14.7884615385
Moldova,3,3,10.5576923077
Moldova,3,4,9.1730769231
Moldova,3,5,9.5576923077
Moldova,3,6,13.1730769231
Moldova,3,7,27.8076923077
Moldova,3,8,81.4230769231
Moldova,3,9,140.4807692308
Moldova,3,10,166.9807692308
Moldova,3,11,174.9807692308
Moldova,3,12,170.5961538462
Moldova,3,13,173.9230769231
Moldova,3,14,176.5961538462
Moldova,3,15,176.5576923077
Moldova,3,16,160
Moldova,3,17,116.4230769231
Moldova,3,18,81.5961538462
Moldova,3,19,75.9807692308
Moldova,3,20,81.8846153846
Moldova,3,21,90.5961538462
Moldova,3,22,81.6538461538
Moldova,3,23,59.5961538462
Moldova,4,0,36.3653846154
Moldova,4,1,22.8461538462
Moldova,4,2,16.0384615385
Moldova,4,3,9.8076923077
Moldova,4,4,7.9230769231
Moldova,4,5,9.6923076923
Moldova,4,6,14.0961538462
Moldova,4,7,28.6923076923
Moldova,4,8,81.5192307692
Moldova,4,9,138.4423076923
Moldova,4,10,168.4615384615
Moldova,4,11,171.0576923077
Moldova,4,12,166.4230769231
Moldova,4,13,173.6538461538
Moldova,4,14,180.0576923077
Moldova,4,15,176.6538461538
Moldova,4,16,159.3269230769
Moldova,4,17,111.9807692308
Moldova,4,18,81.8846153846
Moldova,4,19,75.3461538462
Moldova,4,20,81.0576923077
Moldova,4,21,86.6153846154
Moldova,4,22,81
Moldova,4,23,61.0384615385
Moldova,5,0,37.0384615385
Moldova,5,1,23.7115384615
Moldova,5,2,15.8461538462
Moldova,5,3,11.8461538462
Moldova,5,4,10.5384615385
Moldova,5,5,9.7692307692
Moldova,5,6,13.7115384615
Moldova,5,7,27.9230769231
Moldova,5,8,81.5
Moldova,5,9,132.4230769231
Moldova,5,10,161.4807692308
Moldova,5,11,164.1923076923
Moldova,5,12,161.75
Moldova,5,13,165.25
Moldova,5,14,165.7115384615
Moldova,5,15,160.1538461538
Moldova,5,16,141.5384615385
Moldova,5,17,100.3076923077
Moldova,5,18,71.5961538462
Moldova,5,19,62.0576923077
Moldova,5,20,62.3269230769
Moldova,5,21,64.0961538462
Moldova,5,22,62.2884615385
Moldova,5,23,46.9230769231
Moldova,6,0,30.1346153846
Moldova,6,1,17.3846153846
Moldova,6,2,11.9038461538
Moldova,6,3,8.3269230769
Moldova,6,4,7.2307692308
Moldova,6,5,6.6153846154
Moldova,6,6,9.6923076923
Moldova,6,7,14.7692307692
Moldova,6,8,23.75
Moldova,6,9,36.9230769231
Moldova,6,10,43.8269230769
Moldova,6,11,50.5769230769
Moldova,6,12,51.7115384615
Moldova,6,13,54.8269230769
Moldova,6,14,63.7115384615
Moldova,6,15,61.9807692308
Moldova,6,16,58.6730769231
Moldova,6,17,52.8653846154
Moldova,6,18,45.2884615385
Moldova,6,19,41.9230769231
Moldova,6,20,43.4038461538
Moldova,6,21,40.0576923077
Moldova,6,22,37.8846153846
Moldova,6,23,30.7307692308
Morocco,0,0,16.1730769231
Morocco,0,1,13.8269230769
Morocco,0,2,8.9038461538
Morocco,0,3,4.75
Morocco,0,4,4.2307692308
Morocco,0,5,3.6538461538
Morocco,0,6,3.4615384615
Morocco,0,7,5.5576923077
Morocco,0,8,6.75
Morocco,0,9,8.7692307692
Morocco,0,10,11.4615384615
Morocco,0,11,15.8846153846
Morocco,0,12,14.8269230769
Morocco,0,13,15.9807692308
Morocco,0,14,16.0961538462
Morocco,0,15,18.1923076923
Morocco,0,16,19.1153846154
Morocco,0,17,18.4615384615
Morocco,0,18,17.5384615385
Morocco,0,19,18.6153846154
Morocco,0,20,20.4038461538
Morocco,0,21,20.2692307692
Morocco,0,22,20.5384615385
Morocco,0,23,19.1730769231
Morocco,1,0,12.1153846154
Morocco,1,1,6.8653846154
Morocco,1,2,4.2884615385
Morocco,1,3,3.3846153846
Morocco,1,4,2.5576923077
Morocco,1,5,2.3461538462
Morocco,1,6,2.2884615385
Morocco,1,7,3.9615384615
Morocco,1,8,7.4423076923
Morocco,1,9,8.9615384615
Morocco,1,10,13.8269230769
Morocco,1,11,17.75
Morocco,1,12,23.4807692308
Morocco,1,13,27.0384615385
Morocco,1,14,26.3269230769
Morocco,1,15,26.25
Morocco,1,16,26.1153846154
Morocco,1,17,24.9230769231
Morocco,1,18,24.8846153846
Morocco,1,19,25.8846153846
Morocco,1,20,27.7115384615
Morocco,1,21,28
Morocco,1,22,25.1538461538
Morocco,1,23,20.2884615385
Morocco,2,0,15.1730769231
Morocco,2,1,9.9615384615
Morocco,2,2,5.1153846154
Morocco,2,3,4.0192307692
Morocco,2,4,2.7884615385
Morocco,2,5,2.7692307692
Morocco,2,6,2.2884615385
Morocco,2,7,5.5384615385
Morocco,2,8,7.1153846154
Morocco,2,9,9.5576923077
Morocco,2,10,13.4038461538
Morocco,2,11,17.7115384615
Morocco,2,12,24.6346153846
Morocco,2,13,28
Morocco,2,14,27.2692307692
Morocco,2,15,27.0576923077
Morocco,2,16,27.8653846154
Morocco,2,17,26.2307692308
Morocco,2,18,24.3846153846
Morocco,2,19,24.3461538462
Morocco,2,20,25.4423076923
Morocco,2,21,25.7307692308
Morocco,2,22,23.6153846154
Morocco,2,23,20.2692307692
Morocco,3,0,16.0192307692
Morocco,3,1,9.8076923077
Morocco,3,2,6.6346153846
Morocco,3,3,5.0576923077
Morocco,3,4,3.4807692308
Morocco,3,5,2.9423076923
Morocco,3,6,2.8653846154
Morocco,3,7,6.1346153846
Morocco,3,8,8.2884615385
Morocco,3,9,8.8653846154
Morocco,3,10,16.3846153846
Morocco,3,11,17.0961538462
Morocco,3,12,22.5192307692
Morocco,3,13,28.1346153846
Morocco,3,14,28.7307692308
Morocco,3,15,26.75
Morocco,3,16,24.0384615385
Morocco,3,17,22.7692307692
Morocco,3,18,23.8269230769
Morocco,3,19,23.8269230769
Morocco,3,20,25
Morocco,3,21,25.5769230769
Morocco,3,22,21.7884615385
Morocco,3,23,20.3269230769
Morocco,4,0,16.9230769231
Morocco,4,1,9.9230769231
Morocco,4,2,6.1730769231
Morocco,4,3,3.25
Morocco,4,4,2.25
Morocco,4,5,2.1923076923
Morocco,4,6,2.8461538462
Morocco,4,7,4.6730769231
Morocco,4,8,9.4038461538
Morocco,4,9,11.1923076923
Morocco,4,10,13.6538461538
Morocco,4,11,16.6538461538
Morocco,4,12,23
Morocco,4,13,27.0576923077
Morocco,4,14,28.5576923077
Morocco,4,15,28.4807692308
Morocco,4,16,27.1346153846
Morocco,4,17,25.3461538462
Morocco,4,18,24.5
Morocco,4,19,23.2115384615
Morocco,4,20,26.5
Morocco,4,21,27.2307692308
Morocco,4,22,23.6730769231
Morocco,4,23,21.2115384615
Morocco,5,0,18.0192307692
Morocco,5,1,10.6346153846
Morocco,5,2,7.5
Morocco,5,3,5.8076923077
Morocco,5,4,3.3653846154
Morocco,5,5,2.8461538462
Morocco,5,6,2.3846153846
Morocco,5,7,5.2307692308
Morocco,5,8,8.7884615385
Morocco,5,9,11.9807692308
Morocco,5,10,15.7692307692
Morocco,5,11,16.6153846154
Morocco,5,12,20.4807692308
Morocco,5,13,24.7692307692
Morocco,5,14,27.1346153846
Morocco,5,15,26.9038461538
Morocco,5,16,25.9807692308
Morocco,5,17,23.9807692308
Morocco,5,18,21.0769230769
Morocco,5,19,19.1153846154
Morocco,5,20,20.0961538462
Morocco,5,21,21.7884615385
Morocco,5,22,17.6346153846
Morocco,5,23,18
Morocco,6,0,15.8461538462
Morocco,6,1,12
Morocco,6,2,7.8461538462
Morocco,6,3,4.8076923077
Morocco,6,4,3.6538461538
Morocco,6,5,3.1730769231
Morocco,6,6,3.0769230769
Morocco,6,7,5.3461538462
Morocco,6,8,7.3461538462
Morocco,6,9,9.1346153846
Morocco,6,10,12.1538461538
Morocco,6,11,16.0192307692
Morocco,6,12,16.25
Morocco,6,13,16.4615384615
Morocco,6,14,18.4807692308
Morocco,6,15,19.1923076923
Morocco,6,16,18.3461538462
Morocco,6,17,15.3461538462
Morocco,6,18,14.2307692308
Morocco,6,19,11.6346153846
Morocco,6,20,11.1730769231
Morocco,6,21,11.8076923077
Morocco,6,22,14.8653846154
Morocco,6,23,16.9038461538
Nepal,0,0,32.9423076923
Nepal,0,1,24.9807692308
Nepal,0,2,16.5576923077
Nepal,0,3,13.6923076923
Nepal,0,4,11.4423076923
Nepal,0,5,10.0384615385
Nepal,0,6,10.1538461538
Nepal,0,7,13.4423076923
Nepal,0,8,25.8846153846
Nepal,0,9,38.4423076923
Nepal,0,10,44.0961538462
Nepal,0,11,46.7692307692
Nepal,0,12,50.1538461538
Nepal,0,13,54.4615384615
Nepal,0,14,53.1346153846
Nepal,0,15,51.9615384615
Nepal,0,16,53.1538461538
Nepal,0,17,49
Nepal,0,18,43.4423076923
Nepal,0,19,46.0576923077
Nepal,0,20,49.25
Nepal,0,21,58.9230769231
Nepal,0,22,61.3653846154
Nepal,0,23,47.5961538462
Nepal,1,0,33.8461538462
Nepal,1,1,23.3076923077
Nepal,1,2,16.0769230769
Nepal,1,3,12.8846153846
Nepal,1,4,13.7692307692
Nepal,1,5,12.2115384615
Nepal,1,6,14.8269230769
Nepal,1,7,21.25
Nepal,1,8,34.6538461538
Nepal,1,9,55.2307692308
Nepal,1,10,68.25
Nepal,1,11,80.6730769231
Nepal,1,12,89.5961538462
Nepal,1,13,92.1153846154
Nepal,1,14,88.3461538462
Nepal,1,15,90.6153846154
Nepal,1,16,88.6538461538
Nepal,1,17,81.5
Nepal,1,18,65.9807692308
Nepal,1,19,57.75
Nepal,1,20,65.8461538462
Nepal,1,21,83.2692307692
Nepal,1,22,84.1538461538
Nepal,1,23,68.0384615385
Nepal,2,0,51.6346153846
Nepal,2,1,38.3653846154
Nepal,2,2,27.3076923077
Nepal,2,3,21.5384615385
Nepal,2,4,21.8653846154
Nepal,2,5,19.4230769231
Nepal,2,6,18.6730769231
Nepal,2,7,26.9038461538
Nepal,2,8,41.4807692308
Nepal,2,9,68.4423076923
Nepal,2,10,83.9423076923
Nepal,2,11,91.5961538462
Nepal,2,12,98.1346153846
Nepal,2,13,101.6153846154
Nepal,2,14,98.7307692308
Nepal,2,15,95.0769230769
Nepal,2,16,97.7884615385
Nepal,2,17,90.5384615385
Nepal,2,18,68.6730769231
Nepal,2,19,62.3076923077
Nepal,2,20,72.9807692308
Nepal,2,21,91.2692307692
Nepal,2,22,95.5384615385
Nepal,2,23,83.9038461538
Nepal,3,0,61.5576923077
Nepal,3,1,41.3653846154
Nepal,3,2,30.4615384615
Nepal,3,3,24.4807692308
Nepal,3,4,21.4038461538
Nepal,3,5,17.9423076923
Nepal,3,6,18.8461538462
Nepal,3,7,25.6923076923
Nepal,3,8,42.7692307692
Nepal,3,9,69.9230769231
Nepal,3,10,86.5961538462
Nepal,3,11,94.3846153846
Nepal,3,12,103.3653846154
Nepal,3,13,103.1538461538
Nepal,3,14,101.4615384615
Nepal,3,15,93.6730769231
Nepal,3,16,97.2692307692
Nepal,3,17,89.1923076923
Nepal,3,18,68.3461538462
Nepal,3,19,62.3653846154
Nepal,3,20,72.6346153846
Nepal,3,21,89.1346153846
Nepal,3,22,94.9230769231
Nepal,3,23,80.8461538462
Nepal,4,0,59.25
Nepal,4,1,42.0576923077
Nepal,4,2,30.6346153846
Nepal,4,3,23.9807692308
Nepal,4,4,22.1538461538
Nepal,4,5,21.1346153846
Nepal,4,6,22.1346153846
Nepal,4,7,28.2884615385
Nepal,4,8,39.5576923077
Nepal,4,9,64.8653846154
Nepal,4,10,82.4230769231
Nepal,4,11,94.8076923077
Nepal,4,12,101.6153846154
Nepal,4,13,101.9230769231
Nepal,4,14,99.3461538462
Nepal,4,15,99.1538461538
Nepal,4,16,101.9038461538
Nepal,4,17,93.1730769231
Nepal,4,18,75.6153846154
Nepal,4,19,67.7115384615
Nepal,4,20,74.8269230769
Nepal,4,21,93.7115384615
Nepal,4,22,94.2115384615
Nepal,4,23,77.5961538462
Nepal,5,0,56
Nepal,5,1,41.25
Nepal,5,2,29.1730769231
Nepal,5,3,24.8461538462
Nepal,5,4,22.8269230769
Nepal,5,5,21.0961538462
Nepal,5,6,21.2115384615
Nepal,5,7,27.0192307692
Nepal,5,8,37.8846153846
Nepal,5,9,62
Nepal,5,10,81.25
Nepal,5,11,87.8269230769
Nepal,5,12,94.9615384615
Nepal,5,13,94.8653846154
Nepal,5,14,90.4423076923
Nepal,5,15,84.5
Nepal,5,16,83.8076923077
Nepal,5,17,74.9807692308
Nepal,5,18,58.1153846154
Nepal,5,19,53.4615384615
Nepal,5,20,57.6153846154
Nepal,5,21,76.3653846154
Nepal,5,22,78.3076923077
Nepal,5,23,66.6538461538
Nepal,6,0,49.2884615385
Nepal,6,1,38.1538461538
Nepal,6,2,27.9807692308
Nepal,6,3,23.1923076923
Nepal,6,4,18.7115384615
Nepal,6,5,14.9038461538
Nepal,6,6,14.0192307692
Nepal,6,7,15.5384615385
Nepal,6,8,22.5192307692
Nepal,6,9,31.2307692308
Nepal,6,10,37.8653846154
Nepal,6,11,38.4423076923
Nepal,6,12,41.5961538462
Nepal,6,13,39.5961538462
Nepal,6,14,38.2884615385
Nepal,6,15,35.5576923077
Nepal,6,16,34.5769230769
Nepal,6,17,31.7115384615
Nepal,6,18,34.9230769231
Nepal,6,19,36.9615384615
Nepal,6,20,41.5
Nepal,6,21,48.5384615385
Nepal,6,22,49.4038461538
Nepal,6,23,41.7307692308
Netherlands,0,0,6.9038461538
Netherlands,0,1,6.0576923077
Netherlands,0,2,7
Netherlands,0,3,7.7307692308
Netherlands,0,4,7.3076923077
Netherlands,0,5,7.5576923077
Netherlands,0,6,8.4615384615
Netherlands,0,7,9.75
Netherlands,0,8,9.4615384615
Netherlands,0,9,11.3076923077
Netherlands,0,10,13.4423076923
Netherlands,0,11,17.3653846154
Netherlands,0,12,21.1538461538
Netherlands,0,13,21.4615384615
Netherlands,0,14,19.25
Netherlands,0,15,20.7115384615
Netherlands,0,16,19.3269230769
Netherlands,0,17,18.1923076923
Netherlands,0,18,17.8846153846
Netherlands,0,19,18.3461538462
Netherlands,0,20,17.5769230769
Netherlands,0,21,16.9230769231
Netherlands,0,22,13.6923076923
Netherlands,0,23,10.25
Netherlands,1,0,6.5192307692
Netherlands,1,1,6.5961538462
Netherlands,1,2,6.2115384615
Netherlands,1,3,6.7884615385
Netherlands,1,4,6.5384615385
Netherlands,1,5,7
Netherlands,1,6,9.5576923077
Netherlands,1,7,13.6346153846
Netherlands,1,8,17.1730769231
Netherlands,1,9,24.6730769231
Netherlands,1,10,25.9615384615
Netherlands,1,11,25.4230769231
Netherlands,1,12,26.8269230769
Netherlands,1,13,25.25
Netherlands,1,14,23.4615384615
Netherlands,1,15,23.4615384615
Netherlands,1,16,19.8461538462
Netherlands,1,17,17.5
Netherlands,1,18,18.7884615385
Netherlands,1,19,17.5384615385
Netherlands,1,20,18.25
Netherlands,1,21,17.5192307692
Netherlands,1,22,15.0961538462
Netherlands,1,23,11.2692307692
Netherlands,2,0,9.1923076923
Netherlands,2,1,7.1730769231
Netherlands,2,2,6.4807692308
Netherlands,2,3,7.5384615385
Netherlands,2,4,7.4038461538
Netherlands,2,5,7.7884615385
Netherlands,2,6,9.0576923077
Netherlands,2,7,11.8846153846
Netherlands,2,8,16.4230769231
Netherlands,2,9,21.3653846154
Netherlands,2,10,25.8076923077
Netherlands,2,11,27.9807692308
Netherlands,2,12,30.4423076923
Netherlands,2,13,31.2115384615
Netherlands,2,14,29.6538461538
Netherlands,2,15,30.5192307692
Netherlands,2,16,25.2307692308
Netherlands,2,17,20.75
Netherlands,2,18,21.0769230769
Netherlands,2,19,23.0769230769
Netherlands,2,20,22.8461538462
Netherlands,2,21,18.3076923077
Netherlands,2,22,15.4423076923
Netherlands,2,23,10.1346153846
Netherlands,3,0,8.5
Netherlands,3,1,7.9230769231
Netherlands,3,2,7.9230769231
Netherlands,3,3,8.9038461538
Netherlands,3,4,7.9615384615
Netherlands,3,5,8.4807692308
Netherlands,3,6,10.8653846154
Netherlands,3,7,13.8846153846
Netherlands,3,8,17.1346153846
Netherlands,3,9,21.8846153846
Netherlands,3,10,25.7115384615
Netherlands,3,11,27.1730769231
Netherlands,3,12,28.6538461538
Netherlands,3,13,28.2115384615
Netherlands,3,14,26.3461538462
Netherlands,3,15,26.0192307692
Netherlands,3,16,22.2884615385
Netherlands,3,17,20.0384615385
Netherlands,3,18,20.1538461538
Netherlands,3,19,20.0769230769
Netherlands,3,20,20.9230769231
Netherlands,3,21,17.8461538462
Netherlands,3,22,14.1346153846
Netherlands,3,23,10.7307692308
Netherlands,4,0,9.5384615385
Netherlands,4,1,7.5384615385
Netherlands,4,2,7.6538461538
Netherlands,4,3,7.7307692308
Netherlands,4,4,7.7692307692
Netherlands,4,5,9.1538461538
Netherlands,4,6,12.7692307692
Netherlands,4,7,15.0961538462
Netherlands,4,8,16.5576923077
Netherlands,4,9,23.6346153846
Netherlands,4,10,28.6346153846
Netherlands,4,11,31.0192307692
Netherlands,4,12,30.1923076923
Netherlands,4,13,29.6153846154
Netherlands,4,14,28.3461538462
Netherlands,4,15,27.6730769231
Netherlands,4,16,24.0769230769
Netherlands,4,17,20.9230769231
Netherlands,4,18,19.0192307692
Netherlands,4,19,17.7884615385
Netherlands,4,20,17.5384615385
Netherlands,4,21,16.8076923077
Netherlands,4,22,14.4038461538
Netherlands,4,23,11.9423076923
Netherlands,5,0,8.9423076923
Netherlands,5,1,8.0961538462
Netherlands,5,2,8.2115384615
Netherlands,5,3,8.4615384615
Netherlands,5,4,7.9807692308
Netherlands,5,5,7.7307692308
Netherlands,5,6,10.0769230769
Netherlands,5,7,12.9807692308
Netherlands,5,8,16.0961538462
Netherlands,5,9,21.1538461538
Netherlands,5,10,23.7115384615
Netherlands,5,11,26.6923076923
Netherlands,5,12,28.5961538462
Netherlands,5,13,28.5769230769
Netherlands,5,14,26.1923076923
Netherlands,5,15,25.7307692308
Netherlands,5,16,21.2115384615
Netherlands,5,17,17.9038461538
Netherlands,5,18,17.0192307692
Netherlands,5,19,15.9038461538
Netherlands,5,20,17.4423076923
Netherlands,5,21,15.1730769231
Netherlands,5,22,12.1153846154
Netherlands,5,23,9.5192307692
Netherlands,6,0,8.6730769231
Netherlands,6,1,8.4615384615
Netherlands,6,2,8.0192307692
Netherlands,6,3,8.6538461538
Netherlands,6,4,8.8269230769
Netherlands,6,5,7.9423076923
Netherlands,6,6,7.5192307692
Netherlands,6,7,7.1923076923
Netherlands,6,8,10.0961538462
Netherlands,6,9,14.5
Netherlands,6,10,19.1346153846
Netherlands,6,11,19
Netherlands,6,12,20.9423076923
Netherlands,6,13,20.0769230769
Netherlands,6,14,20.4423076923
Netherlands,6,15,18.7307692308
Netherlands,6,16,18.3846153846
Netherlands,6,17,16.9423076923
Netherlands,6,18,15.4230769231
Netherlands,6,19,14.5576923077
Netherlands,6,20,13.7692307692
Netherlands,6,21,12.9615384615
Netherlands,6,22,9.9807692308
Netherlands,6,23,7.1346153846
New Zealand,0,0,15.7692307692
New Zealand,0,1,14.6346153846
New Zealand,0,2,9.8653846154
New Zealand,0,3,5.0576923077
New Zealand,0,4,3.4423076923
New Zealand,0,5,3.1538461538
New Zealand,0,6,4.4230769231
New Zealand,0,7,5.8461538462
New Zealand,0,8,8.5961538462
New Zealand,0,9,9.9230769231
New Zealand,0,10,11.8269230769
New Zealand,0,11,12.8461538462
